Wavelength Scan - Scanning

Instrument Name:,,,DU 800 Spectrophotometer
Serial Number:,,,8002850
Software Version:,,,"2.1,  Build 5"
Firmware Version:,,,2.0.102
Method Name:,,,LTER Chl
Organization:,,,
Department:,,,
Operator:,,,
Product Name:,,,
Component Name:,,,
Lot Number:,,,
Comment:,,,
Signature 1:,,,
Signature 2:,,,
Signature 3:,,,
Signature 4:,,,
Signature 5:,,,

#,Filename,Acquired
1,,"March 01, 2022 2:12 PM"

Scan Mode:,,,Abs
Start Wavelength:,,,600.0 nm
End Wavelength:,,,775.0 nm
Wavelength Interval:,,,0.5 nm
Scan Speed:,,,600 nm/min

,Sample Name,,Description
1,DCSW1_210804,,300
2,CAP_210804,,100
3,L60_210805,,100
4,DOBA8_210805,,200
5,MDT_210805,,240
6,HP_210805,,400
7,BLA,,3000

nm,Abs 1,Abs 2,Abs 3,Abs 4,Abs 5,Abs 6,Abs 7
667.5,0.0442,0.0214,0.0592,0.0819,0.0851,0.0258,-0.0006
668.0,0.0433,0.0213,0.0588,0.0804,0.0836,0.0254,-0.0006
668.5,0.0423,0.0212,0.0583,0.0787,0.0818,0.0250,-0.0006
669.0,0.0414,0.0211,0.0577,0.0770,0.0801,0.0245,-0.0006
669.5,0.0402,0.0210,0.0568,0.0749,0.0779,0.0240,-0.0006
670.0,0.0391,0.0208,0.0560,0.0730,0.0759,0.0235,-0.0006
670.5,0.0380,0.0207,0.0550,0.0709,0.0737,0.0229,-0.0007
671.0,0.0366,0.0207,0.0537,0.0684,0.0710,0.0221,-0.0006
671.5,0.0356,0.0207,0.0527,0.0665,0.0689,0.0216,-0.0007
672.0,0.0342,0.0206,0.0514,0.0640,0.0664,0.0209,-0.0007
672.5,0.0331,0.0205,0.0503,0.0620,0.0641,0.0203,-0.0006
673.0,0.0317,0.0203,0.0488,0.0594,0.0614,0.0197,-0.0006
673.5,0.0304,0.0202,0.0475,0.0573,0.0591,0.0191,-0.0006
674.0,0.0292,0.0200,0.0461,0.0550,0.0567,0.0184,-0.0006
674.5,0.0280,0.0199,0.0446,0.0526,0.0542,0.0178,-0.0006
675.0,0.0269,0.0197,0.0433,0.0506,0.0521,0.0172,-0.0006
675.5,0.0255,0.0196,0.0417,0.0481,0.0494,0.0165,-0.0006
676.0,0.0244,0.0195,0.0404,0.0461,0.0474,0.0159,-0.0006
676.5,0.0233,0.0193,0.0390,0.0440,0.0453,0.0153,-0.0006
677.0,0.0220,0.0192,0.0374,0.0415,0.0428,0.0146,-0.0006
677.5,0.0210,0.0191,0.0362,0.0397,0.0411,0.0142,-0.0006
678.0,0.0200,0.0190,0.0350,0.0377,0.0390,0.0136,-0.0006
678.5,0.0190,0.0190,0.0338,0.0359,0.0372,0.0131,-0.0007
679.0,0.0179,0.0189,0.0326,0.0339,0.0351,0.0126,-0.0006
679.5,0.0171,0.0190,0.0315,0.0324,0.0334,0.0121,-0.0006
680.0,0.0161,0.0190,0.0304,0.0308,0.0317,0.0116,-0.0007
680.5,0.0152,0.0189,0.0294,0.0292,0.0300,0.0112,-0.0006
681.0,0.0145,0.0189,0.0285,0.0279,0.0286,0.0109,-0.0006
681.5,0.0137,0.0188,0.0274,0.0264,0.0268,0.0104,-0.0006
682.0,0.0130,0.0187,0.0265,0.0251,0.0255,0.0100,-0.0006
682.5,0.0124,0.0187,0.0259,0.0240,0.0243,0.0097,-0.0006
683.0,0.0116,0.0186,0.0249,0.0226,0.0229,0.0093,-0.0006
683.5,0.0111,0.0186,0.0242,0.0217,0.0218,0.0090,-0.0006
684.0,0.0107,0.0185,0.0234,0.0207,0.0208,0.0087,-0.0006
684.5,0.0102,0.0184,0.0228,0.0198,0.0199,0.0084,-0.0006
685.0,0.0098,0.0183,0.0221,0.0190,0.0190,0.0082,-0.0006
685.5,0.0094,0.0182,0.0216,0.0183,0.0184,0.0080,-0.0006
686.0,0.0091,0.0182,0.0210,0.0177,0.0177,0.0078,-0.0006
686.5,0.0087,0.0181,0.0204,0.0170,0.0170,0.0076,-0.0006
687.0,0.0085,0.0180,0.0200,0.0165,0.0164,0.0074,-0.0006
687.5,0.0082,0.0179,0.0195,0.0158,0.0158,0.0072,-0.0006
688.0,0.0079,0.0178,0.0191,0.0154,0.0154,0.0071,-0.0006
688.5,0.0076,0.0176,0.0186,0.0148,0.0148,0.0069,-0.0006
689.0,0.0074,0.0174,0.0182,0.0144,0.0144,0.0068,-0.0006
689.5,0.0073,0.0173,0.0179,0.0140,0.0140,0.0067,-0.0006
690.0,0.0071,0.0171,0.0175,0.0136,0.0137,0.0066,-0.0007
690.5,0.0070,0.0169,0.0173,0.0134,0.0134,0.0065,-0.0006
691.0,0.0068,0.0167,0.0170,0.0131,0.0131,0.0065,-0.0006
691.5,0.0068,0.0165,0.0167,0.0127,0.0128,0.0064,-0.0006
692.0,0.0068,0.0163,0.0165,0.0125,0.0125,0.0064,-0.0006
692.5,0.0068,0.0161,0.0163,0.0122,0.0123,0.0063,-0.0006
693.0,0.0066,0.0159,0.0161,0.0119,0.0121,0.0062,-0.0006
693.5,0.0066,0.0158,0.0160,0.0118,0.0120,0.0062,-0.0006
694.0,0.0065,0.0156,0.0158,0.0115,0.0118,0.0061,-0.0006
694.5,0.0064,0.0153,0.0156,0.0113,0.0117,0.0060,-0.0006
695.0,0.0064,0.0152,0.0154,0.0111,0.0115,0.0060,-0.0006
695.5,0.0065,0.0150,0.0152,0.0109,0.0113,0.0059,-0.0006
696.0,0.0066,0.0149,0.0150,0.0109,0.0114,0.0060,-0.0006
696.5,0.0066,0.0147,0.0148,0.0108,0.0113,0.0059,-0.0006
697.0,0.0066,0.0146,0.0146,0.0106,0.0112,0.0058,-0.0006
697.5,0.0065,0.0144,0.0146,0.0105,0.0111,0.0057,-0.0006
698.0,0.0065,0.0142,0.0144,0.0104,0.0109,0.0056,-0.0006
698.5,0.0064,0.0140,0.0143,0.0103,0.0108,0.0055,-0.0006
699.0,0.0064,0.0139,0.0142,0.0102,0.0108,0.0055,-0.0006
699.5,0.0062,0.0138,0.0141,0.0100,0.0107,0.0054,-0.0006
700.0,0.0062,0.0137,0.0140,0.0099,0.0107,0.0054,-0.0006
700.5,0.0062,0.0136,0.0139,0.0096,0.0107,0.0054,-0.0006
701.0,0.0061,0.0135,0.0138,0.0094,0.0106,0.0053,-0.0006
701.5,0.0061,0.0134,0.0137,0.0093,0.0106,0.0053,-0.0006
702.0,0.0060,0.0133,0.0135,0.0091,0.0105,0.0052,-0.0007
702.5,0.0060,0.0132,0.0134,0.0090,0.0104,0.0052,-0.0006
703.0,0.0060,0.0131,0.0133,0.0089,0.0104,0.0052,-0.0006
703.5,0.0059,0.0130,0.0132,0.0088,0.0103,0.0051,-0.0006
704.0,0.0059,0.0130,0.0132,0.0087,0.0103,0.0051,-0.0006
704.5,0.0059,0.0129,0.0131,0.0086,0.0102,0.0051,-0.0006
705.0,0.0059,0.0128,0.0131,0.0084,0.0101,0.0051,-0.0006
705.5,0.0058,0.0127,0.0131,0.0081,0.0101,0.0051,-0.0006
706.0,0.0058,0.0126,0.0130,0.0080,0.0100,0.0051,-0.0006
706.5,0.0059,0.0125,0.0129,0.0079,0.0098,0.0051,-0.0006
707.0,0.0059,0.0125,0.0129,0.0079,0.0098,0.0051,-0.0006
707.5,0.0059,0.0125,0.0128,0.0078,0.0097,0.0050,-0.0006
708.0,0.0058,0.0124,0.0127,0.0077,0.0096,0.0050,-0.0006
708.5,0.0058,0.0124,0.0126,0.0076,0.0095,0.0050,-0.0006
709.0,0.0057,0.0123,0.0125,0.0075,0.0093,0.0049,-0.0006
709.5,0.0056,0.0123,0.0125,0.0075,0.0093,0.0048,-0.0006
710.0,0.0054,0.0123,0.0124,0.0074,0.0092,0.0048,-0.0006
710.5,0.0054,0.0122,0.0124,0.0073,0.0091,0.0047,-0.0006
711.0,0.0052,0.0122,0.0122,0.0072,0.0091,0.0046,-0.0006
711.5,0.0051,0.0123,0.0122,0.0071,0.0090,0.0045,-0.0006
712.0,0.0049,0.0124,0.0122,0.0071,0.0089,0.0044,-0.0006
712.5,0.0048,0.0124,0.0122,0.0069,0.0089,0.0044,-0.0006
713.0,0.0046,0.0124,0.0121,0.0069,0.0088,0.0044,-0.0006
713.5,0.0045,0.0125,0.0121,0.0068,0.0088,0.0044,-0.0006
714.0,0.0044,0.0125,0.0121,0.0067,0.0087,0.0043,-0.0006
714.5,0.0044,0.0125,0.0120,0.0066,0.0088,0.0044,-0.0006
715.0,0.0043,0.0125,0.0119,0.0065,0.0087,0.0043,-0.0006
715.5,0.0043,0.0126,0.0119,0.0065,0.0087,0.0044,-0.0006
716.0,0.0042,0.0125,0.0118,0.0065,0.0087,0.0043,-0.0006
716.5,0.0043,0.0125,0.0118,0.0064,0.0088,0.0043,-0.0006
717.0,0.0043,0.0124,0.0119,0.0064,0.0088,0.0043,-0.0006
717.5,0.0043,0.0124,0.0120,0.0063,0.0088,0.0043,-0.0006
718.0,0.0043,0.0124,0.0120,0.0063,0.0088,0.0042,-0.0006
718.5,0.0042,0.0123,0.0120,0.0063,0.0088,0.0042,-0.0006
719.0,0.0042,0.0123,0.0121,0.0063,0.0088,0.0043,-0.0006
719.5,0.0041,0.0122,0.0122,0.0063,0.0088,0.0043,-0.0006
720.0,0.0041,0.0123,0.0123,0.0063,0.0088,0.0043,-0.0006
720.5,0.0040,0.0122,0.0123,0.0062,0.0087,0.0043,-0.0006
721.0,0.0040,0.0122,0.0124,0.0062,0.0088,0.0043,-0.0006
721.5,0.0040,0.0122,0.0124,0.0061,0.0088,0.0043,-0.0006
722.0,0.0040,0.0122,0.0125,0.0061,0.0088,0.0043,-0.0006
722.5,0.0040,0.0122,0.0125,0.0060,0.0089,0.0043,-0.0006
723.0,0.0040,0.0121,0.0126,0.0060,0.0088,0.0042,-0.0006
723.5,0.0039,0.0121,0.0126,0.0059,0.0089,0.0042,-0.0006
724.0,0.0040,0.0120,0.0127,0.0059,0.0089,0.0042,-0.0006
724.5,0.0041,0.0119,0.0128,0.0058,0.0089,0.0041,-0.0006
725.0,0.0041,0.0118,0.0128,0.0058,0.0089,0.0041,-0.0006
725.5,0.0041,0.0118,0.0129,0.0057,0.0089,0.0041,-0.0006
726.0,0.0042,0.0117,0.0130,0.0057,0.0090,0.0040,-0.0006
726.5,0.0042,0.0116,0.0131,0.0057,0.0090,0.0041,-0.0006
727.0,0.0041,0.0116,0.0131,0.0058,0.0090,0.0041,-0.0006
727.5,0.0041,0.0115,0.0132,0.0058,0.0091,0.0040,-0.0007
728.0,0.0042,0.0115,0.0133,0.0058,0.0091,0.0041,-0.0006
728.5,0.0042,0.0114,0.0134,0.0058,0.0092,0.0040,-0.0006
729.0,0.0043,0.0113,0.0135,0.0058,0.0092,0.0041,-0.0006
729.5,0.0042,0.0111,0.0134,0.0058,0.0092,0.0040,-0.0006
730.0,0.0041,0.0111,0.0135,0.0058,0.0092,0.0040,-0.0006
730.5,0.0042,0.0111,0.0137,0.0058,0.0092,0.0040,-0.0006
731.0,0.0042,0.0111,0.0138,0.0058,0.0092,0.0039,-0.0006
731.5,0.0041,0.0110,0.0138,0.0058,0.0093,0.0039,-0.0006
732.0,0.0041,0.0111,0.0140,0.0059,0.0094,0.0041,-0.0005
732.5,0.0040,0.0111,0.0141,0.0059,0.0095,0.0040,-0.0006
733.0,0.0040,0.0111,0.0142,0.0058,0.0095,0.0040,-0.0006
733.5,0.0040,0.0112,0.0143,0.0057,0.0095,0.0040,-0.0006
734.0,0.0040,0.0111,0.0144,0.0057,0.0095,0.0039,-0.0006
734.5,0.0039,0.0111,0.0145,0.0058,0.0096,0.0039,-0.0006
735.0,0.0032,0.0113,0.0146,0.0050,0.0089,0.0039,-0.0006
735.5,0.0031,0.0114,0.0148,0.0050,0.0088,0.0040,-0.0006
736.0,0.0030,0.0116,0.0149,0.0050,0.0088,0.0040,-0.0005
736.5,0.0029,0.0117,0.0151,0.0049,0.0086,0.0040,-0.0006
737.0,0.0029,0.0118,0.0152,0.0048,0.0085,0.0040,-0.0006
737.5,0.0029,0.0119,0.0154,0.0048,0.0084,0.0040,-0.0006
738.0,0.0029,0.0120,0.0155,0.0048,0.0084,0.0040,-0.0005
738.5,0.0029,0.0121,0.0157,0.0046,0.0082,0.0039,-0.0006
739.0,0.0028,0.0122,0.0158,0.0046,0.0082,0.0039,-0.0006
739.5,0.0029,0.0123,0.0160,0.0045,0.0083,0.0039,-0.0006
740.0,0.0028,0.0123,0.0161,0.0044,0.0082,0.0039,-0.0006
740.5,0.0027,0.0125,0.0164,0.0044,0.0082,0.0039,-0.0006
741.0,0.0027,0.0124,0.0164,0.0042,0.0081,0.0038,-0.0007
741.5,0.0026,0.0125,0.0167,0.0042,0.0082,0.0038,-0.0006
742.0,0.0026,0.0126,0.0168,0.0041,0.0082,0.0038,-0.0006
742.5,0.0026,0.0126,0.0170,0.0041,0.0081,0.0038,-0.0006
743.0,0.0026,0.0127,0.0171,0.0040,0.0082,0.0038,-0.0006
743.5,0.0026,0.0128,0.0174,0.0040,0.0082,0.0039,-0.0006
744.0,0.0026,0.0129,0.0176,0.0040,0.0082,0.0039,-0.0006
744.5,0.0026,0.0130,0.0178,0.0040,0.0082,0.0040,-0.0006
745.0,0.0027,0.0132,0.0179,0.0040,0.0082,0.0040,-0.0006
745.5,0.0028,0.0134,0.0181,0.0039,0.0082,0.0040,-0.0006
746.0,0.0027,0.0136,0.0182,0.0039,0.0082,0.0040,-0.0006
746.5,0.0027,0.0140,0.0183,0.0038,0.0082,0.0040,-0.0006
747.0,0.0027,0.0143,0.0185,0.0038,0.0082,0.0040,-0.0006
747.5,0.0026,0.0148,0.0186,0.0038,0.0083,0.0039,-0.0006
748.0,0.0028,0.0151,0.0188,0.0038,0.0083,0.0040,-0.0006
748.5,0.0028,0.0153,0.0189,0.0037,0.0082,0.0039,-0.0007
749.0,0.0030,0.0155,0.0190,0.0037,0.0082,0.0039,-0.0006
749.5,0.0032,0.0157,0.0192,0.0037,0.0082,0.0039,-0.0006
750.0,0.0033,0.0158,0.0193,0.0037,0.0083,0.0038,-0.0006
750.5,0.0034,0.0159,0.0195,0.0037,0.0083,0.0039,-0.0006
751.0,0.0036,0.0160,0.0195,0.0036,0.0082,0.0039,-0.0006
751.5,0.0036,0.0162,0.0197,0.0037,0.0082,0.0039,-0.0006
752.0,0.0036,0.0163,0.0197,0.0036,0.0082,0.0038,-0.0007
752.5,0.0036,0.0164,0.0198,0.0037,0.0082,0.0038,-0.0007
753.0,0.0037,0.0165,0.0199,0.0037,0.0082,0.0038,-0.0006
753.5,0.0037,0.0165,0.0199,0.0036,0.0082,0.0037,-0.0006
754.0,0.0037,0.0164,0.0200,0.0037,0.0082,0.0037,-0.0007
754.5,0.0036,0.0164,0.0201,0.0037,0.0082,0.0037,-0.0007
755.0,0.0036,0.0164,0.0202,0.0037,0.0083,0.0037,-0.0006
755.5,0.0035,0.0164,0.0203,0.0037,0.0083,0.0037,-0.0006
756.0,0.0033,0.0163,0.0204,0.0037,0.0083,0.0037,-0.0006
756.5,0.0031,0.0162,0.0205,0.0038,0.0083,0.0036,-0.0006
757.0,0.0031,0.0161,0.0206,0.0039,0.0083,0.0037,-0.0006
757.5,0.0029,0.0160,0.0206,0.0039,0.0082,0.0036,-0.0007
758.0,0.0027,0.0161,0.0207,0.0040,0.0082,0.0037,-0.0006
758.5,0.0025,0.0161,0.0207,0.0041,0.0082,0.0037,-0.0006
759.0,0.0024,0.0161,0.0207,0.0042,0.0081,0.0037,-0.0006
759.5,0.0023,0.0161,0.0207,0.0042,0.0080,0.0037,-0.0006
760.0,0.0023,0.0162,0.0208,0.0044,0.0080,0.0038,-0.0006
760.5,0.0023,0.0162,0.0208,0.0044,0.0079,0.0038,-0.0006
761.0,0.0022,0.0162,0.0209,0.0045,0.0079,0.0038,-0.0006
761.5,0.0022,0.0163,0.0209,0.0046,0.0078,0.0039,-0.0006
762.0,0.0022,0.0163,0.0210,0.0047,0.0078,0.0040,-0.0006
762.5,0.0022,0.0163,0.0209,0.0048,0.0078,0.0040,-0.0007
