Wavelength Scan - Scanning

Instrument Name:,,,DU 800 Spectrophotometer
Serial Number:,,,8002850
Software Version:,,,"2.1,  Build 5"
Firmware Version:,,,2.0.102
Method Name:,,,LTER Chl
Organization:,,,
Department:,,,
Operator:,,,
Product Name:,,,
Component Name:,,,
Lot Number:,,,
Comment:,,,
Signature 1:,,,
Signature 2:,,,
Signature 3:,,,
Signature 4:,,,
Signature 5:,,,

#,Filename,Acquired
1,,"March 01, 2022 1:33 PM"

Scan Mode:,,,Abs
Start Wavelength:,,,600.0 nm
End Wavelength:,,,775.0 nm
Wavelength Interval:,,,0.5 nm
Scan Speed:,,,600 nm/min

,Sample Name,,Description
1,OPP-E_210730,,100
2,OPP-W_210730,,68
3,LM-ARB_210802,,100
4,UM-ARB_210802,,100
5,ALC_210802,,100
6,OPP-E_210803,,90
7,OPP-W_210803,,95
8,LM-ARB_210730,,100
9,UM-ARB_210730,,100
10,Sample 10-1,,3000

nm,Abs 1,Abs 2,Abs 3,Abs 4,Abs 5,Abs 6,Abs 7,Abs 8,Abs 9,Abs 10
649.0,0.1210,0.0907,0.0320,0.0395,0.0586,0.1598,0.1447,0.0872,0.0630,0.0017
649.5,0.1248,0.0946,0.0331,0.0408,0.0601,0.1647,0.1501,0.0898,0.0648,0.0016
650.0,0.1281,0.0981,0.0341,0.0419,0.0614,0.1691,0.1549,0.0921,0.0664,0.0016
650.5,0.1321,0.1025,0.0353,0.0434,0.0632,0.1747,0.1611,0.0950,0.0686,0.0016
651.0,0.1355,0.1063,0.0363,0.0446,0.0646,0.1794,0.1663,0.0974,0.0704,0.0016
651.5,0.1389,0.1100,0.0373,0.0458,0.0661,0.1841,0.1713,0.0998,0.0723,0.0016
652.0,0.1434,0.1150,0.0386,0.0476,0.0682,0.1905,0.1783,0.1030,0.0747,0.0017
652.5,0.1475,0.1195,0.0399,0.0491,0.0700,0.1960,0.1844,0.1058,0.0770,0.0017
653.0,0.1515,0.1240,0.0413,0.0506,0.0718,0.2017,0.1905,0.1087,0.0792,0.0017
653.5,0.1562,0.1297,0.0429,0.0525,0.0740,0.2087,0.1979,0.1122,0.0820,0.0017
654.0,0.1600,0.1345,0.0442,0.0542,0.0759,0.2146,0.2041,0.1152,0.0843,0.0017
654.5,0.1645,0.1401,0.0458,0.0561,0.0781,0.2216,0.2113,0.1188,0.0870,0.0017
655.0,0.1685,0.1453,0.0473,0.0580,0.0801,0.2279,0.2180,0.1221,0.0896,0.0017
655.5,0.1726,0.1506,0.0489,0.0599,0.0822,0.2344,0.2247,0.1255,0.0921,0.0016
656.0,0.1775,0.1571,0.0510,0.0621,0.0846,0.2422,0.2328,0.1297,0.0952,0.0017
656.5,0.1814,0.1623,0.0525,0.0639,0.0866,0.2486,0.2392,0.1331,0.0976,0.0017
657.0,0.1859,0.1684,0.0543,0.0661,0.0890,0.2561,0.2466,0.1370,0.1004,0.0016
657.5,0.1896,0.1733,0.0558,0.0679,0.0910,0.2621,0.2526,0.1402,0.1027,0.0017
658.0,0.1933,0.1785,0.0573,0.0697,0.0930,0.2684,0.2588,0.1434,0.1052,0.0016
658.5,0.1976,0.1845,0.0593,0.0720,0.0954,0.2760,0.2661,0.1472,0.1081,0.0017
659.0,0.2010,0.1894,0.0608,0.0737,0.0973,0.2821,0.2718,0.1503,0.1104,0.0017
659.5,0.2046,0.1947,0.0624,0.0757,0.0995,0.2886,0.2780,0.1539,0.1128,0.0017
660.0,0.2075,0.1990,0.0636,0.0773,0.1012,0.2939,0.2830,0.1568,0.1148,0.0017
660.5,0.2100,0.2029,0.0648,0.0787,0.1026,0.2987,0.2873,0.1593,0.1166,0.0017
661.0,0.2128,0.2074,0.0661,0.0804,0.1043,0.3042,0.2924,0.1621,0.1186,0.0017
661.5,0.2150,0.2109,0.0672,0.0817,0.1056,0.3085,0.2962,0.1642,0.1202,0.0017
662.0,0.2171,0.2144,0.0683,0.0830,0.1070,0.3130,0.3000,0.1661,0.1219,0.0017
662.5,0.2182,0.2166,0.0691,0.0838,0.1077,0.3158,0.3023,0.1674,0.1229,0.0017
663.0,0.2190,0.2184,0.0697,0.0846,0.1084,0.3182,0.3041,0.1685,0.1238,0.0017
663.5,0.2194,0.2199,0.0702,0.0852,0.1089,0.3202,0.3054,0.1696,0.1245,0.0016
664.0,0.2193,0.2207,0.0706,0.0856,0.1091,0.3213,0.3060,0.1703,0.1249,0.0017
664.5,0.2185,0.2210,0.0708,0.0858,0.1092,0.3216,0.3056,0.1705,0.1250,0.0017
665.0,0.2174,0.2207,0.0708,0.0857,0.1089,0.3210,0.3045,0.1703,0.1248,0.0017
665.5,0.2159,0.2199,0.0707,0.0855,0.1086,0.3197,0.3030,0.1700,0.1244,0.0017
666.0,0.2137,0.2183,0.0703,0.0849,0.1078,0.3173,0.3002,0.1688,0.1235,0.0017
666.5,0.2113,0.2164,0.0697,0.0842,0.1070,0.3146,0.2972,0.1678,0.1225,0.0017
667.0,0.2079,0.2135,0.0689,0.0833,0.1058,0.3105,0.2927,0.1662,0.1210,0.0017
667.5,0.2044,0.2102,0.0680,0.0821,0.1043,0.3060,0.2879,0.1642,0.1192,0.0017
668.0,0.2006,0.2064,0.0669,0.0808,0.1027,0.3007,0.2823,0.1621,0.1173,0.0017
668.5,0.1958,0.2014,0.0655,0.0791,0.1006,0.2940,0.2755,0.1592,0.1148,0.0017
669.0,0.1913,0.1968,0.0642,0.0775,0.0987,0.2877,0.2691,0.1563,0.1125,0.0017
669.5,0.1855,0.1907,0.0624,0.0754,0.0961,0.2794,0.2608,0.1526,0.1094,0.0017
670.0,0.1803,0.1853,0.0608,0.0735,0.0938,0.2721,0.2536,0.1492,0.1066,0.0016
670.5,0.1748,0.1794,0.0590,0.0715,0.0913,0.2641,0.2456,0.1453,0.1036,0.0017
671.0,0.1679,0.1720,0.0569,0.0688,0.0882,0.2542,0.2357,0.1406,0.0998,0.0017
671.5,0.1626,0.1663,0.0552,0.0668,0.0858,0.2465,0.2282,0.1368,0.0969,0.0017
672.0,0.1563,0.1592,0.0531,0.0643,0.0827,0.2369,0.2188,0.1321,0.0933,0.0017
672.5,0.1507,0.1530,0.0513,0.0620,0.0799,0.2285,0.2108,0.1279,0.0901,0.0017
673.0,0.1441,0.1457,0.0490,0.0594,0.0767,0.2185,0.2011,0.1230,0.0864,0.0017
673.5,0.1383,0.1393,0.0471,0.0570,0.0738,0.2098,0.1927,0.1186,0.0830,0.0017
674.0,0.1324,0.1330,0.0452,0.0546,0.0709,0.2008,0.1841,0.1142,0.0796,0.0016
674.5,0.1260,0.1261,0.0431,0.0520,0.0678,0.1911,0.1749,0.1095,0.0759,0.0017
675.0,0.1208,0.1205,0.0413,0.0498,0.0652,0.1831,0.1673,0.1057,0.0729,0.0017
675.5,0.1142,0.1135,0.0391,0.0472,0.0619,0.1731,0.1579,0.1009,0.0691,0.0016
676.0,0.1090,0.1080,0.0373,0.0450,0.0593,0.1650,0.1503,0.0971,0.0661,0.0017
676.5,0.1038,0.1024,0.0356,0.0429,0.0567,0.1568,0.1426,0.0934,0.0630,0.0017
677.0,0.0976,0.0958,0.0335,0.0403,0.0537,0.1473,0.1338,0.0890,0.0595,0.0016
677.5,0.0931,0.0909,0.0320,0.0384,0.0515,0.1404,0.1273,0.0857,0.0569,0.0017
678.0,0.0880,0.0855,0.0303,0.0363,0.0489,0.1324,0.1200,0.0820,0.0539,0.0017
678.5,0.0835,0.0808,0.0288,0.0344,0.0466,0.1255,0.1136,0.0785,0.0513,0.0017
679.0,0.0784,0.0755,0.0271,0.0323,0.0441,0.1175,0.1063,0.0746,0.0484,0.0017
679.5,0.0743,0.0711,0.0257,0.0306,0.0420,0.1111,0.1005,0.0713,0.0461,0.0017
680.0,0.0702,0.0668,0.0243,0.0289,0.0400,0.1047,0.0946,0.0679,0.0437,0.0017
680.5,0.0658,0.0622,0.0229,0.0271,0.0379,0.0981,0.0884,0.0644,0.0412,0.0017
681.0,0.0626,0.0588,0.0218,0.0257,0.0363,0.0930,0.0838,0.0619,0.0394,0.0017
681.5,0.0585,0.0543,0.0204,0.0239,0.0342,0.0866,0.0779,0.0586,0.0370,0.0017
682.0,0.0554,0.0510,0.0193,0.0226,0.0327,0.0818,0.0733,0.0563,0.0352,0.0017
682.5,0.0526,0.0480,0.0183,0.0214,0.0312,0.0772,0.0691,0.0542,0.0335,0.0017
683.0,0.0497,0.0444,0.0171,0.0201,0.0296,0.0720,0.0642,0.0517,0.0315,0.0017
683.5,0.0475,0.0420,0.0163,0.0191,0.0284,0.0682,0.0606,0.0502,0.0301,0.0017
684.0,0.0451,0.0394,0.0155,0.0181,0.0271,0.0643,0.0568,0.0486,0.0286,0.0017
684.5,0.0431,0.0372,0.0148,0.0172,0.0259,0.0610,0.0536,0.0470,0.0273,0.0017
685.0,0.0409,0.0350,0.0141,0.0163,0.0248,0.0573,0.0501,0.0453,0.0259,0.0017
685.5,0.0390,0.0332,0.0135,0.0156,0.0238,0.0545,0.0476,0.0439,0.0249,0.0017
686.0,0.0372,0.0315,0.0129,0.0149,0.0229,0.0519,0.0452,0.0425,0.0239,0.0017
686.5,0.0355,0.0299,0.0124,0.0141,0.0220,0.0491,0.0428,0.0412,0.0228,0.0017
687.0,0.0341,0.0287,0.0120,0.0136,0.0213,0.0470,0.0410,0.0402,0.0220,0.0017
687.5,0.0325,0.0273,0.0115,0.0130,0.0204,0.0445,0.0388,0.0389,0.0210,0.0017
688.0,0.0312,0.0262,0.0111,0.0125,0.0198,0.0427,0.0372,0.0379,0.0203,0.0017
688.5,0.0297,0.0249,0.0107,0.0119,0.0191,0.0406,0.0353,0.0369,0.0195,0.0017
689.0,0.0284,0.0240,0.0104,0.0114,0.0186,0.0390,0.0341,0.0361,0.0189,0.0017
689.5,0.0275,0.0230,0.0101,0.0111,0.0182,0.0376,0.0329,0.0355,0.0183,0.0017
690.0,0.0264,0.0218,0.0098,0.0108,0.0177,0.0361,0.0316,0.0348,0.0178,0.0017
690.5,0.0256,0.0210,0.0095,0.0106,0.0173,0.0349,0.0305,0.0341,0.0173,0.0017
691.0,0.0247,0.0199,0.0093,0.0103,0.0169,0.0336,0.0293,0.0334,0.0167,0.0017
691.5,0.0240,0.0190,0.0090,0.0101,0.0166,0.0326,0.0284,0.0328,0.0163,0.0017
692.0,0.0233,0.0183,0.0088,0.0098,0.0162,0.0316,0.0275,0.0322,0.0159,0.0017
692.5,0.0229,0.0176,0.0085,0.0096,0.0159,0.0308,0.0266,0.0318,0.0155,0.0017
693.0,0.0224,0.0170,0.0083,0.0094,0.0156,0.0300,0.0258,0.0314,0.0151,0.0017
693.5,0.0219,0.0166,0.0081,0.0092,0.0153,0.0292,0.0251,0.0309,0.0148,0.0017
694.0,0.0216,0.0161,0.0079,0.0090,0.0151,0.0286,0.0245,0.0305,0.0146,0.0017
694.5,0.0211,0.0157,0.0078,0.0088,0.0148,0.0278,0.0238,0.0300,0.0143,0.0017
695.0,0.0208,0.0154,0.0076,0.0087,0.0146,0.0273,0.0234,0.0296,0.0141,0.0017
695.5,0.0205,0.0150,0.0075,0.0086,0.0143,0.0267,0.0228,0.0293,0.0139,0.0017
696.0,0.0202,0.0146,0.0073,0.0084,0.0141,0.0262,0.0224,0.0289,0.0137,0.0017
696.5,0.0199,0.0143,0.0071,0.0083,0.0140,0.0256,0.0219,0.0286,0.0135,0.0017
697.0,0.0196,0.0141,0.0070,0.0082,0.0138,0.0251,0.0214,0.0284,0.0133,0.0017
697.5,0.0194,0.0139,0.0068,0.0081,0.0137,0.0247,0.0211,0.0282,0.0132,0.0017
698.0,0.0190,0.0138,0.0067,0.0080,0.0135,0.0242,0.0206,0.0280,0.0131,0.0017
698.5,0.0187,0.0136,0.0066,0.0079,0.0133,0.0237,0.0202,0.0279,0.0130,0.0017
699.0,0.0183,0.0133,0.0066,0.0078,0.0132,0.0233,0.0197,0.0279,0.0129,0.0017
699.5,0.0178,0.0131,0.0065,0.0077,0.0129,0.0228,0.0192,0.0279,0.0128,0.0017
700.0,0.0174,0.0129,0.0065,0.0077,0.0128,0.0223,0.0187,0.0277,0.0127,0.0017
700.5,0.0170,0.0128,0.0064,0.0076,0.0126,0.0219,0.0183,0.0276,0.0126,0.0017
701.0,0.0166,0.0126,0.0062,0.0075,0.0124,0.0215,0.0179,0.0274,0.0125,0.0016
701.5,0.0164,0.0124,0.0062,0.0075,0.0123,0.0214,0.0177,0.0274,0.0124,0.0017
702.0,0.0162,0.0121,0.0061,0.0075,0.0122,0.0211,0.0174,0.0271,0.0123,0.0017
702.5,0.0160,0.0118,0.0061,0.0074,0.0121,0.0209,0.0171,0.0267,0.0122,0.0017
703.0,0.0158,0.0114,0.0060,0.0074,0.0120,0.0207,0.0170,0.0265,0.0122,0.0017
703.5,0.0155,0.0112,0.0059,0.0073,0.0119,0.0203,0.0167,0.0263,0.0120,0.0017
704.0,0.0153,0.0110,0.0059,0.0073,0.0118,0.0200,0.0165,0.0260,0.0118,0.0017
704.5,0.0151,0.0107,0.0058,0.0071,0.0117,0.0197,0.0163,0.0258,0.0116,0.0017
705.0,0.0149,0.0105,0.0058,0.0070,0.0116,0.0194,0.0161,0.0256,0.0115,0.0017
705.5,0.0147,0.0102,0.0057,0.0069,0.0115,0.0189,0.0157,0.0254,0.0112,0.0017
706.0,0.0145,0.0101,0.0057,0.0068,0.0115,0.0185,0.0156,0.0254,0.0111,0.0017
706.5,0.0144,0.0100,0.0057,0.0067,0.0114,0.0180,0.0152,0.0255,0.0110,0.0017
707.0,0.0143,0.0099,0.0057,0.0067,0.0113,0.0177,0.0151,0.0255,0.0110,0.0017
707.5,0.0142,0.0098,0.0056,0.0067,0.0113,0.0175,0.0149,0.0254,0.0110,0.0017
708.0,0.0141,0.0098,0.0056,0.0066,0.0113,0.0172,0.0146,0.0254,0.0109,0.0017
708.5,0.0139,0.0098,0.0056,0.0066,0.0112,0.0170,0.0143,0.0254,0.0109,0.0017
709.0,0.0137,0.0098,0.0055,0.0066,0.0112,0.0168,0.0141,0.0254,0.0108,0.0017
709.5,0.0136,0.0096,0.0055,0.0065,0.0111,0.0165,0.0138,0.0253,0.0108,0.0017
710.0,0.0133,0.0095,0.0054,0.0065,0.0111,0.0162,0.0136,0.0251,0.0107,0.0017
710.5,0.0132,0.0095,0.0053,0.0065,0.0112,0.0161,0.0135,0.0251,0.0107,0.0017
711.0,0.0131,0.0093,0.0052,0.0063,0.0110,0.0158,0.0133,0.0249,0.0106,0.0017
711.5,0.0131,0.0092,0.0052,0.0063,0.0111,0.0156,0.0132,0.0249,0.0106,0.0017
712.0,0.0131,0.0090,0.0052,0.0063,0.0111,0.0155,0.0131,0.0250,0.0106,0.0018
712.5,0.0130,0.0090,0.0052,0.0062,0.0110,0.0153,0.0130,0.0251,0.0105,0.0017
713.0,0.0129,0.0089,0.0051,0.0061,0.0110,0.0151,0.0129,0.0253,0.0104,0.0017
713.5,0.0128,0.0088,0.0052,0.0061,0.0109,0.0150,0.0128,0.0256,0.0105,0.0018
714.0,0.0128,0.0087,0.0051,0.0061,0.0109,0.0148,0.0127,0.0258,0.0105,0.0017
714.5,0.0126,0.0087,0.0051,0.0060,0.0109,0.0146,0.0126,0.0260,0.0104,0.0017
715.0,0.0125,0.0089,0.0051,0.0060,0.0109,0.0144,0.0126,0.0261,0.0104,0.0017
715.5,0.0125,0.0091,0.0051,0.0059,0.0109,0.0142,0.0125,0.0262,0.0104,0.0017
716.0,0.0123,0.0092,0.0051,0.0059,0.0109,0.0140,0.0124,0.0262,0.0103,0.0017
716.5,0.0123,0.0092,0.0050,0.0058,0.0109,0.0138,0.0122,0.0262,0.0103,0.0017
717.0,0.0122,0.0093,0.0050,0.0058,0.0109,0.0137,0.0121,0.0261,0.0103,0.0018
717.5,0.0121,0.0093,0.0049,0.0057,0.0109,0.0134,0.0120,0.0259,0.0102,0.0017
718.0,0.0121,0.0092,0.0049,0.0057,0.0109,0.0133,0.0120,0.0259,0.0102,0.0017
718.5,0.0120,0.0093,0.0049,0.0057,0.0108,0.0131,0.0120,0.0259,0.0101,0.0017
719.0,0.0120,0.0093,0.0049,0.0056,0.0108,0.0130,0.0120,0.0257,0.0101,0.0017
