Wavelength Scan - Scanning

Instrument Name:,,,DU 800 Spectrophotometer
Serial Number:,,,8002850
Software Version:,,,"2.1,  Build 5"
Firmware Version:,,,2.0.102
Method Name:,,,LTER Chl
Organization:,,,
Department:,,,
Operator:,,,
Product Name:,,,
Component Name:,,,
Lot Number:,,,
Comment:,,,
Signature 1:,,,
Signature 2:,,,
Signature 3:,,,
Signature 4:,,,
Signature 5:,,,

#,Filename,Acquired
1,,"March 01, 2022 1:53 PM"

Scan Mode:,,,Abs
Start Wavelength:,,,600.0 nm
End Wavelength:,,,775.0 nm
Wavelength Interval:,,,0.5 nm
Scan Speed:,,,600 nm/min

,Sample Name,,Description
1,DOBA7_210803,,100
2,O-S_210803,,200
3,O-N_210803,,100
4,ELV_210803,,100
5,KP_210803,,100
6,DCSW3_210804,,300
7,DOBA4_210804,,100
8,DOBA5_210804,,49
9,DCSW2_210804,,200
10,BLA,,3000

nm,Abs 1,Abs 2,Abs 3,Abs 4,Abs 5,Abs 6,Abs 7,Abs 8,Abs 9,Abs 10
637.5,0.0401,0.0460,0.0257,0.0185,0.0241,0.0299,0.0334,0.0457,0.0514,0.0001
638.0,0.0404,0.0460,0.0257,0.0185,0.0242,0.0300,0.0336,0.0459,0.0517,0.0001
638.5,0.0407,0.0461,0.0257,0.0187,0.0243,0.0300,0.0339,0.0463,0.0522,0.0001
639.0,0.0410,0.0461,0.0257,0.0189,0.0243,0.0300,0.0342,0.0467,0.0527,0.0001
639.5,0.0413,0.0461,0.0257,0.0191,0.0245,0.0300,0.0345,0.0471,0.0531,0.0001
640.0,0.0417,0.0461,0.0257,0.0192,0.0246,0.0299,0.0348,0.0476,0.0536,0.0000
640.5,0.0420,0.0462,0.0257,0.0195,0.0248,0.0299,0.0352,0.0483,0.0542,0.0001
641.0,0.0424,0.0463,0.0258,0.0196,0.0250,0.0298,0.0356,0.0488,0.0546,0.0001
641.5,0.0427,0.0463,0.0258,0.0198,0.0252,0.0299,0.0361,0.0495,0.0553,0.0001
642.0,0.0431,0.0464,0.0259,0.0200,0.0254,0.0299,0.0365,0.0502,0.0559,0.0001
642.5,0.0435,0.0465,0.0260,0.0202,0.0257,0.0300,0.0370,0.0509,0.0565,0.0001
643.0,0.0441,0.0467,0.0261,0.0204,0.0260,0.0301,0.0376,0.0519,0.0574,0.0001
643.5,0.0446,0.0470,0.0262,0.0207,0.0263,0.0303,0.0381,0.0528,0.0582,0.0001
644.0,0.0453,0.0473,0.0265,0.0209,0.0267,0.0306,0.0388,0.0540,0.0591,0.0001
644.5,0.0461,0.0477,0.0267,0.0212,0.0269,0.0309,0.0394,0.0551,0.0599,0.0001
645.0,0.0468,0.0481,0.0269,0.0215,0.0272,0.0312,0.0400,0.0563,0.0608,0.0001
645.5,0.0478,0.0486,0.0273,0.0218,0.0275,0.0315,0.0408,0.0577,0.0618,0.0001
646.0,0.0488,0.0492,0.0275,0.0221,0.0278,0.0318,0.0415,0.0591,0.0628,0.0001
646.5,0.0498,0.0499,0.0279,0.0224,0.0282,0.0321,0.0422,0.0605,0.0638,0.0001
647.0,0.0512,0.0508,0.0283,0.0228,0.0287,0.0325,0.0432,0.0625,0.0653,0.0001
647.5,0.0524,0.0516,0.0287,0.0232,0.0291,0.0329,0.0440,0.0642,0.0665,0.0001
648.0,0.0538,0.0526,0.0291,0.0236,0.0296,0.0334,0.0450,0.0663,0.0681,0.0001
648.5,0.0549,0.0536,0.0295,0.0240,0.0301,0.0338,0.0458,0.0682,0.0694,0.0001
649.0,0.0564,0.0547,0.0300,0.0245,0.0306,0.0343,0.0469,0.0704,0.0710,0.0001
649.5,0.0581,0.0560,0.0306,0.0250,0.0312,0.0350,0.0479,0.0731,0.0729,0.0001
650.0,0.0597,0.0572,0.0311,0.0255,0.0318,0.0357,0.0490,0.0755,0.0746,0.0001
650.5,0.0617,0.0588,0.0318,0.0262,0.0326,0.0367,0.0502,0.0786,0.0768,0.0001
651.0,0.0634,0.0601,0.0325,0.0267,0.0332,0.0375,0.0513,0.0813,0.0786,0.0001
651.5,0.0650,0.0615,0.0331,0.0274,0.0339,0.0383,0.0523,0.0840,0.0804,0.0001
652.0,0.0673,0.0633,0.0340,0.0282,0.0347,0.0395,0.0538,0.0877,0.0829,0.0001
652.5,0.0691,0.0650,0.0348,0.0289,0.0354,0.0404,0.0549,0.0909,0.0851,0.0001
653.0,0.0710,0.0668,0.0356,0.0296,0.0362,0.0414,0.0562,0.0943,0.0873,0.0001
653.5,0.0733,0.0690,0.0366,0.0304,0.0370,0.0427,0.0577,0.0984,0.0901,0.0001
654.0,0.0751,0.0708,0.0375,0.0310,0.0378,0.0438,0.0588,0.1019,0.0924,0.0001
654.5,0.0775,0.0729,0.0385,0.0318,0.0386,0.0451,0.0603,0.1060,0.0951,0.0001
655.0,0.0796,0.0749,0.0394,0.0326,0.0394,0.0463,0.0616,0.1098,0.0976,0.0001
655.5,0.0819,0.0770,0.0404,0.0333,0.0401,0.0475,0.0630,0.1136,0.1002,0.0001
656.0,0.0847,0.0795,0.0416,0.0343,0.0410,0.0489,0.0648,0.1184,0.1033,0.0001
656.5,0.0870,0.0815,0.0425,0.0350,0.0417,0.0499,0.0660,0.1222,0.1057,0.0001
657.0,0.0896,0.0839,0.0436,0.0359,0.0424,0.0512,0.0675,0.1267,0.1086,0.0001
657.5,0.0917,0.0858,0.0445,0.0366,0.0431,0.0522,0.0688,0.1304,0.1109,0.0001
658.0,0.0940,0.0879,0.0455,0.0373,0.0437,0.0531,0.0701,0.1342,0.1134,0.0001
658.5,0.0966,0.0904,0.0466,0.0381,0.0445,0.0544,0.0715,0.1389,0.1162,0.0001
659.0,0.0986,0.0923,0.0474,0.0387,0.0450,0.0554,0.0727,0.1426,0.1186,0.0001
659.5,0.1007,0.0944,0.0484,0.0394,0.0457,0.0564,0.0740,0.1466,0.1212,0.0001
660.0,0.1024,0.0962,0.0491,0.0400,0.0462,0.0574,0.0750,0.1499,0.1233,0.0001
660.5,0.1040,0.0976,0.0498,0.0405,0.0466,0.0581,0.0759,0.1529,0.1252,0.0001
661.0,0.1057,0.0993,0.0504,0.0411,0.0470,0.0588,0.0768,0.1563,0.1273,0.0001
661.5,0.1070,0.1007,0.0510,0.0415,0.0474,0.0593,0.0775,0.1590,0.1290,0.0001
662.0,0.1082,0.1020,0.0516,0.0420,0.0478,0.0598,0.0782,0.1617,0.1308,0.0001
662.5,0.1089,0.1028,0.0520,0.0423,0.0479,0.0600,0.0786,0.1636,0.1319,0.0001
663.0,0.1096,0.1036,0.0522,0.0426,0.0481,0.0600,0.0789,0.1651,0.1329,0.0001
663.5,0.1102,0.1042,0.0524,0.0428,0.0481,0.0601,0.0790,0.1665,0.1336,0.0001
664.0,0.1106,0.1046,0.0526,0.0431,0.0482,0.0603,0.0790,0.1673,0.1340,0.0002
664.5,0.1107,0.1047,0.0525,0.0430,0.0481,0.0604,0.0788,0.1678,0.1341,0.0001
665.0,0.1106,0.1045,0.0523,0.0428,0.0479,0.0603,0.0785,0.1677,0.1338,0.0001
665.5,0.1103,0.1042,0.0522,0.0427,0.0477,0.0601,0.0781,0.1673,0.1334,0.0002
666.0,0.1096,0.1035,0.0517,0.0423,0.0473,0.0596,0.0774,0.1663,0.1325,0.0001
666.5,0.1087,0.1028,0.0513,0.0420,0.0470,0.0592,0.0766,0.1650,0.1314,0.0001
667.0,0.1075,0.1016,0.0507,0.0416,0.0464,0.0587,0.0756,0.1630,0.1299,0.0002
667.5,0.1060,0.1003,0.0500,0.0410,0.0458,0.0579,0.0745,0.1607,0.1281,0.0001
668.0,0.1043,0.0988,0.0491,0.0404,0.0453,0.0571,0.0733,0.1581,0.1261,0.0002
668.5,0.1021,0.0969,0.0481,0.0396,0.0446,0.0560,0.0717,0.1547,0.1236,0.0002
669.0,0.1001,0.0950,0.0473,0.0388,0.0439,0.0551,0.0704,0.1515,0.1212,0.0001
669.5,0.0974,0.0926,0.0461,0.0379,0.0430,0.0538,0.0685,0.1471,0.1182,0.0002
670.0,0.0950,0.0905,0.0450,0.0370,0.0422,0.0527,0.0669,0.1432,0.1154,0.0001
670.5,0.0924,0.0881,0.0438,0.0361,0.0413,0.0516,0.0651,0.1390,0.1123,0.0001
671.0,0.0891,0.0852,0.0424,0.0350,0.0403,0.0501,0.0629,0.1336,0.1086,0.0002
671.5,0.0866,0.0828,0.0412,0.0342,0.0395,0.0490,0.0612,0.1295,0.1056,0.0002
672.0,0.0834,0.0800,0.0398,0.0331,0.0385,0.0477,0.0592,0.1243,0.1020,0.0002
672.5,0.0807,0.0775,0.0386,0.0322,0.0376,0.0464,0.0574,0.1197,0.0988,0.0001
673.0,0.0775,0.0745,0.0371,0.0311,0.0366,0.0450,0.0554,0.1143,0.0950,0.0002
673.5,0.0747,0.0720,0.0358,0.0301,0.0356,0.0437,0.0535,0.1096,0.0917,0.0001
674.0,0.0717,0.0693,0.0344,0.0290,0.0346,0.0423,0.0517,0.1046,0.0881,0.0001
674.5,0.0686,0.0665,0.0330,0.0280,0.0335,0.0409,0.0497,0.0994,0.0843,0.0001
675.0,0.0659,0.0641,0.0319,0.0272,0.0326,0.0398,0.0481,0.0951,0.0813,0.0001
675.5,0.0627,0.0612,0.0304,0.0261,0.0316,0.0382,0.0461,0.0897,0.0775,0.0001
676.0,0.0601,0.0588,0.0293,0.0252,0.0307,0.0369,0.0444,0.0854,0.0745,0.0001
676.5,0.0575,0.0563,0.0281,0.0243,0.0299,0.0357,0.0428,0.0811,0.0714,0.0001
677.0,0.0544,0.0535,0.0268,0.0233,0.0289,0.0342,0.0408,0.0761,0.0679,0.0001
677.5,0.0521,0.0515,0.0258,0.0225,0.0282,0.0332,0.0395,0.0725,0.0652,0.0002
678.0,0.0495,0.0491,0.0247,0.0217,0.0274,0.0319,0.0378,0.0684,0.0623,0.0002
678.5,0.0473,0.0470,0.0238,0.0209,0.0266,0.0307,0.0364,0.0648,0.0596,0.0002
679.0,0.0448,0.0446,0.0227,0.0200,0.0258,0.0293,0.0347,0.0608,0.0566,0.0001
679.5,0.0427,0.0427,0.0218,0.0193,0.0251,0.0281,0.0334,0.0576,0.0542,0.0001
680.0,0.0407,0.0408,0.0209,0.0186,0.0245,0.0271,0.0321,0.0546,0.0518,0.0002
680.5,0.0385,0.0387,0.0199,0.0178,0.0237,0.0258,0.0306,0.0513,0.0493,0.0001
681.0,0.0369,0.0372,0.0192,0.0173,0.0232,0.0249,0.0295,0.0490,0.0473,0.0001
681.5,0.0349,0.0355,0.0183,0.0166,0.0225,0.0237,0.0281,0.0458,0.0448,0.0001
682.0,0.0333,0.0342,0.0176,0.0160,0.0219,0.0228,0.0270,0.0435,0.0429,0.0001
682.5,0.0319,0.0330,0.0170,0.0156,0.0214,0.0220,0.0261,0.0414,0.0411,0.0002
683.0,0.0304,0.0318,0.0163,0.0151,0.0209,0.0211,0.0250,0.0388,0.0391,0.0002
683.5,0.0292,0.0309,0.0157,0.0147,0.0205,0.0206,0.0242,0.0368,0.0376,0.0001
684.0,0.0280,0.0301,0.0152,0.0142,0.0201,0.0201,0.0234,0.0348,0.0361,0.0001
684.5,0.0270,0.0293,0.0147,0.0138,0.0197,0.0196,0.0228,0.0331,0.0347,0.0001
685.0,0.0259,0.0284,0.0142,0.0134,0.0194,0.0192,0.0222,0.0310,0.0333,0.0001
685.5,0.0251,0.0277,0.0138,0.0131,0.0191,0.0187,0.0217,0.0294,0.0321,0.0001
686.0,0.0243,0.0270,0.0134,0.0128,0.0189,0.0183,0.0212,0.0279,0.0310,0.0001
686.5,0.0235,0.0263,0.0131,0.0125,0.0186,0.0180,0.0207,0.0264,0.0299,0.0001
687.0,0.0229,0.0258,0.0128,0.0122,0.0185,0.0177,0.0203,0.0253,0.0292,0.0001
687.5,0.0223,0.0251,0.0125,0.0119,0.0183,0.0174,0.0199,0.0239,0.0283,0.0002
688.0,0.0218,0.0247,0.0123,0.0116,0.0180,0.0173,0.0195,0.0228,0.0276,0.0002
688.5,0.0212,0.0242,0.0120,0.0115,0.0176,0.0174,0.0190,0.0216,0.0268,0.0001
689.0,0.0208,0.0239,0.0119,0.0112,0.0174,0.0174,0.0187,0.0208,0.0264,0.0001
689.5,0.0204,0.0236,0.0116,0.0111,0.0171,0.0174,0.0184,0.0200,0.0259,0.0002
690.0,0.0200,0.0233,0.0115,0.0110,0.0168,0.0173,0.0182,0.0191,0.0254,0.0002
690.5,0.0197,0.0231,0.0114,0.0109,0.0166,0.0173,0.0179,0.0184,0.0250,0.0002
691.0,0.0192,0.0227,0.0112,0.0107,0.0164,0.0173,0.0176,0.0177,0.0245,0.0002
691.5,0.0188,0.0225,0.0111,0.0106,0.0163,0.0173,0.0173,0.0171,0.0241,0.0002
692.0,0.0185,0.0222,0.0111,0.0104,0.0161,0.0174,0.0171,0.0165,0.0237,0.0002
692.5,0.0182,0.0219,0.0110,0.0103,0.0158,0.0173,0.0168,0.0160,0.0233,0.0001
693.0,0.0179,0.0214,0.0109,0.0103,0.0157,0.0173,0.0166,0.0154,0.0229,0.0002
693.5,0.0176,0.0211,0.0108,0.0102,0.0155,0.0172,0.0164,0.0150,0.0225,0.0001
694.0,0.0174,0.0206,0.0108,0.0100,0.0155,0.0173,0.0162,0.0146,0.0222,0.0001
694.5,0.0171,0.0201,0.0107,0.0100,0.0154,0.0171,0.0161,0.0142,0.0219,0.0001
695.0,0.0169,0.0197,0.0106,0.0099,0.0154,0.0170,0.0159,0.0139,0.0217,0.0001
695.5,0.0167,0.0193,0.0106,0.0098,0.0154,0.0172,0.0157,0.0136,0.0214,0.0001
696.0,0.0164,0.0190,0.0105,0.0097,0.0154,0.0171,0.0156,0.0133,0.0212,0.0001
696.5,0.0161,0.0188,0.0104,0.0096,0.0154,0.0169,0.0155,0.0130,0.0210,0.0001
697.0,0.0159,0.0185,0.0103,0.0095,0.0154,0.0168,0.0153,0.0127,0.0208,0.0001
697.5,0.0157,0.0183,0.0102,0.0095,0.0154,0.0170,0.0152,0.0125,0.0207,0.0001
698.0,0.0154,0.0181,0.0101,0.0093,0.0153,0.0170,0.0150,0.0122,0.0204,0.0001
698.5,0.0152,0.0179,0.0100,0.0093,0.0153,0.0169,0.0149,0.0120,0.0202,0.0001
699.0,0.0150,0.0176,0.0099,0.0092,0.0153,0.0171,0.0148,0.0119,0.0200,0.0001
699.5,0.0149,0.0174,0.0098,0.0092,0.0153,0.0171,0.0146,0.0117,0.0198,0.0001
700.0,0.0148,0.0171,0.0097,0.0092,0.0153,0.0169,0.0145,0.0116,0.0196,0.0002
700.5,0.0146,0.0170,0.0096,0.0091,0.0153,0.0169,0.0144,0.0114,0.0195,0.0002
701.0,0.0144,0.0167,0.0094,0.0091,0.0153,0.0167,0.0143,0.0112,0.0192,0.0001
701.5,0.0143,0.0166,0.0093,0.0091,0.0153,0.0166,0.0143,0.0111,0.0191,0.0002
702.0,0.0142,0.0164,0.0092,0.0091,0.0153,0.0163,0.0142,0.0110,0.0189,0.0002
702.5,0.0140,0.0162,0.0091,0.0091,0.0152,0.0161,0.0140,0.0109,0.0187,0.0002
703.0,0.0139,0.0160,0.0090,0.0092,0.0152,0.0158,0.0139,0.0108,0.0186,0.0002
703.5,0.0138,0.0157,0.0088,0.0092,0.0151,0.0156,0.0138,0.0106,0.0184,0.0002
704.0,0.0137,0.0155,0.0087,0.0093,0.0151,0.0155,0.0137,0.0104,0.0183,0.0002
704.5,0.0136,0.0153,0.0086,0.0094,0.0152,0.0154,0.0136,0.0102,0.0181,0.0001
705.0,0.0135,0.0151,0.0085,0.0095,0.0152,0.0153,0.0135,0.0100,0.0179,0.0001
705.5,0.0134,0.0148,0.0084,0.0095,0.0152,0.0154,0.0134,0.0098,0.0176,0.0001
706.0,0.0133,0.0147,0.0083,0.0095,0.0151,0.0155,0.0134,0.0096,0.0173,0.0001
706.5,0.0131,0.0144,0.0081,0.0095,0.0150,0.0156,0.0133,0.0094,0.0171,0.0001
707.0,0.0131,0.0142,0.0081,0.0094,0.0148,0.0156,0.0132,0.0093,0.0170,0.0001
707.5,0.0130,0.0140,0.0080,0.0093,0.0147,0.0157,0.0132,0.0091,0.0169,0.0002
708.0,0.0131,0.0137,0.0078,0.0092,0.0145,0.0159,0.0131,0.0090,0.0168,0.0002
708.5,0.0131,0.0135,0.0077,0.0092,0.0143,0.0163,0.0131,0.0089,0.0167,0.0002
709.0,0.0131,0.0134,0.0076,0.0092,0.0142,0.0173,0.0130,0.0087,0.0167,0.0002
709.5,0.0132,0.0131,0.0075,0.0092,0.0140,0.0180,0.0129,0.0086,0.0166,0.0002
710.0,0.0132,0.0129,0.0073,0.0093,0.0139,0.0180,0.0129,0.0084,0.0165,0.0001
710.5,0.0132,0.0127,0.0073,0.0093,0.0139,0.0179,0.0128,0.0083,0.0165,0.0002
711.0,0.0130,0.0125,0.0071,0.0093,0.0138,0.0185,0.0128,0.0082,0.0164,0.0001
711.5,0.0130,0.0123,0.0069,0.0093,0.0137,0.0189,0.0127,0.0081,0.0164,0.0002
712.0,0.0130,0.0120,0.0069,0.0093,0.0137,0.0187,0.0126,0.0081,0.0163,0.0002
712.5,0.0129,0.0118,0.0067,0.0092,0.0137,0.0179,0.0126,0.0080,0.0163,0.0001
713.0,0.0128,0.0116,0.0066,0.0091,0.0137,0.0179,0.0125,0.0079,0.0163,0.0001
713.5,0.0128,0.0113,0.0065,0.0091,0.0138,0.0184,0.0124,0.0079,0.0162,0.0002
714.0,0.0127,0.0112,0.0064,0.0090,0.0139,0.0184,0.0124,0.0079,0.0162,0.0002
714.5,0.0126,0.0110,0.0063,0.0090,0.0139,0.0178,0.0122,0.0079,0.0160,0.0002
715.0,0.0126,0.0109,0.0062,0.0091,0.0140,0.0176,0.0122,0.0079,0.0161,0.0002
715.5,0.0124,0.0108,0.0062,0.0092,0.0141,0.0178,0.0121,0.0079,0.0160,0.0002
716.0,0.0123,0.0107,0.0061,0.0092,0.0141,0.0176,0.0120,0.0078,0.0160,0.0002
716.5,0.0121,0.0105,0.0060,0.0094,0.0141,0.0171,0.0120,0.0077,0.0159,0.0001
717.0,0.0120,0.0105,0.0060,0.0094,0.0143,0.0167,0.0120,0.0077,0.0159,0.0001
717.5,0.0119,0.0104,0.0059,0.0094,0.0143,0.0167,0.0120,0.0076,0.0158,0.0002
718.0,0.0117,0.0103,0.0059,0.0093,0.0145,0.0169,0.0120,0.0077,0.0158,0.0001
718.5,0.0116,0.0102,0.0058,0.0093,0.0145,0.0169,0.0121,0.0076,0.0158,0.0001
719.0,0.0116,0.0101,0.0058,0.0091,0.0144,0.0166,0.0120,0.0076,0.0158,0.0001
