Wavelength Scan - Scanning,,,,,,,,,,
638.5,0.0273,0.0291,0.0137,0.016,0.0211,0.0208,0.0252,0.0259,0.0363,0.0027
639,0.0276,0.0295,0.0139,0.0161,0.0211,0.0211,0.0254,0.0264,0.0369,0.0028
639.5,0.0279,0.0298,0.0141,0.0161,0.0212,0.0214,0.0256,0.0268,0.0375,0.0027
640,0.0283,0.0303,0.0143,0.0163,0.0213,0.0217,0.0259,0.0274,0.0381,0.0027
640.5,0.0287,0.0308,0.0145,0.0165,0.0214,0.022,0.0263,0.028,0.0389,0.0028
641,0.0292,0.0312,0.0148,0.0166,0.0215,0.0224,0.0266,0.0286,0.0396,0.0027
641.5,0.0298,0.0318,0.0151,0.0168,0.0217,0.0228,0.027,0.0295,0.0405,0.0028
642,0.0302,0.0323,0.0153,0.017,0.0218,0.0231,0.0274,0.0302,0.0413,0.0028
642.5,0.0308,0.0328,0.0156,0.0172,0.022,0.0235,0.0278,0.0309,0.0422,0.0028
643,0.0314,0.0335,0.0159,0.0173,0.0223,0.0239,0.0282,0.0319,0.0432,0.0028
643.5,0.032,0.0342,0.0163,0.0176,0.0225,0.0243,0.0287,0.0328,0.0442,0.0028
644,0.0328,0.035,0.0167,0.0178,0.0229,0.0248,0.0293,0.034,0.0455,0.0028
644.5,0.0335,0.0357,0.017,0.0181,0.0231,0.0252,0.0297,0.035,0.0465,0.0028
645,0.0342,0.0364,0.0174,0.0184,0.0234,0.0257,0.0302,0.0361,0.0476,0.0028
645.5,0.0351,0.0373,0.0178,0.0186,0.0237,0.0262,0.0309,0.0374,0.0489,0.0028
646,0.0359,0.0381,0.0182,0.0189,0.024,0.0266,0.0315,0.0387,0.0502,0.0028
646.5,0.0367,0.039,0.0186,0.0192,0.0244,0.0271,0.0321,0.04,0.0514,0.0028
647,0.0378,0.0401,0.0192,0.0196,0.0248,0.0278,0.0329,0.0417,0.053,0.0028
647.5,0.0388,0.041,0.0197,0.0199,0.0251,0.0283,0.0336,0.0432,0.0544,0.0028
648,0.0399,0.0421,0.0202,0.0203,0.0255,0.0288,0.0344,0.045,0.0559,0.0028
648.5,0.0409,0.0431,0.0206,0.0206,0.0259,0.0294,0.0351,0.0465,0.0572,0.0028
649,0.0421,0.0441,0.0212,0.021,0.0263,0.03,0.0359,0.0483,0.0587,0.0028
649.5,0.0435,0.0454,0.0217,0.0214,0.0269,0.0306,0.0368,0.0504,0.0604,0.0028
650,0.0447,0.0465,0.0222,0.0218,0.0273,0.0312,0.0376,0.0523,0.0619,0.0028
650.5,0.0462,0.0479,0.0229,0.0224,0.0279,0.032,0.0386,0.0547,0.0637,0.0028
651,0.0475,0.0491,0.0234,0.0228,0.0284,0.0326,0.0395,0.0567,0.0652,0.0028
651.5,0.0487,0.0502,0.024,0.0233,0.0289,0.0332,0.0403,0.0587,0.0666,0.0028
652,0.0504,0.0516,0.0247,0.0238,0.0295,0.034,0.0414,0.0614,0.0684,0.0028
652.5,0.0519,0.0529,0.0253,0.0243,0.0301,0.0347,0.0425,0.0637,0.0699,0.0028
653,0.0535,0.0542,0.0259,0.0248,0.0307,0.0354,0.0434,0.0661,0.0714,0.0028
653.5,0.0554,0.0558,0.0266,0.0254,0.0314,0.0362,0.0446,0.069,0.0732,0.0028
654,0.057,0.0571,0.0271,0.0259,0.032,0.0368,0.0456,0.0715,0.0747,0.0028
654.5,0.0587,0.0586,0.0278,0.0265,0.0326,0.0376,0.0468,0.0743,0.0763,0.0028
655,0.0604,0.06,0.0285,0.0271,0.0332,0.0382,0.0478,0.077,0.0778,0.0028
655.5,0.0621,0.0613,0.029,0.0276,0.0338,0.0388,0.0488,0.0796,0.0792,0.0028
656,0.0642,0.063,0.0298,0.0283,0.0347,0.0397,0.0501,0.0829,0.0809,0.0028
656.5,0.0658,0.0643,0.0304,0.0289,0.0353,0.0402,0.0511,0.0855,0.0822,0.0028
657,0.0677,0.0658,0.0311,0.0295,0.0359,0.0409,0.0523,0.0886,0.0837,0.0028
657.5,0.0693,0.0671,0.0316,0.03,0.0365,0.0415,0.0532,0.0911,0.0849,0.0028
658,0.0709,0.0683,0.0322,0.0306,0.037,0.0421,0.0542,0.0937,0.0861,0.0028
658.5,0.0728,0.0698,0.0328,0.0312,0.0377,0.0428,0.0554,0.0968,0.0874,0.0028
659,0.0743,0.071,0.0333,0.0317,0.0382,0.0433,0.0562,0.0992,0.0885,0.0028
659.5,0.0759,0.0723,0.0338,0.0322,0.0388,0.0438,0.0572,0.1019,0.0896,0.0028
660,0.0773,0.0733,0.0343,0.0327,0.0392,0.0443,0.058,0.104,0.0904,0.0028
660.5,0.0784,0.0742,0.0346,0.0331,0.0396,0.0446,0.0587,0.1059,0.0911,0.0029
661,0.0797,0.0752,0.035,0.0335,0.04,0.045,0.0594,0.1081,0.0918,0.0029
661.5,0.0807,0.0759,0.0353,0.0339,0.0402,0.0453,0.06,0.1097,0.0923,0.0029
662,0.0817,0.0766,0.0356,0.0342,0.0405,0.0455,0.0606,0.1114,0.0926,0.0029
662.5,0.0823,0.077,0.0357,0.0344,0.0406,0.0456,0.0608,0.1124,0.0927,0.0029
663,0.0827,0.0773,0.0357,0.0346,0.0408,0.0458,0.0611,0.1132,0.0927,0.0029
663.5,0.0829,0.0775,0.0357,0.0347,0.0408,0.0457,0.0612,0.1137,0.0925,0.0028
664,0.0831,0.0776,0.0357,0.0348,0.0408,0.0458,0.0613,0.114,0.0922,0.0029
664.5,0.0829,0.0773,0.0355,0.0347,0.0407,0.0456,0.0611,0.1138,0.0915,0.0029
665,0.0826,0.077,0.0353,0.0346,0.0405,0.0453,0.0609,0.1132,0.0907,0.0029
665.5,0.0821,0.0766,0.035,0.0345,0.0404,0.0451,0.0606,0.1126,0.0898,0.0029
666,0.0813,0.0758,0.0346,0.0343,0.0401,0.0448,0.06,0.1113,0.0886,0.0029
666.5,0.0804,0.075,0.0341,0.034,0.0397,0.0444,0.0594,0.11,0.0873,0.0029
667,0.0792,0.0739,0.0336,0.0337,0.0393,0.0439,0.0587,0.108,0.0857,0.0029
667.5,0.0778,0.0727,0.0329,0.0332,0.0388,0.0433,0.0578,0.1058,0.084,0.0029
668,0.0764,0.0714,0.0323,0.0328,0.0382,0.0427,0.0569,0.1035,0.0822,0.0029
668.5,0.0746,0.0698,0.0314,0.0321,0.0376,0.042,0.0557,0.1005,0.0801,0.0029
669,0.0729,0.0683,0.0307,0.0316,0.0369,0.0413,0.0547,0.0978,0.0782,0.0029
669.5,0.0708,0.0663,0.0297,0.0309,0.0361,0.0404,0.0534,0.0942,0.0757,0.0029
670,0.0688,0.0646,0.0289,0.0303,0.0354,0.0396,0.0522,0.0912,0.0735,0.0029
670.5,0.0668,0.0628,0.028,0.0297,0.0346,0.0388,0.051,0.0878,0.0712,0.0029
671,0.0643,0.0606,0.0269,0.0288,0.0337,0.0377,0.0494,0.0837,0.0685,0.0029
671.5,0.0624,0.0589,0.0261,0.0282,0.033,0.0368,0.0482,0.0805,0.0664,0.0029
672,0.06,0.0568,0.025,0.0274,0.0321,0.0357,0.0467,0.0767,0.0638,0.0029
672.5,0.058,0.055,0.0242,0.0267,0.0313,0.0348,0.0454,0.0734,0.0615,0.0029
673,0.0555,0.0529,0.0231,0.0259,0.0304,0.0337,0.0439,0.0694,0.059,0.0029
673.5,0.0534,0.051,0.0223,0.0252,0.0296,0.0327,0.0425,0.066,0.0567,0.0029
674,0.0512,0.0491,0.0213,0.0245,0.0288,0.0316,0.0411,0.0626,0.0544,0.0029
674.5,0.0489,0.0471,0.0204,0.0237,0.028,0.0306,0.0397,0.059,0.0521,0.0029
675,0.0471,0.0455,0.0196,0.023,0.0273,0.0298,0.0385,0.0561,0.0502,0.0029
675.5,0.0448,0.0435,0.0187,0.0223,0.0264,0.0288,0.0371,0.0525,0.0478,0.0029
676,0.043,0.0418,0.0179,0.0216,0.0257,0.028,0.0359,0.0497,0.046,0.0028
676.5,0.0412,0.0403,0.0172,0.021,0.025,0.0273,0.0347,0.0468,0.0441,0.0028
677,0.0392,0.0384,0.0163,0.0203,0.0242,0.0265,0.0334,0.0436,0.0419,0.0029
677.5,0.0377,0.0371,0.0157,0.0198,0.0237,0.0259,0.0324,0.0413,0.0404,0.0029
678,0.0361,0.0356,0.015,0.0192,0.0231,0.0251,0.0313,0.0387,0.0387,0.0029
678.5,0.0347,0.0344,0.0144,0.0187,0.0225,0.0245,0.0304,0.0365,0.0372,0.0029
679,0.0331,0.0329,0.0137,0.0181,0.0219,0.0238,0.0293,0.034,0.0355,0.0029
679.5,0.0318,0.0318,0.0132,0.0177,0.0214,0.0232,0.0284,0.032,0.0342,0.0029
680,0.0306,0.0306,0.0127,0.0172,0.0209,0.0227,0.0275,0.0301,0.0329,0.0029
680.5,0.0292,0.0294,0.0121,0.0167,0.0204,0.022,0.0266,0.0281,0.0315,0.0029
681,0.0282,0.0286,0.0117,0.0163,0.02,0.0215,0.0259,0.0265,0.0305,0.0029
681.5,0.0269,0.0274,0.0111,0.0159,0.0195,0.0209,0.025,0.0246,0.0292,0.0028
682,0.026,0.0266,0.0108,0.0155,0.0191,0.0204,0.0244,0.0233,0.0283,0.0028
682.5,0.0251,0.0258,0.0104,0.0151,0.0187,0.02,0.0238,0.022,0.0274,0.0029
683,0.0241,0.025,0.0101,0.0148,0.0184,0.0196,0.0231,0.0206,0.0264,0.0029
683.5,0.0234,0.0243,0.0098,0.0145,0.0181,0.0192,0.0226,0.0196,0.0256,0.0028
684,0.0227,0.0237,0.0094,0.0142,0.0178,0.0189,0.0221,0.0185,0.025,0.0028
684.5,0.022,0.0232,0.0092,0.014,0.0175,0.0186,0.0216,0.0177,0.0243,0.0028
685,0.0213,0.0226,0.009,0.0137,0.0173,0.0184,0.0211,0.0167,0.0237,0.0028
685.5,0.0208,0.0222,0.0088,0.0135,0.0171,0.0182,0.0208,0.0161,0.0232,0.0028
686,0.0204,0.0218,0.0086,0.0133,0.0169,0.018,0.0204,0.0154,0.0228,0.0029
686.5,0.0199,0.0213,0.0084,0.0131,0.0167,0.0178,0.02,0.0148,0.0223,0.0029
687,0.0195,0.0211,0.0083,0.013,0.0165,0.0177,0.0198,0.0143,0.0219,0.0028
687.5,0.0191,0.0208,0.0082,0.0128,0.0163,0.0175,0.0195,0.0137,0.0216,0.0029
688,0.0187,0.0205,0.008,0.0126,0.0162,0.0173,0.0192,0.0133,0.0212,0.0029
688.5,0.0183,0.0202,0.0079,0.0124,0.016,0.017,0.0188,0.0128,0.0208,0.0028
689,0.018,0.0199,0.0078,0.0123,0.0159,0.0169,0.0186,0.0124,0.0205,0.0029
689.5,0.0178,0.0197,0.0077,0.0122,0.0157,0.0167,0.0184,0.0121,0.0202,0.0029
690,0.0175,0.0195,0.0076,0.0121,0.0156,0.0166,0.0181,0.0117,0.02,0.0029
690.5,0.0173,0.0194,0.0075,0.012,0.0155,0.0164,0.0179,0.0115,0.0198,0.0028
691,0.017,0.0192,0.0074,0.0119,0.0154,0.0162,0.0177,0.0111,0.0195,0.0029
691.5,0.0169,0.019,0.0073,0.0118,0.0153,0.016,0.0175,0.0109,0.0193,0.0028
692,0.0167,0.0189,0.0073,0.0117,0.0152,0.0159,0.0173,0.0107,0.0192,0.0029
692.5,0.0165,0.0187,0.0072,0.0116,0.0151,0.0158,0.0171,0.0105,0.019,0.0029
693,0.0164,0.0186,0.0071,0.0116,0.0151,0.0156,0.017,0.0103,0.0189,0.0029
693.5,0.0162,0.0185,0.0071,0.0115,0.0149,0.0155,0.0168,0.0101,0.0187,0.0029
694,0.0162,0.0183,0.007,0.0115,0.0149,0.0154,0.0167,0.0099,0.0186,0.0029
694.5,0.016,0.0182,0.0069,0.0114,0.0148,0.0153,0.0166,0.0097,0.0184,0.0028
695,0.0159,0.0181,0.0069,0.0114,0.0148,0.0152,0.0165,0.0096,0.0183,0.0029
695.5,0.0158,0.0179,0.0069,0.0114,0.0147,0.0151,0.0164,0.0095,0.0183,0.0029
696,0.0157,0.0178,0.0068,0.0115,0.0146,0.015,0.0162,0.0093,0.0181,0.0029
696.5,0.0156,0.0177,0.0067,0.0115,0.0145,0.0149,0.0161,0.0092,0.018,0.0029
697,0.0155,0.0175,0.0067,0.0115,0.0144,0.0149,0.0159,0.0091,0.0179,0.0028
697.5,0.0154,0.0174,0.0066,0.0116,0.0144,0.0149,0.0159,0.009,0.0178,0.0029
698,0.0153,0.0173,0.0065,0.0117,0.0143,0.0148,0.0157,0.0089,0.0177,0.0028
698.5,0.0152,0.0171,0.0065,0.0117,0.0143,0.0148,0.0157,0.0088,0.0176,0.0029
699,0.015,0.017,0.0064,0.0118,0.0142,0.0148,0.0155,0.0087,0.0175,0.0029
699.5,0.0149,0.0168,0.0063,0.0118,0.0141,0.0148,0.0154,0.0086,0.0175,0.0028
700,0.0149,0.0166,0.0063,0.0119,0.0141,0.0148,0.0153,0.0085,0.0174,0.0029
700.5,0.0149,0.0165,0.0062,0.0119,0.0141,0.0147,0.0152,0.0085,0.0173,0.0029
701,0.0148,0.0163,0.0061,0.0119,0.0139,0.0148,0.015,0.0083,0.0173,0.0028
701.5,0.0148,0.0162,0.0061,0.012,0.014,0.0148,0.015,0.0084,0.0173,0.0029
702,0.0147,0.016,0.006,0.012,0.0139,0.0148,0.0149,0.0083,0.0172,0.0029
702.5,0.0146,0.0158,0.0059,0.0121,0.0138,0.0148,0.0148,0.0082,0.0172,0.0028
703,0.0145,0.0157,0.0058,0.0121,0.0138,0.0149,0.0147,0.0082,0.0171,0.0029
703.5,0.0144,0.0154,0.0058,0.0121,0.0138,0.0149,0.0145,0.0081,0.0171,0.0029
704,0.0143,0.0153,0.0057,0.0122,0.0137,0.0149,0.0145,0.008,0.017,0.0029
704.5,0.0142,0.0151,0.0056,0.0122,0.0137,0.015,0.0143,0.0079,0.017,0.0029
705,0.0141,0.0149,0.0056,0.0123,0.0137,0.015,0.0143,0.0079,0.0169,0.0029
705.5,0.0139,0.0147,0.0055,0.0123,0.0136,0.015,0.0142,0.0078,0.0168,0.0028
706,0.0139,0.0145,0.0054,0.0123,0.0136,0.015,0.0141,0.0078,0.0168,0.0029
706.5,0.0138,0.0144,0.0053,0.0122,0.0136,0.015,0.014,0.0077,0.0168,0.0029
707,0.0137,0.0142,0.0053,0.0122,0.0135,0.0149,0.0139,0.0077,0.0167,0.0029
707.5,0.0137,0.014,0.0052,0.0122,0.0135,0.015,0.0138,0.0076,0.0167,0.0029
708,0.0137,0.0139,0.0051,0.0122,0.0135,0.015,0.0137,0.0076,0.0166,0.0029
708.5,0.0137,0.0137,0.0051,0.0122,0.0135,0.0149,0.0136,0.0075,0.0166,0.0029
709,0.0136,0.0135,0.005,0.0122,0.0134,0.015,0.0135,0.0075,0.0166,0.0029
709.5,0.0135,0.0134,0.0049,0.0122,0.0134,0.0149,0.0134,0.0075,0.0165,0.0029
710,0.0135,0.0132,0.0049,0.0121,0.0134,0.0149,0.0133,0.0074,0.0165,0.0029
710.5,0.0135,0.0131,0.0048,0.0122,0.0134,0.015,0.0132,0.0074,0.0164,0.0029
711,0.0134,0.0129,0.0047,0.0122,0.0133,0.015,0.0131,0.0073,0.0164,0.0029
711.5,0.0133,0.0128,0.0047,0.0123,0.0133,0.0149,0.013,0.0073,0.0164,0.0029
712,0.0132,0.0126,0.0047,0.0123,0.0133,0.015,0.013,0.0073,0.0163,0.0029
712.5,0.0132,0.0125,0.0046,0.0123,0.0133,0.015,0.0129,0.0072,0.0163,0.0029
713,0.0131,0.0123,0.0045,0.0123,0.0132,0.015,0.0128,0.0072,0.0162,0.0029
713.5,0.0131,0.0123,0.0045,0.0123,0.0133,0.015,0.0128,0.0072,0.0162,0.0029
714,0.0131,0.0121,0.0045,0.0124,0.0132,0.0151,0.0127,0.0071,0.0162,0.0029
714.5,0.013,0.012,0.0044,0.0124,0.0132,0.0151,0.0126,0.0071,0.0162,0.0029
715,0.013,0.0119,0.0044,0.0123,0.0132,0.0151,0.0126,0.0071,0.0162,0.0029
715.5,0.013,0.0118,0.0043,0.0123,0.0132,0.0151,0.0125,0.0071,0.0162,0.0029
716,0.0129,0.0116,0.0042,0.0122,0.0131,0.0151,0.0124,0.007,0.0161,0.0029
716.5,0.0129,0.0115,0.0042,0.0122,0.0132,0.0151,0.0123,0.007,0.0161,0.0028
717,0.0129,0.0114,0.0042,0.0122,0.0131,0.0152,0.0123,0.007,0.0161,0.0029
717.5,0.0128,0.0113,0.0041,0.0122,0.0132,0.0152,0.0123,0.007,0.0161,0.0029
718,0.0128,0.0113,0.004,0.0122,0.0132,0.0152,0.0123,0.0069,0.016,0.0029
718.5,0.0127,0.0111,0.004,0.0122,0.0132,0.0152,0.0122,0.0069,0.016,0.0029
719,0.0127,0.0111,0.004,0.0121,0.0132,0.0152,0.0122,0.0069,0.016,0.0029
719.5,0.0126,0.0109,0.0039,0.0121,0.0132,0.0151,0.0121,0.0068,0.0159,0.0028
720,0.0126,0.0109,0.0039,0.0121,0.0132,0.0151,0.0121,0.0068,0.0159,0.0028
720.5,0.0126,0.0108,0.0039,0.0121,0.0132,0.0151,0.012,0.0068,0.0159,0.0029
721,0.0125,0.0107,0.0038,0.0121,0.0133,0.015,0.012,0.0068,0.0159,0.0028
721.5,0.0124,0.0107,0.0038,0.0121,0.0132,0.015,0.012,0.0068,0.0159,0.0028
722,0.0124,0.0106,0.0038,0.0121,0.0133,0.015,0.0119,0.0068,0.0159,0.0028
722.5,0.0124,0.0106,0.0038,0.012,0.0133,0.0149,0.0119,0.0067,0.0159,0.0028
723,0.0124,0.0106,0.0038,0.0121,0.0133,0.0149,0.0118,0.0067,0.0159,0.0028
723.5,0.0123,0.0105,0.0038,0.0121,0.0134,0.0148,0.0118,0.0067,0.0159,0.0029
724,0.0122,0.0104,0.0037,0.0122,0.0133,0.0148,0.0117,0.0066,0.016,0.0029
724.5,0.0122,0.0104,0.0037,0.0121,0.0134,0.0147,0.0117,0.0067,0.0159,0.0028
725,0.0122,0.0104,0.0037,0.0121,0.0134,0.0147,0.0116,0.0066,0.016,0.0029
725.5,0.0123,0.0103,0.0037,0.0121,0.0135,0.0146,0.0116,0.0066,0.016,0.0028
