Wavelength Scan - Scanning

Instrument Name:,,,DU 800 Spectrophotometer
Serial Number:,,,8002850
Software Version:,,,"2.1,  Build 5"
Firmware Version:,,,2.0.102
Method Name:,,,LTER Chl
Organization:,,,
Department:,,,
Operator:,,,
Product Name:,,,
Component Name:,,,
Lot Number:,,,
Comment:,,,
Signature 1:,,,
Signature 2:,,,
Signature 3:,,,
Signature 4:,,,
Signature 5:,,,

#,Filename,Acquired
1,,"March 01, 2022 1:42 PM"

Scan Mode:,,,Abs
Start Wavelength:,,,600.0 nm
End Wavelength:,,,775.0 nm
Wavelength Interval:,,,0.5 nm
Scan Speed:,,,600 nm/min

,Sample Name,,Description
1,OPP-E_210730,,100
2,OPP-W_210730,,68
3,LM-ARB_210802,,100
4,UM-ARB_210802,,100
5,ALC_210802,,100
6,OPP-E_210803,,90
7,OPP-W_210803,,95
8,LM-ARB_210730,,100
9,UM-ARB_210730,,100
10,BLA,,3000

nm,Abs 1,Abs 2,Abs 3,Abs 4,Abs 5,Abs 6,Abs 7,Abs 8,Abs 9,Abs 10
607.5,0.0563,0.0476,0.0175,0.0215,0.0272,0.0697,0.0786,0.0535,0.0342,0.0019
608.0,0.0561,0.0472,0.0175,0.0215,0.0271,0.0695,0.0783,0.0534,0.0341,0.0019
608.5,0.0559,0.0469,0.0174,0.0215,0.0270,0.0691,0.0777,0.0533,0.0341,0.0019
609.0,0.0556,0.0465,0.0173,0.0214,0.0269,0.0688,0.0773,0.0532,0.0340,0.0019
609.5,0.0553,0.0461,0.0173,0.0214,0.0268,0.0684,0.0767,0.0531,0.0339,0.0019
610.0,0.0550,0.0457,0.0172,0.0212,0.0266,0.0678,0.0760,0.0528,0.0337,0.0019
610.5,0.0546,0.0452,0.0171,0.0211,0.0264,0.0673,0.0754,0.0527,0.0336,0.0019
611.0,0.0541,0.0446,0.0169,0.0210,0.0262,0.0666,0.0745,0.0524,0.0333,0.0019
611.5,0.0537,0.0441,0.0168,0.0209,0.0261,0.0660,0.0737,0.0522,0.0332,0.0019
612.0,0.0533,0.0436,0.0167,0.0208,0.0259,0.0654,0.0729,0.0520,0.0330,0.0019
612.5,0.0528,0.0430,0.0165,0.0206,0.0256,0.0645,0.0719,0.0517,0.0328,0.0019
613.0,0.0523,0.0424,0.0164,0.0204,0.0254,0.0638,0.0710,0.0514,0.0325,0.0019
613.5,0.0518,0.0419,0.0162,0.0203,0.0251,0.0631,0.0701,0.0511,0.0323,0.0019
614.0,0.0512,0.0411,0.0161,0.0201,0.0249,0.0621,0.0690,0.0507,0.0320,0.0019
614.5,0.0507,0.0405,0.0159,0.0199,0.0246,0.0613,0.0679,0.0504,0.0317,0.0019
615.0,0.0502,0.0399,0.0158,0.0197,0.0244,0.0606,0.0670,0.0501,0.0314,0.0019
615.5,0.0496,0.0392,0.0156,0.0196,0.0241,0.0597,0.0659,0.0498,0.0311,0.0019
616.0,0.0491,0.0386,0.0154,0.0194,0.0238,0.0589,0.0650,0.0494,0.0309,0.0018
616.5,0.0487,0.0381,0.0154,0.0192,0.0237,0.0582,0.0641,0.0492,0.0306,0.0019
617.0,0.0480,0.0374,0.0152,0.0190,0.0234,0.0572,0.0630,0.0487,0.0303,0.0018
617.5,0.0475,0.0369,0.0150,0.0188,0.0232,0.0565,0.0620,0.0484,0.0300,0.0019
618.0,0.0471,0.0364,0.0149,0.0186,0.0231,0.0558,0.0612,0.0482,0.0298,0.0018
618.5,0.0466,0.0358,0.0148,0.0185,0.0229,0.0550,0.0603,0.0479,0.0295,0.0019
619.0,0.0461,0.0354,0.0147,0.0183,0.0228,0.0543,0.0595,0.0476,0.0293,0.0019
619.5,0.0457,0.0350,0.0146,0.0182,0.0227,0.0537,0.0588,0.0473,0.0291,0.0019
620.0,0.0453,0.0345,0.0145,0.0180,0.0226,0.0530,0.0579,0.0471,0.0288,0.0019
620.5,0.0449,0.0341,0.0145,0.0179,0.0225,0.0525,0.0573,0.0469,0.0287,0.0019
621.0,0.0445,0.0336,0.0144,0.0177,0.0225,0.0519,0.0565,0.0466,0.0284,0.0019
621.5,0.0441,0.0333,0.0143,0.0176,0.0224,0.0514,0.0560,0.0464,0.0283,0.0019
622.0,0.0439,0.0330,0.0142,0.0175,0.0224,0.0510,0.0554,0.0462,0.0281,0.0019
622.5,0.0436,0.0327,0.0141,0.0174,0.0224,0.0505,0.0549,0.0460,0.0280,0.0019
623.0,0.0433,0.0324,0.0141,0.0173,0.0224,0.0502,0.0544,0.0459,0.0278,0.0019
623.5,0.0431,0.0322,0.0140,0.0172,0.0225,0.0499,0.0540,0.0457,0.0277,0.0019
624.0,0.0429,0.0320,0.0139,0.0171,0.0225,0.0496,0.0536,0.0456,0.0276,0.0019
624.5,0.0428,0.0318,0.0139,0.0171,0.0226,0.0495,0.0534,0.0455,0.0275,0.0019
625.0,0.0427,0.0317,0.0139,0.0170,0.0227,0.0494,0.0532,0.0454,0.0274,0.0020
625.5,0.0426,0.0315,0.0139,0.0170,0.0228,0.0493,0.0530,0.0454,0.0274,0.0019
626.0,0.0426,0.0315,0.0138,0.0170,0.0229,0.0492,0.0529,0.0453,0.0273,0.0019
626.5,0.0426,0.0315,0.0138,0.0170,0.0230,0.0493,0.0528,0.0453,0.0273,0.0020
627.0,0.0426,0.0315,0.0138,0.0169,0.0231,0.0493,0.0528,0.0453,0.0273,0.0019
627.5,0.0427,0.0315,0.0138,0.0169,0.0233,0.0494,0.0528,0.0453,0.0273,0.0019
628.0,0.0428,0.0316,0.0138,0.0170,0.0235,0.0496,0.0529,0.0453,0.0273,0.0019
628.5,0.0430,0.0317,0.0139,0.0170,0.0237,0.0498,0.0530,0.0454,0.0273,0.0019
629.0,0.0432,0.0318,0.0139,0.0170,0.0239,0.0501,0.0532,0.0455,0.0273,0.0019
629.5,0.0434,0.0321,0.0139,0.0171,0.0241,0.0504,0.0534,0.0455,0.0274,0.0019
630.0,0.0436,0.0323,0.0140,0.0171,0.0243,0.0507,0.0537,0.0456,0.0274,0.0019
630.5,0.0439,0.0325,0.0141,0.0171,0.0245,0.0510,0.0539,0.0457,0.0275,0.0019
631.0,0.0443,0.0329,0.0142,0.0173,0.0247,0.0515,0.0543,0.0459,0.0277,0.0019
631.5,0.0447,0.0332,0.0143,0.0173,0.0249,0.0519,0.0547,0.0460,0.0278,0.0019
632.0,0.0451,0.0337,0.0144,0.0174,0.0252,0.0525,0.0552,0.0462,0.0279,0.0019
632.5,0.0455,0.0341,0.0145,0.0175,0.0253,0.0530,0.0556,0.0464,0.0280,0.0019
633.0,0.0460,0.0346,0.0146,0.0176,0.0255,0.0536,0.0560,0.0466,0.0282,0.0019
633.5,0.0466,0.0351,0.0147,0.0177,0.0258,0.0542,0.0565,0.0468,0.0284,0.0019
634.0,0.0471,0.0357,0.0149,0.0178,0.0260,0.0549,0.0571,0.0470,0.0286,0.0019
634.5,0.0476,0.0362,0.0150,0.0179,0.0262,0.0555,0.0576,0.0472,0.0287,0.0019
635.0,0.0483,0.0371,0.0152,0.0181,0.0265,0.0563,0.0584,0.0475,0.0290,0.0019
635.5,0.0490,0.0378,0.0154,0.0183,0.0268,0.0571,0.0591,0.0479,0.0292,0.0019
636.0,0.0497,0.0385,0.0157,0.0184,0.0271,0.0579,0.0598,0.0481,0.0294,0.0019
636.5,0.0505,0.0394,0.0159,0.0186,0.0274,0.0589,0.0607,0.0485,0.0297,0.0019
637.0,0.0513,0.0404,0.0162,0.0187,0.0278,0.0597,0.0616,0.0488,0.0300,0.0019
637.5,0.0524,0.0416,0.0165,0.0190,0.0283,0.0609,0.0628,0.0493,0.0303,0.0019
638.0,0.0532,0.0426,0.0167,0.0191,0.0286,0.0618,0.0637,0.0496,0.0305,0.0019
638.5,0.0542,0.0438,0.0170,0.0194,0.0291,0.0630,0.0648,0.0501,0.0309,0.0019
639.0,0.0553,0.0452,0.0174,0.0196,0.0296,0.0642,0.0661,0.0506,0.0312,0.0019
639.5,0.0563,0.0464,0.0177,0.0198,0.0300,0.0653,0.0672,0.0511,0.0316,0.0019
640.0,0.0574,0.0478,0.0180,0.0201,0.0304,0.0667,0.0685,0.0516,0.0319,0.0019
640.5,0.0589,0.0497,0.0185,0.0204,0.0310,0.0683,0.0702,0.0523,0.0325,0.0019
641.0,0.0601,0.0513,0.0190,0.0207,0.0315,0.0697,0.0717,0.0529,0.0329,0.0019
641.5,0.0618,0.0534,0.0195,0.0211,0.0322,0.0716,0.0737,0.0537,0.0335,0.0019
642.0,0.0632,0.0552,0.0199,0.0215,0.0328,0.0732,0.0754,0.0544,0.0340,0.0020
642.5,0.0646,0.0570,0.0204,0.0218,0.0334,0.0749,0.0772,0.0552,0.0345,0.0020
643.0,0.0665,0.0595,0.0211,0.0223,0.0342,0.0772,0.0796,0.0561,0.0352,0.0019
643.5,0.0683,0.0617,0.0216,0.0227,0.0350,0.0792,0.0818,0.0571,0.0359,0.0019
644.0,0.0704,0.0645,0.0223,0.0233,0.0359,0.0817,0.0846,0.0582,0.0367,0.0019
644.5,0.0723,0.0669,0.0229,0.0238,0.0367,0.0840,0.0871,0.0591,0.0374,0.0019
645.0,0.0742,0.0693,0.0236,0.0243,0.0375,0.0863,0.0897,0.0602,0.0382,0.0019
645.5,0.0765,0.0723,0.0243,0.0249,0.0385,0.0892,0.0929,0.0614,0.0391,0.0019
646.0,0.0787,0.0750,0.0250,0.0255,0.0395,0.0919,0.0959,0.0626,0.0400,0.0019
646.5,0.0810,0.0778,0.0257,0.0262,0.0404,0.0947,0.0991,0.0639,0.0410,0.0019
647.0,0.0838,0.0813,0.0266,0.0270,0.0416,0.0983,0.1031,0.0655,0.0422,0.0019
647.5,0.0863,0.0843,0.0273,0.0278,0.0427,0.1014,0.1067,0.0669,0.0432,0.0019
648.0,0.0891,0.0878,0.0282,0.0286,0.0439,0.1051,0.1111,0.0686,0.0445,0.0019
648.5,0.0915,0.0907,0.0289,0.0293,0.0450,0.1083,0.1148,0.0701,0.0455,0.0019
649.0,0.0943,0.0939,0.0298,0.0302,0.0462,0.1120,0.1191,0.0718,0.0468,0.0019
649.5,0.0976,0.0977,0.0307,0.0312,0.0476,0.1164,0.1244,0.0738,0.0483,0.0018
650.0,0.1003,0.1009,0.0315,0.0322,0.0488,0.1202,0.1290,0.0755,0.0496,0.0019
650.5,0.1038,0.1048,0.0325,0.0333,0.0504,0.1251,0.1348,0.0778,0.0514,0.0019
651.0,0.1067,0.1079,0.0333,0.0343,0.0517,0.1292,0.1397,0.0798,0.0528,0.0019
651.5,0.1095,0.1110,0.0341,0.0353,0.0530,0.1332,0.1444,0.0816,0.0542,0.0019
652.0,0.1133,0.1148,0.0350,0.0367,0.0546,0.1386,0.1509,0.0842,0.0561,0.0019
652.5,0.1165,0.1181,0.0358,0.0378,0.0559,0.1434,0.1566,0.0864,0.0577,0.0019
653.0,0.1196,0.1213,0.0366,0.0391,0.0574,0.1481,0.1623,0.0887,0.0594,0.0019
653.5,0.1235,0.1251,0.0375,0.0406,0.0590,0.1540,0.1693,0.0915,0.0615,0.0019
654.0,0.1267,0.1281,0.0382,0.0418,0.0604,0.1589,0.1751,0.0938,0.0632,0.0019
654.5,0.1304,0.1315,0.0389,0.0433,0.0620,0.1647,0.1819,0.0965,0.0653,0.0019
655.0,0.1337,0.1345,0.0396,0.0447,0.0633,0.1699,0.1881,0.0990,0.0672,0.0019
655.5,0.1371,0.1375,0.0403,0.0461,0.0647,0.1754,0.1943,0.1016,0.0691,0.0018
656.0,0.1411,0.1410,0.0410,0.0479,0.0664,0.1819,0.2018,0.1048,0.0715,0.0019
656.5,0.1443,0.1437,0.0416,0.0492,0.0676,0.1872,0.2079,0.1072,0.0734,0.0019
657.0,0.1480,0.1467,0.0422,0.0509,0.0691,0.1934,0.2148,0.1101,0.0756,0.0018
657.5,0.1509,0.1492,0.0427,0.0522,0.0703,0.1984,0.2204,0.1125,0.0774,0.0019
658.0,0.1540,0.1516,0.0432,0.0536,0.0715,0.2036,0.2261,0.1150,0.0793,0.0019
658.5,0.1576,0.1544,0.0438,0.0553,0.0729,0.2099,0.2329,0.1179,0.0815,0.0019
659.0,0.1605,0.1566,0.0441,0.0566,0.0739,0.2150,0.2382,0.1203,0.0833,0.0019
659.5,0.1635,0.1588,0.0446,0.0581,0.0751,0.2205,0.2438,0.1229,0.0853,0.0019
660.0,0.1659,0.1606,0.0448,0.0592,0.0760,0.2248,0.2483,0.1249,0.0868,0.0019
660.5,0.1680,0.1620,0.0451,0.0603,0.0768,0.2287,0.2523,0.1267,0.0882,0.0019
661.0,0.1704,0.1636,0.0453,0.0614,0.0777,0.2333,0.2567,0.1288,0.0899,0.0019
661.5,0.1721,0.1646,0.0454,0.0624,0.0783,0.2368,0.2601,0.1304,0.0911,0.0019
662.0,0.1738,0.1655,0.0455,0.0633,0.0789,0.2403,0.2635,0.1319,0.0923,0.0019
662.5,0.1748,0.1659,0.0454,0.0639,0.0793,0.2425,0.2654,0.1329,0.0931,0.0019
663.0,0.1754,0.1660,0.0453,0.0643,0.0794,0.2444,0.2669,0.1337,0.0937,0.0019
663.5,0.1758,0.1658,0.0451,0.0647,0.0795,0.2459,0.2680,0.1343,0.0942,0.0019
664.0,0.1759,0.1653,0.0449,0.0649,0.0795,0.2467,0.2683,0.1346,0.0945,0.0019
664.5,0.1753,0.1642,0.0445,0.0649,0.0791,0.2468,0.2678,0.1345,0.0944,0.0019
665.0,0.1744,0.1629,0.0440,0.0647,0.0785,0.2462,0.2667,0.1341,0.0941,0.0019
665.5,0.1733,0.1614,0.0436,0.0645,0.0780,0.2451,0.2651,0.1335,0.0937,0.0019
666.0,0.1714,0.1591,0.0429,0.0638,0.0771,0.2430,0.2623,0.1324,0.0929,0.0019
666.5,0.1695,0.1568,0.0423,0.0632,0.0761,0.2406,0.2594,0.1312,0.0920,0.0018
667.0,0.1668,0.1537,0.0415,0.0623,0.0748,0.2371,0.2552,0.1295,0.0907,0.0019
667.5,0.1639,0.1506,0.0407,0.0612,0.0733,0.2333,0.2508,0.1275,0.0892,0.0019
668.0,0.1607,0.1471,0.0398,0.0601,0.0718,0.2290,0.2457,0.1254,0.0876,0.0019
668.5,0.1567,0.1429,0.0387,0.0587,0.0699,0.2234,0.2395,0.1227,0.0855,0.0018
669.0,0.1531,0.1391,0.0378,0.0573,0.0681,0.2183,0.2337,0.1202,0.0837,0.0019
669.5,0.1483,0.1342,0.0366,0.0556,0.0658,0.2115,0.2262,0.1169,0.0812,0.0019
670.0,0.1442,0.1300,0.0357,0.0540,0.0638,0.2055,0.2196,0.1141,0.0790,0.0019
670.5,0.1397,0.1255,0.0346,0.0523,0.0616,0.1990,0.2124,0.1110,0.0767,0.0019
671.0,0.1342,0.1199,0.0333,0.0502,0.0590,0.1909,0.2036,0.1072,0.0738,0.0019
671.5,0.1299,0.1156,0.0323,0.0487,0.0570,0.1847,0.1969,0.1043,0.0715,0.0019
672.0,0.1248,0.1104,0.0310,0.0467,0.0545,0.1771,0.1887,0.1008,0.0688,0.0019
672.5,0.1202,0.1059,0.0299,0.0449,0.0524,0.1704,0.1814,0.0977,0.0665,0.0019
673.0,0.1150,0.1006,0.0287,0.0429,0.0499,0.1625,0.1729,0.0940,0.0637,0.0019
673.5,0.1104,0.0960,0.0276,0.0412,0.0477,0.1556,0.1655,0.0909,0.0612,0.0019
674.0,0.1056,0.0914,0.0265,0.0394,0.0455,0.1486,0.1580,0.0877,0.0587,0.0019
674.5,0.1007,0.0865,0.0254,0.0375,0.0432,0.1411,0.1501,0.0844,0.0561,0.0019
675.0,0.0966,0.0825,0.0245,0.0360,0.0413,0.1350,0.1435,0.0817,0.0540,0.0019
675.5,0.0915,0.0776,0.0233,0.0341,0.0390,0.1274,0.1355,0.0783,0.0513,0.0018
676.0,0.0875,0.0737,0.0224,0.0326,0.0372,0.1214,0.1290,0.0756,0.0492,0.0018
676.5,0.0834,0.0698,0.0215,0.0311,0.0354,0.1153,0.1226,0.0730,0.0471,0.0019
677.0,0.0787,0.0652,0.0205,0.0294,0.0332,0.1082,0.1151,0.0699,0.0447,0.0018
677.5,0.0754,0.0620,0.0198,0.0281,0.0318,0.1031,0.1097,0.0677,0.0430,0.0019
678.0,0.0715,0.0582,0.0190,0.0268,0.0301,0.0973,0.1035,0.0652,0.0410,0.0019
678.5,0.0682,0.0551,0.0183,0.0256,0.0286,0.0922,0.0982,0.0630,0.0393,0.0019
679.0,0.0644,0.0515,0.0175,0.0242,0.0270,0.0866,0.0921,0.0606,0.0375,0.0019
679.5,0.0614,0.0486,0.0169,0.0232,0.0257,0.0820,0.0872,0.0587,0.0359,0.0019
680.0,0.0584,0.0457,0.0163,0.0221,0.0244,0.0774,0.0823,0.0568,0.0344,0.0019
680.5,0.0552,0.0428,0.0157,0.0210,0.0231,0.0726,0.0773,0.0549,0.0328,0.0019
681.0,0.0528,0.0405,0.0152,0.0202,0.0221,0.0690,0.0734,0.0535,0.0316,0.0019
681.5,0.0498,0.0377,0.0146,0.0191,0.0209,0.0645,0.0685,0.0517,0.0301,0.0019
682.0,0.0475,0.0356,0.0142,0.0183,0.0199,0.0610,0.0648,0.0504,0.0290,0.0019
682.5,0.0453,0.0335,0.0138,0.0176,0.0191,0.0577,0.0613,0.0492,0.0279,0.0019
683.0,0.0429,0.0314,0.0134,0.0168,0.0182,0.0541,0.0574,0.0480,0.0268,0.0019
683.5,0.0411,0.0298,0.0130,0.0162,0.0174,0.0514,0.0546,0.0470,0.0259,0.0019
684.0,0.0392,0.0281,0.0127,0.0156,0.0167,0.0486,0.0516,0.0461,0.0250,0.0018
684.5,0.0376,0.0266,0.0124,0.0151,0.0161,0.0463,0.0491,0.0452,0.0242,0.0018
685.0,0.0359,0.0251,0.0121,0.0146,0.0155,0.0437,0.0463,0.0444,0.0234,0.0018
685.5,0.0346,0.0240,0.0119,0.0142,0.0150,0.0418,0.0442,0.0437,0.0228,0.0019
686.0,0.0333,0.0228,0.0116,0.0138,0.0145,0.0399,0.0422,0.0431,0.0223,0.0019
686.5,0.0320,0.0218,0.0114,0.0134,0.0141,0.0380,0.0400,0.0424,0.0217,0.0019
687.0,0.0310,0.0209,0.0112,0.0131,0.0138,0.0366,0.0386,0.0419,0.0213,0.0019
687.5,0.0299,0.0199,0.0111,0.0128,0.0134,0.0349,0.0367,0.0413,0.0208,0.0019
688.0,0.0290,0.0192,0.0109,0.0126,0.0130,0.0336,0.0352,0.0408,0.0204,0.0019
688.5,0.0279,0.0183,0.0107,0.0122,0.0127,0.0321,0.0337,0.0402,0.0200,0.0019
689.0,0.0272,0.0176,0.0106,0.0121,0.0124,0.0310,0.0325,0.0398,0.0197,0.0018
689.5,0.0265,0.0171,0.0104,0.0118,0.0122,0.0299,0.0315,0.0395,0.0194,0.0019
690.0,0.0258,0.0165,0.0102,0.0117,0.0119,0.0289,0.0304,0.0391,0.0191,0.0019
690.5,0.0253,0.0160,0.0101,0.0115,0.0117,0.0280,0.0295,0.0388,0.0188,0.0019
691.0,0.0246,0.0154,0.0099,0.0113,0.0115,0.0270,0.0284,0.0384,0.0185,0.0019
691.5,0.0241,0.0151,0.0099,0.0111,0.0113,0.0263,0.0276,0.0382,0.0183,0.0019
692.0,0.0236,0.0146,0.0098,0.0110,0.0111,0.0255,0.0267,0.0380,0.0181,0.0019
692.5,0.0232,0.0142,0.0097,0.0109,0.0110,0.0248,0.0260,0.0377,0.0179,0.0019
693.0,0.0228,0.0139,0.0096,0.0108,0.0108,0.0242,0.0253,0.0374,0.0177,0.0019
693.5,0.0224,0.0136,0.0095,0.0106,0.0107,0.0236,0.0247,0.0372,0.0175,0.0018
694.0,0.0221,0.0133,0.0095,0.0106,0.0105,0.0231,0.0241,0.0370,0.0173,0.0019
694.5,0.0217,0.0129,0.0093,0.0104,0.0104,0.0225,0.0235,0.0367,0.0171,0.0019
695.0,0.0214,0.0127,0.0093,0.0104,0.0103,0.0221,0.0231,0.0365,0.0170,0.0019
695.5,0.0211,0.0124,0.0092,0.0103,0.0101,0.0216,0.0226,0.0364,0.0169,0.0018
696.0,0.0208,0.0122,0.0092,0.0102,0.0100,0.0212,0.0221,0.0363,0.0167,0.0018
696.5,0.0205,0.0120,0.0092,0.0102,0.0099,0.0207,0.0217,0.0363,0.0166,0.0019
697.0,0.0203,0.0117,0.0091,0.0101,0.0098,0.0204,0.0213,0.0362,0.0165,0.0019
697.5,0.0201,0.0116,0.0091,0.0101,0.0097,0.0200,0.0210,0.0361,0.0164,0.0019
698.0,0.0198,0.0113,0.0091,0.0100,0.0096,0.0197,0.0207,0.0360,0.0163,0.0019
698.5,0.0196,0.0112,0.0090,0.0100,0.0095,0.0194,0.0204,0.0358,0.0162,0.0019
699.0,0.0194,0.0110,0.0090,0.0099,0.0094,0.0190,0.0200,0.0356,0.0160,0.0019
699.5,0.0193,0.0108,0.0089,0.0099,0.0093,0.0187,0.0197,0.0355,0.0159,0.0018
700.0,0.0191,0.0106,0.0088,0.0098,0.0092,0.0184,0.0194,0.0353,0.0158,0.0018
700.5,0.0189,0.0105,0.0088,0.0098,0.0092,0.0182,0.0192,0.0353,0.0157,0.0019
701.0,0.0187,0.0104,0.0088,0.0097,0.0091,0.0179,0.0189,0.0351,0.0156,0.0018
701.5,0.0186,0.0103,0.0088,0.0097,0.0091,0.0177,0.0188,0.0350,0.0156,0.0019
702.0,0.0185,0.0102,0.0088,0.0097,0.0090,0.0175,0.0185,0.0349,0.0155,0.0018
702.5,0.0183,0.0101,0.0088,0.0097,0.0089,0.0172,0.0183,0.0348,0.0155,0.0019
703.0,0.0182,0.0100,0.0087,0.0096,0.0089,0.0170,0.0181,0.0347,0.0154,0.0019
703.5,0.0180,0.0099,0.0087,0.0096,0.0087,0.0167,0.0178,0.0345,0.0153,0.0019
704.0,0.0179,0.0098,0.0086,0.0095,0.0087,0.0165,0.0176,0.0345,0.0152,0.0018
704.5,0.0177,0.0097,0.0085,0.0095,0.0086,0.0163,0.0174,0.0344,0.0152,0.0018
705.0,0.0176,0.0095,0.0085,0.0094,0.0085,0.0161,0.0172,0.0344,0.0151,0.0019
705.5,0.0174,0.0094,0.0085,0.0093,0.0084,0.0158,0.0170,0.0343,0.0150,0.0018
706.0,0.0174,0.0093,0.0085,0.0093,0.0084,0.0156,0.0168,0.0342,0.0150,0.0019
706.5,0.0172,0.0092,0.0085,0.0093,0.0083,0.0154,0.0167,0.0341,0.0149,0.0019
707.0,0.0172,0.0091,0.0084,0.0092,0.0083,0.0152,0.0165,0.0340,0.0149,0.0018
707.5,0.0171,0.0090,0.0084,0.0091,0.0083,0.0150,0.0164,0.0339,0.0148,0.0018
708.0,0.0170,0.0090,0.0083,0.0091,0.0083,0.0148,0.0163,0.0338,0.0148,0.0019
708.5,0.0169,0.0089,0.0082,0.0090,0.0082,0.0147,0.0162,0.0336,0.0148,0.0019
709.0,0.0168,0.0088,0.0083,0.0090,0.0082,0.0145,0.0160,0.0335,0.0148,0.0019
709.5,0.0167,0.0087,0.0082,0.0089,0.0081,0.0143,0.0159,0.0334,0.0147,0.0019
710.0,0.0166,0.0086,0.0081,0.0089,0.0081,0.0141,0.0157,0.0332,0.0146,0.0019
710.5,0.0165,0.0086,0.0081,0.0089,0.0081,0.0140,0.0156,0.0330,0.0146,0.0019
711.0,0.0165,0.0085,0.0080,0.0089,0.0080,0.0138,0.0155,0.0327,0.0145,0.0018
711.5,0.0164,0.0084,0.0080,0.0089,0.0081,0.0136,0.0154,0.0325,0.0144,0.0019
712.0,0.0163,0.0083,0.0079,0.0089,0.0081,0.0135,0.0153,0.0324,0.0144,0.0019
712.5,0.0163,0.0083,0.0078,0.0089,0.0080,0.0134,0.0153,0.0322,0.0143,0.0019
713.0,0.0162,0.0082,0.0078,0.0088,0.0080,0.0132,0.0151,0.0320,0.0142,0.0019
713.5,0.0161,0.0082,0.0077,0.0088,0.0080,0.0131,0.0151,0.0318,0.0142,0.0020
714.0,0.0161,0.0081,0.0076,0.0088,0.0080,0.0130,0.0150,0.0317,0.0142,0.0020
714.5,0.0160,0.0081,0.0076,0.0087,0.0080,0.0128,0.0150,0.0315,0.0141,0.0020
715.0,0.0159,0.0081,0.0076,0.0087,0.0080,0.0128,0.0150,0.0313,0.0141,0.0020
715.5,0.0159,0.0080,0.0075,0.0086,0.0079,0.0126,0.0149,0.0312,0.0140,0.0020
716.0,0.0158,0.0079,0.0073,0.0085,0.0079,0.0125,0.0148,0.0311,0.0139,0.0020
716.5,0.0156,0.0078,0.0072,0.0084,0.0079,0.0123,0.0148,0.0309,0.0139,0.0019
717.0,0.0156,0.0078,0.0072,0.0084,0.0080,0.0123,0.0147,0.0309,0.0139,0.0020
717.5,0.0156,0.0077,0.0071,0.0083,0.0079,0.0121,0.0146,0.0308,0.0139,0.0020
718.0,0.0155,0.0077,0.0071,0.0083,0.0079,0.0120,0.0145,0.0307,0.0138,0.0020
718.5,0.0154,0.0076,0.0070,0.0083,0.0079,0.0119,0.0144,0.0305,0.0138,0.0020
719.0,0.0153,0.0076,0.0069,0.0083,0.0079,0.0118,0.0143,0.0304,0.0137,0.0020
