Wavelength Scan - Scanning

Instrument Name:,,,DU 800 Spectrophotometer
Serial Number:,,,8002850
Software Version:,,,"2.1,  Build 5"
Firmware Version:,,,2.0.102
Method Name:,,,LTER Chl
Organization:,,,
Department:,,,
Operator:,,,
Product Name:,,,
Component Name:,,,
Lot Number:,,,
Comment:,,,
Signature 1:,,,
Signature 2:,,,
Signature 3:,,,
Signature 4:,,,
Signature 5:,,,

#,Filename,Acquired
1,,"March 01, 2022 2:17 PM"

Scan Mode:,,,Abs
Start Wavelength:,,,600.0 nm
End Wavelength:,,,775.0 nm
Wavelength Interval:,,,0.5 nm
Scan Speed:,,,600 nm/min

,Sample Name,,Description
1,DCSW1_210804,,300
2,CAP_210804,,100
3,L60_210805,,100
4,DOBA8_210805,,200
5,MDT_210805,,240
6,HP_210805,,400
7,BLA,,3000

nm,Abs 1,Abs 2,Abs 3,Abs 4,Abs 5,Abs 6,Abs 7
608.5,0.0173,0.0248,0.0177,0.0211,0.0207,0.0122,-0.0002
609.0,0.0173,0.0247,0.0176,0.0210,0.0207,0.0121,-0.0002
609.5,0.0173,0.0247,0.0177,0.0209,0.0206,0.0121,-0.0002
610.0,0.0173,0.0247,0.0176,0.0208,0.0205,0.0120,-0.0002
610.5,0.0173,0.0246,0.0175,0.0207,0.0204,0.0120,-0.0002
611.0,0.0172,0.0245,0.0175,0.0205,0.0202,0.0119,-0.0002
611.5,0.0172,0.0244,0.0174,0.0204,0.0200,0.0119,-0.0002
612.0,0.0172,0.0244,0.0173,0.0202,0.0199,0.0118,-0.0002
612.5,0.0172,0.0244,0.0172,0.0201,0.0197,0.0118,-0.0002
613.0,0.0172,0.0243,0.0172,0.0200,0.0196,0.0118,-0.0002
613.5,0.0171,0.0242,0.0171,0.0198,0.0193,0.0117,-0.0002
614.0,0.0172,0.0242,0.0170,0.0196,0.0191,0.0117,-0.0002
614.5,0.0171,0.0241,0.0169,0.0194,0.0189,0.0117,-0.0002
615.0,0.0171,0.0240,0.0168,0.0192,0.0187,0.0116,-0.0002
615.5,0.0171,0.0240,0.0167,0.0191,0.0185,0.0116,-0.0002
616.0,0.0170,0.0239,0.0166,0.0189,0.0183,0.0115,-0.0002
616.5,0.0170,0.0239,0.0165,0.0187,0.0181,0.0115,-0.0002
617.0,0.0169,0.0238,0.0164,0.0185,0.0178,0.0114,-0.0002
617.5,0.0169,0.0238,0.0163,0.0184,0.0177,0.0114,-0.0002
618.0,0.0168,0.0237,0.0162,0.0183,0.0175,0.0114,-0.0002
618.5,0.0167,0.0236,0.0161,0.0181,0.0173,0.0113,-0.0002
619.0,0.0167,0.0236,0.0160,0.0180,0.0171,0.0113,-0.0002
619.5,0.0167,0.0235,0.0159,0.0178,0.0170,0.0112,-0.0002
620.0,0.0166,0.0235,0.0158,0.0177,0.0168,0.0112,-0.0002
620.5,0.0166,0.0234,0.0157,0.0175,0.0166,0.0112,-0.0002
621.0,0.0165,0.0233,0.0156,0.0173,0.0164,0.0111,-0.0003
621.5,0.0165,0.0233,0.0155,0.0173,0.0163,0.0111,-0.0002
622.0,0.0165,0.0233,0.0155,0.0172,0.0162,0.0111,-0.0002
622.5,0.0165,0.0233,0.0154,0.0170,0.0160,0.0111,-0.0002
623.0,0.0165,0.0232,0.0153,0.0170,0.0159,0.0111,-0.0002
623.5,0.0165,0.0231,0.0153,0.0169,0.0158,0.0111,-0.0002
624.0,0.0166,0.0231,0.0152,0.0168,0.0157,0.0111,-0.0002
624.5,0.0166,0.0231,0.0152,0.0168,0.0156,0.0110,-0.0002
625.0,0.0166,0.0230,0.0152,0.0167,0.0156,0.0111,-0.0002
625.5,0.0166,0.0230,0.0152,0.0167,0.0156,0.0111,-0.0002
626.0,0.0165,0.0229,0.0151,0.0166,0.0155,0.0110,-0.0002
626.5,0.0166,0.0229,0.0151,0.0166,0.0155,0.0110,-0.0002
627.0,0.0166,0.0228,0.0151,0.0166,0.0155,0.0111,-0.0002
627.5,0.0166,0.0228,0.0151,0.0166,0.0154,0.0112,-0.0002
628.0,0.0166,0.0227,0.0151,0.0166,0.0155,0.0112,-0.0002
628.5,0.0167,0.0227,0.0151,0.0167,0.0155,0.0113,-0.0003
629.0,0.0167,0.0227,0.0152,0.0167,0.0155,0.0113,-0.0002
629.5,0.0168,0.0227,0.0152,0.0168,0.0156,0.0114,-0.0002
630.0,0.0168,0.0226,0.0153,0.0169,0.0157,0.0115,-0.0003
630.5,0.0168,0.0226,0.0154,0.0170,0.0157,0.0116,-0.0002
631.0,0.0168,0.0226,0.0155,0.0171,0.0159,0.0117,-0.0002
631.5,0.0167,0.0226,0.0155,0.0171,0.0159,0.0117,-0.0002
632.0,0.0165,0.0225,0.0156,0.0173,0.0161,0.0118,-0.0002
632.5,0.0164,0.0225,0.0156,0.0174,0.0161,0.0118,-0.0003
633.0,0.0163,0.0225,0.0158,0.0175,0.0162,0.0119,-0.0003
633.5,0.0161,0.0224,0.0159,0.0176,0.0164,0.0120,-0.0003
634.0,0.0160,0.0224,0.0160,0.0178,0.0165,0.0121,-0.0003
634.5,0.0158,0.0224,0.0161,0.0179,0.0167,0.0122,-0.0003
635.0,0.0156,0.0223,0.0163,0.0181,0.0168,0.0122,-0.0003
635.5,0.0154,0.0223,0.0165,0.0183,0.0170,0.0123,-0.0003
636.0,0.0154,0.0224,0.0167,0.0184,0.0172,0.0124,-0.0002
636.5,0.0153,0.0223,0.0168,0.0186,0.0174,0.0125,-0.0002
637.0,0.0153,0.0223,0.0169,0.0188,0.0175,0.0126,-0.0003
637.5,0.0154,0.0223,0.0172,0.0191,0.0178,0.0127,-0.0002
638.0,0.0154,0.0223,0.0173,0.0193,0.0181,0.0128,-0.0002
638.5,0.0155,0.0223,0.0174,0.0196,0.0184,0.0129,-0.0002
639.0,0.0157,0.0223,0.0177,0.0199,0.0187,0.0131,-0.0002
639.5,0.0158,0.0223,0.0178,0.0201,0.0190,0.0132,-0.0002
640.0,0.0160,0.0223,0.0180,0.0205,0.0193,0.0133,-0.0002
640.5,0.0162,0.0223,0.0183,0.0209,0.0197,0.0134,-0.0003
641.0,0.0164,0.0223,0.0185,0.0212,0.0200,0.0136,-0.0002
641.5,0.0166,0.0222,0.0188,0.0217,0.0205,0.0137,-0.0003
642.0,0.0169,0.0223,0.0191,0.0221,0.0209,0.0139,-0.0003
642.5,0.0171,0.0223,0.0194,0.0225,0.0212,0.0140,-0.0002
643.0,0.0174,0.0223,0.0199,0.0231,0.0218,0.0143,-0.0002
643.5,0.0176,0.0223,0.0202,0.0237,0.0223,0.0145,-0.0002
644.0,0.0180,0.0223,0.0207,0.0244,0.0229,0.0147,-0.0002
644.5,0.0183,0.0223,0.0211,0.0250,0.0235,0.0149,-0.0003
645.0,0.0185,0.0224,0.0215,0.0256,0.0241,0.0152,-0.0002
645.5,0.0189,0.0224,0.0220,0.0263,0.0248,0.0154,-0.0002
646.0,0.0192,0.0224,0.0225,0.0271,0.0255,0.0156,-0.0002
646.5,0.0196,0.0224,0.0230,0.0278,0.0262,0.0158,-0.0002
647.0,0.0201,0.0225,0.0236,0.0287,0.0271,0.0160,-0.0002
647.5,0.0206,0.0225,0.0241,0.0295,0.0279,0.0163,-0.0002
648.0,0.0210,0.0225,0.0247,0.0304,0.0288,0.0166,-0.0003
648.5,0.0214,0.0226,0.0252,0.0312,0.0296,0.0168,-0.0002
649.0,0.0220,0.0227,0.0258,0.0322,0.0305,0.0171,-0.0003
649.5,0.0227,0.0227,0.0265,0.0333,0.0317,0.0175,-0.0002
650.0,0.0232,0.0228,0.0271,0.0342,0.0326,0.0178,-0.0002
650.5,0.0238,0.0228,0.0279,0.0354,0.0338,0.0181,-0.0003
651.0,0.0243,0.0229,0.0285,0.0365,0.0349,0.0184,-0.0002
651.5,0.0249,0.0230,0.0291,0.0375,0.0359,0.0187,-0.0002
652.0,0.0256,0.0231,0.0299,0.0389,0.0373,0.0190,-0.0002
652.5,0.0262,0.0232,0.0306,0.0401,0.0385,0.0192,-0.0002
653.0,0.0268,0.0233,0.0312,0.0412,0.0396,0.0194,-0.0003
653.5,0.0276,0.0234,0.0320,0.0427,0.0411,0.0197,-0.0002
654.0,0.0283,0.0235,0.0326,0.0440,0.0424,0.0200,-0.0003
654.5,0.0291,0.0236,0.0334,0.0454,0.0438,0.0203,-0.0002
655.0,0.0298,0.0236,0.0340,0.0467,0.0451,0.0206,-0.0002
655.5,0.0306,0.0238,0.0347,0.0480,0.0465,0.0209,-0.0002
656.0,0.0315,0.0239,0.0355,0.0496,0.0481,0.0212,-0.0001
656.5,0.0322,0.0240,0.0361,0.0509,0.0494,0.0215,0.0000
657.0,0.0330,0.0241,0.0368,0.0524,0.0509,0.0219,0.0002
657.5,0.0336,0.0242,0.0374,0.0535,0.0521,0.0221,0.0002
658.0,0.0343,0.0242,0.0379,0.0548,0.0533,0.0224,0.0001
658.5,0.0351,0.0244,0.0385,0.0562,0.0549,0.0227,0.0001
659.0,0.0357,0.0245,0.0390,0.0574,0.0560,0.0229,0.0000
659.5,0.0364,0.0245,0.0394,0.0587,0.0574,0.0232,-0.0001
660.0,0.0370,0.0246,0.0398,0.0597,0.0584,0.0235,-0.0002
660.5,0.0374,0.0246,0.0401,0.0606,0.0593,0.0237,-0.0002
661.0,0.0379,0.0247,0.0404,0.0615,0.0603,0.0240,-0.0003
661.5,0.0382,0.0247,0.0406,0.0623,0.0610,0.0241,-0.0002
662.0,0.0386,0.0248,0.0407,0.0630,0.0618,0.0243,-0.0002
662.5,0.0387,0.0248,0.0407,0.0634,0.0622,0.0243,-0.0003
663.0,0.0389,0.0248,0.0407,0.0638,0.0626,0.0244,-0.0002
663.5,0.0389,0.0248,0.0406,0.0640,0.0628,0.0244,-0.0002
664.0,0.0388,0.0248,0.0405,0.0641,0.0629,0.0244,-0.0002
664.5,0.0386,0.0247,0.0401,0.0640,0.0628,0.0243,-0.0002
665.0,0.0384,0.0247,0.0398,0.0637,0.0625,0.0243,-0.0002
665.5,0.0381,0.0246,0.0394,0.0634,0.0621,0.0241,-0.0003
666.0,0.0376,0.0246,0.0389,0.0628,0.0614,0.0241,-0.0002
666.5,0.0371,0.0245,0.0383,0.0621,0.0608,0.0239,-0.0002
667.0,0.0364,0.0243,0.0377,0.0611,0.0597,0.0236,-0.0002
667.5,0.0357,0.0242,0.0370,0.0601,0.0587,0.0233,-0.0003
668.0,0.0349,0.0241,0.0362,0.0590,0.0574,0.0229,-0.0003
668.5,0.0341,0.0239,0.0353,0.0576,0.0560,0.0226,-0.0003
669.0,0.0332,0.0237,0.0345,0.0563,0.0546,0.0222,-0.0003
669.5,0.0323,0.0236,0.0335,0.0546,0.0529,0.0218,-0.0003
670.0,0.0315,0.0234,0.0326,0.0531,0.0514,0.0214,-0.0003
670.5,0.0306,0.0233,0.0316,0.0515,0.0497,0.0210,-0.0003
671.0,0.0295,0.0231,0.0305,0.0495,0.0476,0.0205,-0.0003
671.5,0.0286,0.0229,0.0296,0.0479,0.0461,0.0201,-0.0003
672.0,0.0276,0.0227,0.0286,0.0460,0.0442,0.0196,-0.0003
672.5,0.0266,0.0226,0.0277,0.0445,0.0425,0.0192,-0.0002
673.0,0.0255,0.0223,0.0266,0.0425,0.0406,0.0186,-0.0003
673.5,0.0246,0.0221,0.0257,0.0408,0.0389,0.0182,-0.0003
674.0,0.0237,0.0219,0.0248,0.0392,0.0372,0.0178,-0.0002
674.5,0.0227,0.0218,0.0240,0.0374,0.0355,0.0173,-0.0002
675.0,0.0219,0.0216,0.0232,0.0359,0.0339,0.0169,-0.0002
675.5,0.0210,0.0214,0.0223,0.0341,0.0322,0.0164,-0.0003
676.0,0.0202,0.0212,0.0215,0.0327,0.0307,0.0160,-0.0003
676.5,0.0194,0.0211,0.0208,0.0312,0.0293,0.0156,-0.0003
677.0,0.0186,0.0209,0.0200,0.0296,0.0276,0.0151,-0.0003
677.5,0.0179,0.0207,0.0194,0.0284,0.0264,0.0147,-0.0002
678.0,0.0172,0.0206,0.0188,0.0271,0.0251,0.0144,-0.0003
678.5,0.0166,0.0204,0.0182,0.0259,0.0239,0.0139,-0.0002
679.0,0.0160,0.0202,0.0176,0.0246,0.0225,0.0136,-0.0002
679.5,0.0155,0.0201,0.0171,0.0236,0.0215,0.0134,-0.0003
680.0,0.0149,0.0199,0.0165,0.0225,0.0205,0.0131,-0.0003
680.5,0.0144,0.0198,0.0160,0.0214,0.0194,0.0128,-0.0003
681.0,0.0140,0.0197,0.0156,0.0206,0.0186,0.0124,-0.0003
681.5,0.0135,0.0195,0.0151,0.0195,0.0176,0.0121,-0.0003
682.0,0.0131,0.0194,0.0147,0.0187,0.0168,0.0118,-0.0003
682.5,0.0127,0.0193,0.0144,0.0180,0.0162,0.0115,-0.0002
683.0,0.0122,0.0192,0.0139,0.0171,0.0153,0.0112,-0.0003
683.5,0.0119,0.0191,0.0136,0.0164,0.0148,0.0110,-0.0003
684.0,0.0116,0.0190,0.0133,0.0158,0.0142,0.0108,-0.0003
684.5,0.0113,0.0189,0.0130,0.0151,0.0137,0.0107,-0.0003
685.0,0.0111,0.0188,0.0127,0.0145,0.0132,0.0106,-0.0002
685.5,0.0110,0.0187,0.0125,0.0140,0.0128,0.0106,-0.0002
686.0,0.0109,0.0187,0.0123,0.0135,0.0124,0.0106,-0.0002
686.5,0.0106,0.0185,0.0120,0.0130,0.0120,0.0106,-0.0003
687.0,0.0106,0.0184,0.0119,0.0127,0.0117,0.0107,-0.0002
687.5,0.0104,0.0184,0.0117,0.0122,0.0113,0.0107,-0.0002
688.0,0.0103,0.0183,0.0116,0.0118,0.0111,0.0109,-0.0002
688.5,0.0102,0.0182,0.0113,0.0114,0.0107,0.0110,-0.0003
689.0,0.0100,0.0181,0.0112,0.0111,0.0105,0.0111,-0.0003
689.5,0.0099,0.0181,0.0110,0.0109,0.0102,0.0111,-0.0003
690.0,0.0098,0.0180,0.0109,0.0106,0.0100,0.0109,-0.0003
690.5,0.0097,0.0180,0.0108,0.0105,0.0098,0.0109,-0.0002
691.0,0.0095,0.0179,0.0107,0.0102,0.0096,0.0108,-0.0003
691.5,0.0093,0.0178,0.0106,0.0100,0.0094,0.0108,-0.0003
692.0,0.0091,0.0177,0.0104,0.0098,0.0093,0.0107,-0.0003
692.5,0.0090,0.0177,0.0103,0.0097,0.0091,0.0105,-0.0002
693.0,0.0088,0.0176,0.0102,0.0095,0.0089,0.0103,-0.0003
693.5,0.0087,0.0176,0.0103,0.0095,0.0089,0.0103,-0.0002
694.0,0.0086,0.0175,0.0101,0.0092,0.0087,0.0104,-0.0003
694.5,0.0084,0.0174,0.0101,0.0091,0.0086,0.0103,-0.0003
695.0,0.0082,0.0174,0.0101,0.0089,0.0085,0.0100,-0.0003
695.5,0.0081,0.0173,0.0102,0.0087,0.0084,0.0097,-0.0003
696.0,0.0080,0.0173,0.0103,0.0087,0.0083,0.0097,-0.0002
696.5,0.0079,0.0173,0.0104,0.0086,0.0082,0.0095,-0.0002
697.0,0.0078,0.0172,0.0105,0.0085,0.0081,0.0092,-0.0002
697.5,0.0077,0.0172,0.0106,0.0084,0.0080,0.0089,-0.0002
698.0,0.0076,0.0171,0.0107,0.0084,0.0079,0.0087,-0.0003
698.5,0.0076,0.0171,0.0107,0.0083,0.0078,0.0087,-0.0003
699.0,0.0075,0.0170,0.0108,0.0083,0.0077,0.0085,-0.0002
699.5,0.0075,0.0170,0.0109,0.0082,0.0077,0.0082,-0.0003
700.0,0.0075,0.0169,0.0110,0.0082,0.0076,0.0081,-0.0003
700.5,0.0075,0.0169,0.0111,0.0082,0.0075,0.0081,-0.0002
701.0,0.0075,0.0168,0.0112,0.0082,0.0074,0.0080,-0.0003
701.5,0.0076,0.0168,0.0112,0.0082,0.0074,0.0078,-0.0002
702.0,0.0076,0.0167,0.0112,0.0081,0.0073,0.0077,-0.0003
702.5,0.0077,0.0167,0.0113,0.0081,0.0072,0.0076,-0.0002
703.0,0.0078,0.0166,0.0113,0.0082,0.0073,0.0075,-0.0002
703.5,0.0078,0.0166,0.0113,0.0082,0.0071,0.0073,-0.0002
704.0,0.0079,0.0165,0.0113,0.0082,0.0071,0.0072,-0.0002
704.5,0.0079,0.0165,0.0113,0.0082,0.0071,0.0070,-0.0002
705.0,0.0079,0.0164,0.0113,0.0082,0.0070,0.0069,-0.0002
705.5,0.0079,0.0164,0.0113,0.0082,0.0069,0.0067,-0.0002
706.0,0.0080,0.0163,0.0112,0.0082,0.0069,0.0066,-0.0002
706.5,0.0081,0.0163,0.0112,0.0082,0.0069,0.0064,-0.0003
707.0,0.0080,0.0163,0.0112,0.0081,0.0068,0.0064,-0.0003
707.5,0.0079,0.0163,0.0112,0.0081,0.0068,0.0062,-0.0002
708.0,0.0078,0.0162,0.0111,0.0081,0.0067,0.0061,-0.0003
708.5,0.0078,0.0162,0.0111,0.0081,0.0067,0.0060,-0.0002
709.0,0.0078,0.0161,0.0111,0.0081,0.0066,0.0059,-0.0003
709.5,0.0078,0.0161,0.0111,0.0081,0.0066,0.0059,-0.0002
710.0,0.0077,0.0161,0.0110,0.0080,0.0066,0.0058,-0.0002
710.5,0.0076,0.0160,0.0111,0.0081,0.0065,0.0057,-0.0002
711.0,0.0074,0.0160,0.0111,0.0080,0.0065,0.0056,-0.0003
711.5,0.0072,0.0159,0.0111,0.0081,0.0065,0.0055,-0.0003
712.0,0.0070,0.0159,0.0111,0.0080,0.0065,0.0055,-0.0002
712.5,0.0068,0.0159,0.0111,0.0080,0.0064,0.0054,-0.0002
713.0,0.0067,0.0159,0.0112,0.0079,0.0064,0.0054,-0.0003
713.5,0.0066,0.0159,0.0113,0.0080,0.0064,0.0053,-0.0002
714.0,0.0066,0.0158,0.0113,0.0079,0.0064,0.0053,-0.0003
714.5,0.0066,0.0158,0.0113,0.0079,0.0063,0.0053,-0.0003
715.0,0.0066,0.0158,0.0113,0.0079,0.0063,0.0052,-0.0002
715.5,0.0067,0.0158,0.0114,0.0078,0.0063,0.0053,-0.0002
716.0,0.0067,0.0157,0.0114,0.0077,0.0063,0.0052,-0.0002
716.5,0.0067,0.0157,0.0114,0.0077,0.0062,0.0051,-0.0002
717.0,0.0067,0.0157,0.0113,0.0076,0.0062,0.0051,-0.0002
717.5,0.0066,0.0157,0.0113,0.0076,0.0062,0.0051,-0.0003
718.0,0.0067,0.0157,0.0114,0.0076,0.0062,0.0051,-0.0002
718.5,0.0067,0.0157,0.0114,0.0075,0.0061,0.0051,-0.0002
719.0,0.0067,0.0157,0.0114,0.0075,0.0062,0.0051,-0.0002
719.5,0.0067,0.0157,0.0114,0.0075,0.0061,0.0051,-0.0003
720.0,0.0067,0.0157,0.0115,0.0074,0.0062,0.0052,-0.0002
720.5,0.0066,0.0156,0.0114,0.0073,0.0061,0.0052,-0.0002
721.0,0.0066,0.0156,0.0115,0.0073,0.0061,0.0052,-0.0003
721.5,0.0065,0.0156,0.0115,0.0073,0.0061,0.0052,-0.0003
722.0,0.0064,0.0156,0.0115,0.0073,0.0061,0.0052,-0.0002
722.5,0.0064,0.0156,0.0115,0.0073,0.0060,0.0052,-0.0002
723.0,0.0064,0.0155,0.0115,0.0072,0.0060,0.0052,-0.0003
723.5,0.0063,0.0155,0.0114,0.0072,0.0060,0.0052,-0.0003
724.0,0.0063,0.0155,0.0114,0.0073,0.0060,0.0053,-0.0002
724.5,0.0063,0.0155,0.0113,0.0073,0.0060,0.0053,-0.0003
725.0,0.0063,0.0155,0.0112,0.0073,0.0060,0.0054,-0.0002
725.5,0.0063,0.0155,0.0111,0.0073,0.0059,0.0054,-0.0002
726.0,0.0063,0.0155,0.0110,0.0072,0.0059,0.0054,-0.0003
726.5,0.0064,0.0155,0.0109,0.0074,0.0059,0.0054,-0.0002
727.0,0.0064,0.0155,0.0107,0.0074,0.0059,0.0054,-0.0003
727.5,0.0065,0.0154,0.0105,0.0074,0.0059,0.0054,-0.0003
728.0,0.0067,0.0154,0.0103,0.0075,0.0059,0.0054,-0.0002
728.5,0.0068,0.0154,0.0102,0.0075,0.0059,0.0055,-0.0002
729.0,0.0069,0.0154,0.0102,0.0074,0.0059,0.0055,-0.0002
729.5,0.0069,0.0154,0.0102,0.0074,0.0059,0.0053,-0.0003
730.0,0.0070,0.0153,0.0102,0.0075,0.0059,0.0053,-0.0002
730.5,0.0071,0.0153,0.0103,0.0075,0.0059,0.0052,-0.0002
731.0,0.0071,0.0153,0.0103,0.0075,0.0059,0.0050,-0.0002
731.5,0.0071,0.0153,0.0104,0.0074,0.0058,0.0049,-0.0002
732.0,0.0072,0.0153,0.0106,0.0075,0.0058,0.0049,-0.0002
732.5,0.0072,0.0152,0.0106,0.0074,0.0058,0.0048,-0.0003
733.0,0.0072,0.0152,0.0106,0.0074,0.0057,0.0048,-0.0003
733.5,0.0072,0.0152,0.0107,0.0074,0.0056,0.0047,-0.0002
734.0,0.0072,0.0151,0.0107,0.0074,0.0056,0.0046,-0.0003
734.5,0.0073,0.0151,0.0108,0.0074,0.0055,0.0046,-0.0003
735.0,0.0071,0.0150,0.0115,0.0064,0.0054,0.0055,-0.0003
735.5,0.0071,0.0150,0.0115,0.0063,0.0054,0.0057,-0.0002
736.0,0.0072,0.0149,0.0116,0.0063,0.0054,0.0058,-0.0002
736.5,0.0071,0.0149,0.0115,0.0062,0.0053,0.0058,-0.0002
737.0,0.0071,0.0148,0.0114,0.0061,0.0053,0.0058,-0.0002
737.5,0.0071,0.0149,0.0114,0.0061,0.0053,0.0059,-0.0003
738.0,0.0071,0.0149,0.0114,0.0061,0.0054,0.0060,-0.0002
738.5,0.0070,0.0148,0.0113,0.0060,0.0053,0.0059,-0.0002
739.0,0.0069,0.0148,0.0113,0.0060,0.0053,0.0059,-0.0003
739.5,0.0069,0.0148,0.0113,0.0059,0.0052,0.0059,-0.0002
740.0,0.0068,0.0148,0.0112,0.0058,0.0052,0.0058,-0.0003
740.5,0.0068,0.0148,0.0113,0.0058,0.0052,0.0057,-0.0002
741.0,0.0067,0.0147,0.0113,0.0057,0.0051,0.0057,-0.0003
741.5,0.0067,0.0147,0.0113,0.0056,0.0051,0.0057,-0.0003
742.0,0.0067,0.0147,0.0113,0.0056,0.0051,0.0057,-0.0002
742.5,0.0067,0.0147,0.0114,0.0055,0.0051,0.0057,-0.0003
743.0,0.0066,0.0147,0.0114,0.0055,0.0050,0.0056,-0.0003
743.5,0.0066,0.0147,0.0115,0.0054,0.0051,0.0056,-0.0002
744.0,0.0066,0.0147,0.0115,0.0054,0.0051,0.0056,-0.0003
744.5,0.0066,0.0147,0.0116,0.0053,0.0050,0.0055,-0.0002
745.0,0.0066,0.0147,0.0117,0.0053,0.0051,0.0055,-0.0002
745.5,0.0066,0.0146,0.0118,0.0054,0.0050,0.0055,-0.0002
746.0,0.0066,0.0145,0.0118,0.0053,0.0050,0.0054,-0.0002
746.5,0.0065,0.0145,0.0118,0.0053,0.0049,0.0053,-0.0003
747.0,0.0065,0.0145,0.0119,0.0053,0.0050,0.0054,-0.0002
747.5,0.0065,0.0145,0.0119,0.0054,0.0049,0.0054,-0.0002
748.0,0.0065,0.0146,0.0119,0.0054,0.0049,0.0054,-0.0002
748.5,0.0065,0.0144,0.0118,0.0055,0.0048,0.0054,-0.0003
749.0,0.0065,0.0144,0.0118,0.0055,0.0049,0.0055,-0.0002
749.5,0.0066,0.0144,0.0118,0.0055,0.0049,0.0057,-0.0002
750.0,0.0065,0.0144,0.0118,0.0055,0.0049,0.0058,-0.0002
750.5,0.0065,0.0144,0.0118,0.0055,0.0049,0.0059,-0.0002
751.0,0.0064,0.0143,0.0118,0.0055,0.0048,0.0060,-0.0003
751.5,0.0063,0.0142,0.0118,0.0055,0.0048,0.0061,-0.0002
752.0,0.0062,0.0142,0.0118,0.0055,0.0048,0.0060,-0.0003
752.5,0.0062,0.0142,0.0118,0.0055,0.0047,0.0060,-0.0003
753.0,0.0061,0.0142,0.0119,0.0056,0.0048,0.0060,-0.0002
753.5,0.0061,0.0142,0.0119,0.0055,0.0047,0.0059,-0.0003
754.0,0.0061,0.0141,0.0119,0.0055,0.0047,0.0058,-0.0003
754.5,0.0060,0.0141,0.0119,0.0055,0.0047,0.0058,-0.0003
755.0,0.0061,0.0141,0.0120,0.0055,0.0047,0.0058,-0.0003
755.5,0.0061,0.0140,0.0120,0.0055,0.0047,0.0057,-0.0002
756.0,0.0061,0.0141,0.0120,0.0054,0.0047,0.0056,-0.0002
756.5,0.0060,0.0140,0.0118,0.0054,0.0047,0.0055,-0.0003
757.0,0.0061,0.0140,0.0117,0.0054,0.0047,0.0054,-0.0002
757.5,0.0060,0.0139,0.0115,0.0053,0.0046,0.0053,-0.0003
758.0,0.0060,0.0139,0.0113,0.0052,0.0046,0.0052,-0.0003
758.5,0.0060,0.0139,0.0110,0.0052,0.0046,0.0051,-0.0003
759.0,0.0061,0.0139,0.0108,0.0051,0.0046,0.0049,-0.0002
759.5,0.0061,0.0139,0.0107,0.0050,0.0046,0.0048,-0.0003
760.0,0.0062,0.0139,0.0105,0.0050,0.0046,0.0047,-0.0002
760.5,0.0062,0.0139,0.0105,0.0049,0.0046,0.0046,-0.0002
761.0,0.0062,0.0138,0.0104,0.0049,0.0045,0.0044,-0.0003
761.5,0.0063,0.0138,0.0104,0.0049,0.0045,0.0044,-0.0003
762.0,0.0064,0.0138,0.0103,0.0049,0.0045,0.0043,-0.0003
762.5,0.0064,0.0138,0.0104,0.0049,0.0046,0.0042,-0.0003
