Wavelength Scan - Scanning,,,,,,,,,,
637.5,0.0167,0.0196,0.0186,0.0128,0.017,0.021,0.0122,0.0463,0.0852,-0.001
638,0.0169,0.0197,0.0186,0.0129,0.0171,0.0212,0.0124,0.0468,0.0858,-0.0009
638.5,0.017,0.0197,0.0186,0.0129,0.0172,0.0214,0.0125,0.0472,0.0864,-0.0009
639,0.0171,0.0197,0.0187,0.013,0.0173,0.0217,0.0127,0.0477,0.0871,-0.001
639.5,0.0172,0.0197,0.0188,0.013,0.0174,0.0219,0.0129,0.0482,0.0877,-0.001
640,0.0173,0.0198,0.0189,0.013,0.0175,0.0221,0.0131,0.0488,0.0884,-0.001
640.5,0.0176,0.0198,0.019,0.0131,0.0177,0.0225,0.0133,0.0495,0.0893,-0.001
641,0.0177,0.02,0.0191,0.0132,0.0179,0.0228,0.0135,0.0501,0.0902,-0.001
641.5,0.018,0.0202,0.0191,0.0133,0.0181,0.0232,0.0137,0.0509,0.0915,-0.001
642,0.0182,0.0203,0.0192,0.0133,0.0184,0.0236,0.0139,0.0516,0.0925,-0.001
642.5,0.0184,0.0204,0.0192,0.0134,0.0186,0.0239,0.0141,0.0523,0.0937,-0.001
643,0.0187,0.0206,0.0194,0.0135,0.0189,0.0244,0.0143,0.0533,0.0953,-0.001
643.5,0.019,0.0208,0.0196,0.0136,0.0192,0.0249,0.0146,0.0543,0.0969,-0.001
644,0.0193,0.0211,0.0198,0.0137,0.0196,0.0255,0.0149,0.0554,0.0988,-0.001
644.5,0.0196,0.0213,0.02,0.0138,0.02,0.0261,0.0152,0.0564,0.1006,-0.001
645,0.0199,0.0216,0.0202,0.0139,0.0202,0.0266,0.0155,0.0574,0.1025,-0.001
645.5,0.0203,0.0218,0.0205,0.014,0.0207,0.0273,0.0158,0.0587,0.1048,-0.001
646,0.0206,0.0222,0.0208,0.0141,0.0211,0.0279,0.0162,0.06,0.107,-0.001
646.5,0.0209,0.0226,0.0211,0.0142,0.0214,0.0286,0.0165,0.0613,0.1094,-0.001
647,0.0214,0.0231,0.0216,0.0144,0.022,0.0295,0.0169,0.0629,0.1125,-0.001
647.5,0.0219,0.0236,0.0221,0.0145,0.0224,0.0303,0.0174,0.0644,0.1153,-0.001
648,0.0224,0.0241,0.0225,0.0147,0.023,0.0312,0.0178,0.0662,0.1188,-0.001
648.5,0.0228,0.0246,0.0229,0.0148,0.0235,0.0319,0.0182,0.0677,0.1217,-0.001
649,0.0233,0.0251,0.0235,0.0149,0.0241,0.0327,0.0186,0.0695,0.1253,-0.001
649.5,0.0239,0.0259,0.0241,0.0152,0.0248,0.0337,0.0192,0.0716,0.1298,-0.001
650,0.0244,0.0266,0.0247,0.0154,0.0254,0.0346,0.0198,0.0736,0.1336,-0.001
650.5,0.0251,0.0275,0.0254,0.0156,0.0261,0.0357,0.0203,0.0759,0.1386,-0.001
651,0.0257,0.0282,0.0261,0.0159,0.0267,0.0368,0.0209,0.078,0.1429,-0.001
651.5,0.0262,0.0289,0.0267,0.016,0.0273,0.0377,0.0213,0.08,0.147,-0.0011
652,0.027,0.0299,0.0276,0.0164,0.0282,0.0391,0.022,0.0827,0.1528,-0.001
652.5,0.0276,0.0308,0.0283,0.0166,0.0289,0.0403,0.0226,0.0851,0.1579,-0.001
653,0.0283,0.0317,0.029,0.0169,0.0298,0.0414,0.0232,0.0875,0.1631,-0.001
653.5,0.0291,0.033,0.0299,0.0172,0.0309,0.0429,0.0239,0.0904,0.1697,-0.001
654,0.0297,0.034,0.0306,0.0174,0.0317,0.0441,0.0245,0.0928,0.1751,-0.0011
654.5,0.0306,0.0352,0.0316,0.0178,0.0327,0.0457,0.0252,0.0958,0.1817,-0.001
655,0.0313,0.0362,0.0324,0.018,0.0335,0.047,0.0258,0.0984,0.1876,-0.0011
655.5,0.032,0.0374,0.0333,0.0183,0.0343,0.0483,0.0264,0.1011,0.1939,-0.0011
656,0.0329,0.0388,0.0345,0.0187,0.0353,0.05,0.0272,0.1044,0.2014,-0.001
656.5,0.0336,0.0399,0.0354,0.0189,0.0361,0.0513,0.0277,0.107,0.2076,-0.0011
657,0.0346,0.0412,0.0365,0.0193,0.0369,0.0528,0.0285,0.1101,0.215,-0.0011
657.5,0.0353,0.0423,0.0374,0.0196,0.0375,0.054,0.029,0.1126,0.2209,-0.0011
658,0.036,0.0435,0.0383,0.0199,0.0381,0.0553,0.0296,0.1152,0.2273,-0.0011
658.5,0.0369,0.0448,0.0394,0.0203,0.0387,0.0568,0.0304,0.1182,0.2347,-0.0011
659,0.0376,0.0458,0.0404,0.0205,0.0392,0.0581,0.0309,0.1206,0.2407,-0.001
659.5,0.0384,0.0469,0.0413,0.0208,0.0398,0.0594,0.0315,0.1232,0.2474,-0.001
660,0.039,0.0478,0.0421,0.021,0.0403,0.0605,0.032,0.1253,0.2527,-0.001
660.5,0.0396,0.0486,0.0427,0.0212,0.0409,0.0615,0.0325,0.1271,0.2574,-0.001
661,0.0402,0.0496,0.0435,0.0215,0.0416,0.0626,0.033,0.1292,0.263,-0.001
661.5,0.0407,0.0504,0.0441,0.0217,0.042,0.0635,0.0334,0.1309,0.2672,-0.001
662,0.0411,0.0512,0.0448,0.0218,0.0425,0.0644,0.0337,0.1325,0.2716,-0.001
662.5,0.0415,0.0517,0.0451,0.0219,0.0429,0.0649,0.034,0.1335,0.2746,-0.001
663,0.0417,0.0522,0.0453,0.022,0.0431,0.0654,0.0342,0.1343,0.2771,-0.0011
663.5,0.042,0.0526,0.0456,0.022,0.0433,0.0658,0.0343,0.135,0.2795,-0.0011
664,0.0421,0.0529,0.0457,0.022,0.0435,0.0661,0.0343,0.1353,0.2809,-0.0011
664.5,0.0421,0.053,0.0457,0.022,0.0435,0.0661,0.0342,0.1353,0.2819,-0.0011
665,0.042,0.0531,0.0456,0.0219,0.0434,0.066,0.0341,0.1349,0.282,-0.0011
665.5,0.0419,0.053,0.0455,0.0218,0.0433,0.0658,0.0339,0.1343,0.2815,-0.0011
666,0.0416,0.0527,0.0452,0.0217,0.043,0.0655,0.0336,0.1332,0.28,-0.0011
666.5,0.0414,0.0524,0.0449,0.0216,0.0427,0.0651,0.0333,0.1321,0.278,-0.001
667,0.0408,0.0518,0.0444,0.0214,0.0422,0.0644,0.0328,0.1303,0.2747,-0.0011
667.5,0.0404,0.0512,0.0439,0.0212,0.0416,0.0637,0.0323,0.1284,0.2712,-0.001
668,0.0398,0.0504,0.0432,0.021,0.041,0.0627,0.0317,0.1262,0.2667,-0.001
668.5,0.0391,0.0493,0.0424,0.0207,0.0401,0.0615,0.031,0.1235,0.2611,-0.0011
669,0.0383,0.0483,0.0416,0.0204,0.0394,0.0603,0.0303,0.1209,0.2557,-0.0011
669.5,0.0374,0.0471,0.0405,0.02,0.0385,0.0587,0.0294,0.1175,0.2487,-0.0011
670,0.0366,0.046,0.0396,0.0197,0.0376,0.0572,0.0287,0.1145,0.2424,-0.0011
670.5,0.0356,0.0447,0.0385,0.0193,0.0366,0.0556,0.0277,0.1112,0.2354,-0.0011
671,0.0344,0.0432,0.0372,0.0189,0.0353,0.0536,0.0267,0.1071,0.2266,-0.0011
671.5,0.0335,0.042,0.0361,0.0186,0.0344,0.052,0.0258,0.104,0.2198,-0.0012
672,0.0325,0.0405,0.0349,0.0182,0.0333,0.05,0.0248,0.1,0.2114,-0.0011
672.5,0.0315,0.0392,0.0337,0.0178,0.0323,0.0483,0.0239,0.0966,0.204,-0.0011
673,0.0304,0.0376,0.0324,0.0173,0.0312,0.0462,0.0228,0.0926,0.1952,-0.0011
673.5,0.0294,0.0362,0.0313,0.0169,0.0302,0.0444,0.022,0.089,0.1875,-0.0011
674,0.0284,0.0348,0.03,0.0165,0.0291,0.0425,0.021,0.0854,0.1795,-0.0011
674.5,0.0273,0.0333,0.0288,0.016,0.028,0.0405,0.02,0.0816,0.171,-0.0011
675,0.0264,0.032,0.0277,0.0157,0.0271,0.0388,0.0191,0.0784,0.1638,-0.0011
675.5,0.0253,0.0305,0.0265,0.0153,0.026,0.0367,0.018,0.0745,0.1551,-0.0011
676,0.0243,0.0292,0.0254,0.0149,0.025,0.035,0.0171,0.0712,0.1481,-0.0011
676.5,0.0234,0.0279,0.0243,0.0146,0.0241,0.0333,0.0163,0.068,0.1411,-0.0011
677,0.0222,0.0263,0.023,0.0142,0.023,0.0313,0.0153,0.0642,0.1327,-0.0011
677.5,0.0214,0.0252,0.022,0.0138,0.0222,0.0298,0.0146,0.0614,0.1266,-0.0011
678,0.0204,0.0238,0.021,0.0134,0.0213,0.0281,0.0137,0.0582,0.1196,-0.0012
678.5,0.0196,0.0227,0.02,0.0131,0.0206,0.0266,0.013,0.0554,0.1135,-0.0011
679,0.0186,0.0213,0.019,0.0128,0.0198,0.0249,0.0122,0.0523,0.1067,-0.0011
679.5,0.0179,0.0201,0.0181,0.0125,0.0191,0.0234,0.0115,0.0498,0.1012,-0.0011
680,0.0171,0.019,0.0173,0.0121,0.0183,0.022,0.0109,0.0472,0.0956,-0.0011
680.5,0.0163,0.0178,0.0164,0.0119,0.0177,0.0206,0.0101,0.0445,0.0898,-0.0011
681,0.0158,0.017,0.0157,0.0116,0.0174,0.0194,0.0097,0.0425,0.0854,-0.0011
681.5,0.0151,0.0159,0.0149,0.0113,0.017,0.018,0.009,0.04,0.0799,-0.0011
682,0.0145,0.0152,0.0142,0.0111,0.0167,0.0168,0.0085,0.038,0.0756,-0.0011
682.5,0.014,0.0144,0.0135,0.0108,0.0165,0.0156,0.008,0.0362,0.0716,-0.0011
683,0.0134,0.0135,0.0129,0.0104,0.0161,0.0144,0.0076,0.0341,0.0671,-0.0011
683.5,0.0128,0.0129,0.0124,0.0102,0.0158,0.0136,0.0071,0.0326,0.0638,-0.0011
684,0.0123,0.0122,0.0119,0.01,0.0155,0.0126,0.0068,0.031,0.0605,-0.0011
684.5,0.0119,0.0118,0.0113,0.0098,0.0151,0.0118,0.0064,0.0297,0.0577,-0.0011
685,0.0115,0.0113,0.0109,0.0097,0.0147,0.0109,0.006,0.0282,0.0546,-0.0011
685.5,0.0112,0.0109,0.0105,0.0096,0.0144,0.0102,0.0057,0.0271,0.0523,-0.0011
686,0.0108,0.0106,0.0101,0.0094,0.0141,0.0096,0.0054,0.026,0.05,-0.0011
686.5,0.0105,0.0103,0.0097,0.0093,0.0138,0.009,0.0051,0.0249,0.0478,-0.0011
687,0.0102,0.0101,0.0094,0.0092,0.0135,0.0086,0.0048,0.0241,0.0461,-0.0011
687.5,0.0099,0.0099,0.009,0.0091,0.0132,0.0081,0.0045,0.0231,0.044,-0.0011
688,0.0096,0.0097,0.0088,0.009,0.0129,0.0077,0.0043,0.0224,0.0424,-0.0011
688.5,0.0094,0.0094,0.0085,0.009,0.0126,0.0073,0.0041,0.0216,0.0407,-0.0011
689,0.0092,0.0093,0.0083,0.0088,0.0124,0.007,0.0039,0.021,0.0394,-0.0011
689.5,0.0091,0.009,0.0081,0.0088,0.0121,0.0067,0.0038,0.0204,0.0381,-0.0012
690,0.0089,0.0088,0.0079,0.0087,0.012,0.0065,0.0036,0.0198,0.0369,-0.0011
690.5,0.0087,0.0086,0.0078,0.0086,0.0119,0.0063,0.0036,0.0193,0.0358,-0.0011
691,0.0085,0.0085,0.0075,0.0086,0.0117,0.0061,0.0034,0.0188,0.0347,-0.0011
691.5,0.0084,0.0084,0.0074,0.0086,0.0115,0.006,0.0033,0.0184,0.0339,-0.0011
692,0.0083,0.0081,0.0073,0.0085,0.0113,0.0059,0.0032,0.0179,0.033,-0.0011
692.5,0.0082,0.0079,0.0071,0.0084,0.0111,0.0057,0.0031,0.0175,0.0323,-0.0011
693,0.008,0.0077,0.007,0.0084,0.011,0.0056,0.0029,0.0171,0.0315,-0.0012
693.5,0.008,0.0075,0.0069,0.0084,0.0108,0.0055,0.0029,0.0168,0.0309,-0.0011
694,0.0078,0.0073,0.0068,0.0083,0.0106,0.0054,0.0028,0.0166,0.0304,-0.0011
694.5,0.0077,0.0071,0.0067,0.0083,0.0103,0.0052,0.0027,0.0162,0.0297,-0.0011
695,0.0076,0.007,0.0065,0.0083,0.0099,0.0051,0.0026,0.016,0.0293,-0.0011
695.5,0.0075,0.0069,0.0064,0.0084,0.0095,0.0049,0.0025,0.0157,0.0288,-0.0011
696,0.0075,0.0068,0.0063,0.0084,0.0094,0.0048,0.0025,0.0155,0.0283,-0.0011
696.5,0.0074,0.0065,0.0062,0.0084,0.0092,0.0046,0.0024,0.0152,0.0279,-0.0012
697,0.0073,0.0064,0.0061,0.0084,0.009,0.0045,0.0024,0.015,0.0276,-0.0011
697.5,0.0073,0.0063,0.006,0.0085,0.0089,0.0045,0.0024,0.0148,0.0273,-0.0011
698,0.0071,0.0062,0.0059,0.0085,0.0089,0.0044,0.0024,0.0146,0.027,-0.0011
698.5,0.007,0.0061,0.0058,0.0086,0.0089,0.0043,0.0023,0.0144,0.0268,-0.0011
699,0.0068,0.006,0.0057,0.0086,0.009,0.0041,0.0022,0.0142,0.0266,-0.0011
699.5,0.0067,0.0059,0.0057,0.0088,0.0089,0.004,0.0022,0.0141,0.0265,-0.0011
700,0.0065,0.0056,0.0056,0.0087,0.0088,0.0039,0.0021,0.0138,0.0263,-0.0012
700.5,0.0065,0.0054,0.0056,0.0089,0.0088,0.0038,0.0021,0.0137,0.0261,-0.0011
701,0.0065,0.0052,0.0056,0.009,0.0088,0.0037,0.0021,0.0135,0.0259,-0.0011
701.5,0.0064,0.0051,0.0056,0.0091,0.0088,0.0035,0.0021,0.0134,0.0257,-0.0011
702,0.0063,0.005,0.0056,0.0091,0.0088,0.0034,0.002,0.0133,0.0256,-0.0011
702.5,0.0063,0.0049,0.0055,0.0092,0.0088,0.0033,0.002,0.0131,0.0253,-0.0012
703,0.0062,0.0048,0.0055,0.0092,0.0089,0.0032,0.0019,0.0131,0.0251,-0.0011
703.5,0.0062,0.0047,0.0055,0.0092,0.009,0.0031,0.0019,0.0129,0.0249,-0.0011
704,0.0062,0.0046,0.0055,0.0094,0.0092,0.0031,0.0019,0.0128,0.0247,-0.0011
704.5,0.0063,0.0045,0.0054,0.0095,0.0093,0.003,0.0018,0.0127,0.0244,-0.0011
705,0.0063,0.0044,0.0053,0.0096,0.0093,0.0028,0.0018,0.0126,0.0243,-0.0011
705.5,0.0063,0.0043,0.0053,0.0095,0.0094,0.0028,0.0018,0.0124,0.0241,-0.0011
706,0.0063,0.0042,0.0053,0.0096,0.0095,0.0027,0.0017,0.0123,0.024,-0.0011
706.5,0.0063,0.0042,0.0053,0.0096,0.0096,0.0027,0.0018,0.0122,0.0239,-0.0011
707,0.0062,0.0041,0.0052,0.0096,0.0096,0.0026,0.0016,0.0121,0.0236,-0.0011
707.5,0.0062,0.0041,0.0052,0.0096,0.0095,0.0026,0.0017,0.0121,0.0235,-0.0011
708,0.0061,0.004,0.0051,0.0095,0.0093,0.0026,0.0016,0.0119,0.0233,-0.0011
708.5,0.0061,0.004,0.0051,0.0095,0.0093,0.0026,0.0015,0.0118,0.0231,-0.0012
709,0.006,0.0039,0.005,0.0095,0.0093,0.0026,0.0015,0.0117,0.023,-0.0012
709.5,0.006,0.0039,0.005,0.0094,0.0092,0.0025,0.0015,0.0116,0.023,-0.0012
710,0.0061,0.0039,0.005,0.0095,0.0092,0.0025,0.0015,0.0115,0.0229,-0.0011
710.5,0.006,0.0038,0.0049,0.0093,0.0092,0.0023,0.0015,0.0115,0.0229,-0.0011
711,0.006,0.0037,0.0049,0.009,0.0093,0.0023,0.0014,0.0114,0.0228,-0.0011
711.5,0.0061,0.0037,0.0049,0.009,0.0093,0.0021,0.0014,0.0113,0.0228,-0.0011
712,0.006,0.0036,0.0048,0.0089,0.0092,0.002,0.0013,0.0112,0.0226,-0.0011
712.5,0.006,0.0036,0.0048,0.0088,0.0092,0.002,0.0013,0.0112,0.0225,-0.0011
713,0.006,0.0036,0.0047,0.0087,0.0091,0.002,0.0012,0.0111,0.0225,-0.0012
713.5,0.006,0.0036,0.0047,0.0087,0.0091,0.0019,0.0012,0.011,0.0226,-0.0011
714,0.006,0.0036,0.0047,0.0085,0.0091,0.0019,0.0012,0.011,0.0228,-0.0011
714.5,0.006,0.0035,0.0047,0.0084,0.009,0.002,0.0012,0.0109,0.0229,-0.0011
715,0.0059,0.0034,0.0046,0.0083,0.0088,0.002,0.0012,0.0108,0.023,-0.0011
715.5,0.0059,0.0033,0.0046,0.0082,0.0086,0.0019,0.0011,0.0108,0.0233,-0.0011
716,0.0059,0.0033,0.0046,0.0082,0.0085,0.002,0.0011,0.0107,0.0233,-0.0011
716.5,0.0059,0.0033,0.0045,0.0081,0.0085,0.002,0.0011,0.0107,0.0233,-0.0011
717,0.0058,0.0033,0.0045,0.0081,0.0084,0.0019,0.0012,0.0106,0.0234,-0.0011
717.5,0.0058,0.0033,0.0045,0.008,0.0084,0.0019,0.0011,0.0105,0.0233,-0.0011
718,0.0058,0.0032,0.0045,0.008,0.0083,0.002,0.0011,0.0105,0.0232,-0.0012
718.5,0.0058,0.0032,0.0044,0.008,0.0082,0.002,0.0012,0.0104,0.0232,-0.0011
719,0.0058,0.0032,0.0044,0.0079,0.0081,0.002,0.0012,0.0103,0.0231,-0.0012
719.5,0.0058,0.0032,0.0044,0.0079,0.008,0.0021,0.0012,0.0104,0.023,-0.0011
720,0.0059,0.0032,0.0045,0.0079,0.0078,0.0022,0.0013,0.0103,0.023,-0.0011
720.5,0.0058,0.0031,0.0044,0.0079,0.0077,0.0023,0.0012,0.0103,0.023,-0.0011
721,0.0058,0.003,0.0045,0.008,0.0076,0.0025,0.0012,0.0103,0.0231,-0.0011
721.5,0.0059,0.003,0.0045,0.0081,0.0075,0.0025,0.0012,0.0103,0.0232,-0.0011
722,0.0059,0.003,0.0045,0.0081,0.0076,0.0026,0.0012,0.0102,0.0233,-0.0011
722.5,0.0059,0.0029,0.0045,0.0081,0.0076,0.0027,0.0014,0.0102,0.0233,-0.0011
723,0.006,0.0029,0.0045,0.0081,0.0076,0.0027,0.0014,0.0102,0.0234,-0.0011
723.5,0.006,0.0029,0.0044,0.008,0.0074,0.0027,0.0014,0.0101,0.0232,-0.0011
