Wavelength Scan - Scanning

Instrument Name:,,,DU 800 Spectrophotometer
Serial Number:,,,8002850
Software Version:,,,"2.1,  Build 5"
Firmware Version:,,,2.0.102
Method Name:,,,LTER Chl
Organization:,,,
Department:,,,
Operator:,,,
Product Name:,,,
Component Name:,,,
Lot Number:,,,
Comment:,,,
Signature 1:,,,
Signature 2:,,,
Signature 3:,,,
Signature 4:,,,
Signature 5:,,,

#,Filename,Acquired
1,,"January 20, 2022 12:45 PM"

Scan Mode:,,,Abs
Start Wavelength:,,,600.0 nm
End Wavelength:,,,775.0 nm
Wavelength Interval:,,,0.5 nm
Scan Speed:,,,600 nm/min

,Sample Name,,Description
1,MDT_210617,,100
2,DOBA8_210617,,200
3,DCSW3_210621,,200
4,KP_210622,,65
5,DCSW2_210621,,200
6,L60_210618,,500
7,DCSW1_210621,,500
8,ELV_210617,,100
9,O-N_210622,,100
10,O-S_210622,,200
11,BLA,,3000

nm,Abs 1,Abs 2,Abs 3,Abs 4,Abs 5,Abs 6,Abs 7,Abs 8,Abs 9,Abs 10,Abs 11
605.0,0.0119,0.0203,0.0083,0.0221,0.0124,0.0167,0.0022,0.0136,0.0134,0.0140,0.0067
605.5,0.0121,0.0204,0.0084,0.0223,0.0124,0.0167,0.0021,0.0137,0.0135,0.0140,0.0067
606.0,0.0123,0.0204,0.0084,0.0225,0.0125,0.0167,0.0021,0.0138,0.0135,0.0140,0.0067
606.5,0.0125,0.0205,0.0085,0.0226,0.0126,0.0167,0.0021,0.0140,0.0136,0.0140,0.0067
607.0,0.0127,0.0205,0.0084,0.0228,0.0126,0.0166,0.0021,0.0141,0.0135,0.0140,0.0067
607.5,0.0128,0.0204,0.0084,0.0230,0.0127,0.0166,0.0022,0.0142,0.0135,0.0140,0.0066
608.0,0.0130,0.0205,0.0085,0.0231,0.0128,0.0166,0.0022,0.0143,0.0135,0.0140,0.0066
608.5,0.0132,0.0205,0.0085,0.0233,0.0129,0.0166,0.0022,0.0145,0.0135,0.0141,0.0066
609.0,0.0133,0.0205,0.0085,0.0234,0.0130,0.0166,0.0022,0.0146,0.0136,0.0141,0.0066
609.5,0.0135,0.0206,0.0085,0.0236,0.0130,0.0166,0.0022,0.0147,0.0136,0.0141,0.0066
610.0,0.0136,0.0205,0.0085,0.0237,0.0131,0.0166,0.0022,0.0148,0.0136,0.0141,0.0066
610.5,0.0137,0.0206,0.0085,0.0238,0.0131,0.0166,0.0022,0.0149,0.0137,0.0140,0.0066
611.0,0.0138,0.0206,0.0086,0.0239,0.0131,0.0166,0.0022,0.0150,0.0138,0.0140,0.0066
611.5,0.0139,0.0206,0.0085,0.0240,0.0131,0.0166,0.0021,0.0150,0.0138,0.0140,0.0066
612.0,0.0140,0.0206,0.0086,0.0242,0.0131,0.0166,0.0022,0.0151,0.0138,0.0140,0.0066
612.5,0.0139,0.0206,0.0086,0.0242,0.0131,0.0166,0.0021,0.0151,0.0138,0.0140,0.0066
613.0,0.0139,0.0206,0.0086,0.0244,0.0131,0.0166,0.0021,0.0151,0.0138,0.0140,0.0066
613.5,0.0139,0.0206,0.0086,0.0245,0.0130,0.0166,0.0021,0.0152,0.0138,0.0140,0.0066
614.0,0.0139,0.0206,0.0086,0.0245,0.0130,0.0166,0.0021,0.0152,0.0137,0.0140,0.0066
614.5,0.0140,0.0205,0.0086,0.0246,0.0130,0.0165,0.0021,0.0152,0.0138,0.0139,0.0066
615.0,0.0141,0.0205,0.0086,0.0247,0.0129,0.0165,0.0021,0.0152,0.0138,0.0139,0.0066
615.5,0.0142,0.0205,0.0086,0.0248,0.0128,0.0165,0.0021,0.0152,0.0138,0.0139,0.0066
616.0,0.0142,0.0205,0.0085,0.0248,0.0127,0.0165,0.0020,0.0152,0.0137,0.0139,0.0066
616.5,0.0143,0.0205,0.0085,0.0249,0.0127,0.0164,0.0020,0.0152,0.0138,0.0138,0.0066
617.0,0.0143,0.0204,0.0085,0.0250,0.0127,0.0164,0.0019,0.0152,0.0137,0.0138,0.0065
617.5,0.0143,0.0205,0.0085,0.0251,0.0128,0.0164,0.0020,0.0153,0.0137,0.0138,0.0066
618.0,0.0144,0.0204,0.0085,0.0252,0.0128,0.0164,0.0019,0.0153,0.0136,0.0137,0.0066
618.5,0.0145,0.0205,0.0085,0.0253,0.0129,0.0165,0.0020,0.0153,0.0136,0.0137,0.0066
619.0,0.0144,0.0204,0.0085,0.0254,0.0128,0.0164,0.0019,0.0152,0.0135,0.0137,0.0066
619.5,0.0144,0.0204,0.0085,0.0255,0.0128,0.0165,0.0019,0.0152,0.0135,0.0136,0.0066
620.0,0.0144,0.0204,0.0085,0.0257,0.0128,0.0164,0.0019,0.0152,0.0134,0.0136,0.0065
620.5,0.0144,0.0204,0.0085,0.0257,0.0128,0.0165,0.0019,0.0152,0.0134,0.0136,0.0065
621.0,0.0144,0.0204,0.0084,0.0259,0.0128,0.0164,0.0019,0.0152,0.0134,0.0135,0.0066
621.5,0.0143,0.0204,0.0084,0.0260,0.0127,0.0164,0.0018,0.0152,0.0133,0.0135,0.0065
622.0,0.0142,0.0205,0.0084,0.0261,0.0127,0.0164,0.0019,0.0152,0.0133,0.0135,0.0065
622.5,0.0142,0.0205,0.0083,0.0263,0.0127,0.0163,0.0019,0.0151,0.0132,0.0135,0.0066
623.0,0.0142,0.0204,0.0083,0.0264,0.0127,0.0163,0.0019,0.0151,0.0132,0.0135,0.0066
623.5,0.0141,0.0204,0.0083,0.0266,0.0126,0.0162,0.0019,0.0150,0.0130,0.0135,0.0065
624.0,0.0141,0.0205,0.0082,0.0267,0.0127,0.0162,0.0019,0.0150,0.0129,0.0135,0.0065
624.5,0.0141,0.0205,0.0082,0.0269,0.0129,0.0162,0.0019,0.0150,0.0128,0.0135,0.0065
625.0,0.0142,0.0205,0.0082,0.0270,0.0132,0.0161,0.0019,0.0150,0.0127,0.0134,0.0065
625.5,0.0143,0.0205,0.0081,0.0272,0.0135,0.0161,0.0019,0.0149,0.0125,0.0134,0.0066
626.0,0.0144,0.0205,0.0081,0.0272,0.0135,0.0161,0.0018,0.0149,0.0124,0.0133,0.0065
626.5,0.0145,0.0205,0.0081,0.0275,0.0135,0.0161,0.0018,0.0148,0.0124,0.0133,0.0065
627.0,0.0146,0.0205,0.0081,0.0275,0.0136,0.0160,0.0018,0.0148,0.0123,0.0133,0.0065
627.5,0.0146,0.0206,0.0081,0.0277,0.0135,0.0160,0.0018,0.0148,0.0123,0.0132,0.0065
628.0,0.0147,0.0206,0.0081,0.0278,0.0135,0.0160,0.0018,0.0148,0.0123,0.0132,0.0065
628.5,0.0147,0.0206,0.0081,0.0279,0.0134,0.0160,0.0018,0.0148,0.0122,0.0132,0.0065
629.0,0.0148,0.0207,0.0082,0.0281,0.0133,0.0160,0.0019,0.0149,0.0123,0.0132,0.0065
629.5,0.0148,0.0207,0.0082,0.0281,0.0132,0.0159,0.0018,0.0148,0.0123,0.0132,0.0065
630.0,0.0148,0.0208,0.0082,0.0282,0.0132,0.0158,0.0018,0.0148,0.0122,0.0132,0.0065
630.5,0.0148,0.0208,0.0082,0.0283,0.0133,0.0158,0.0018,0.0149,0.0122,0.0132,0.0065
631.0,0.0148,0.0209,0.0083,0.0284,0.0134,0.0158,0.0019,0.0149,0.0122,0.0133,0.0065
631.5,0.0148,0.0209,0.0083,0.0284,0.0135,0.0157,0.0019,0.0150,0.0121,0.0133,0.0065
632.0,0.0147,0.0209,0.0084,0.0285,0.0134,0.0157,0.0019,0.0150,0.0121,0.0133,0.0065
632.5,0.0148,0.0209,0.0084,0.0285,0.0134,0.0157,0.0019,0.0151,0.0121,0.0133,0.0065
633.0,0.0148,0.0209,0.0084,0.0285,0.0134,0.0156,0.0019,0.0152,0.0122,0.0133,0.0065
633.5,0.0148,0.0209,0.0085,0.0285,0.0134,0.0156,0.0019,0.0153,0.0122,0.0134,0.0064
634.0,0.0149,0.0210,0.0086,0.0286,0.0135,0.0156,0.0020,0.0153,0.0122,0.0134,0.0065
634.5,0.0149,0.0210,0.0086,0.0285,0.0136,0.0155,0.0020,0.0154,0.0123,0.0135,0.0065
635.0,0.0150,0.0210,0.0086,0.0285,0.0135,0.0155,0.0020,0.0155,0.0123,0.0135,0.0065
635.5,0.0150,0.0211,0.0087,0.0285,0.0134,0.0155,0.0021,0.0156,0.0124,0.0136,0.0065
636.0,0.0150,0.0211,0.0087,0.0285,0.0132,0.0155,0.0021,0.0156,0.0124,0.0136,0.0065
636.5,0.0151,0.0212,0.0088,0.0285,0.0130,0.0154,0.0021,0.0157,0.0126,0.0137,0.0065
637.0,0.0151,0.0212,0.0089,0.0285,0.0131,0.0155,0.0022,0.0158,0.0127,0.0138,0.0065
637.5,0.0150,0.0214,0.0090,0.0286,0.0133,0.0155,0.0022,0.0159,0.0128,0.0139,0.0065
638.0,0.0149,0.0215,0.0090,0.0286,0.0135,0.0154,0.0022,0.0160,0.0129,0.0139,0.0065
638.5,0.0148,0.0216,0.0091,0.0286,0.0137,0.0155,0.0023,0.0162,0.0130,0.0140,0.0065
639.0,0.0146,0.0217,0.0092,0.0286,0.0138,0.0154,0.0024,0.0163,0.0131,0.0140,0.0064
639.5,0.0145,0.0218,0.0093,0.0287,0.0141,0.0155,0.0025,0.0165,0.0132,0.0141,0.0065
640.0,0.0144,0.0219,0.0093,0.0288,0.0142,0.0154,0.0026,0.0167,0.0134,0.0142,0.0065
640.5,0.0144,0.0221,0.0094,0.0289,0.0146,0.0154,0.0028,0.0169,0.0135,0.0143,0.0064
641.0,0.0145,0.0223,0.0096,0.0291,0.0149,0.0154,0.0029,0.0172,0.0137,0.0144,0.0064
641.5,0.0146,0.0225,0.0098,0.0292,0.0153,0.0154,0.0030,0.0174,0.0140,0.0146,0.0064
642.0,0.0147,0.0227,0.0099,0.0294,0.0157,0.0154,0.0031,0.0176,0.0142,0.0147,0.0064
642.5,0.0148,0.0228,0.0100,0.0296,0.0160,0.0154,0.0031,0.0179,0.0143,0.0148,0.0064
643.0,0.0150,0.0230,0.0102,0.0299,0.0165,0.0154,0.0032,0.0182,0.0147,0.0150,0.0064
643.5,0.0152,0.0232,0.0104,0.0302,0.0169,0.0155,0.0033,0.0185,0.0149,0.0152,0.0064
644.0,0.0155,0.0235,0.0106,0.0307,0.0174,0.0155,0.0034,0.0189,0.0153,0.0155,0.0064
644.5,0.0158,0.0238,0.0109,0.0312,0.0179,0.0156,0.0036,0.0193,0.0156,0.0158,0.0064
645.0,0.0162,0.0241,0.0111,0.0316,0.0183,0.0156,0.0036,0.0197,0.0159,0.0161,0.0064
645.5,0.0167,0.0244,0.0113,0.0321,0.0188,0.0156,0.0037,0.0201,0.0162,0.0164,0.0064
646.0,0.0172,0.0248,0.0116,0.0327,0.0194,0.0157,0.0038,0.0206,0.0165,0.0168,0.0064
646.5,0.0177,0.0251,0.0118,0.0334,0.0199,0.0158,0.0040,0.0211,0.0169,0.0171,0.0064
647.0,0.0182,0.0256,0.0121,0.0342,0.0205,0.0158,0.0042,0.0218,0.0174,0.0174,0.0064
647.5,0.0188,0.0259,0.0125,0.0349,0.0212,0.0159,0.0044,0.0223,0.0178,0.0177,0.0064
648.0,0.0195,0.0264,0.0128,0.0359,0.0219,0.0160,0.0045,0.0230,0.0183,0.0181,0.0064
648.5,0.0200,0.0267,0.0131,0.0367,0.0225,0.0161,0.0047,0.0236,0.0187,0.0184,0.0064
649.0,0.0207,0.0271,0.0135,0.0377,0.0233,0.0162,0.0048,0.0244,0.0192,0.0188,0.0064
649.5,0.0215,0.0276,0.0139,0.0389,0.0240,0.0163,0.0050,0.0252,0.0197,0.0192,0.0064
650.0,0.0223,0.0280,0.0144,0.0400,0.0248,0.0164,0.0050,0.0260,0.0202,0.0196,0.0064
650.5,0.0232,0.0286,0.0148,0.0414,0.0257,0.0165,0.0051,0.0270,0.0209,0.0201,0.0064
651.0,0.0241,0.0291,0.0153,0.0426,0.0264,0.0166,0.0053,0.0279,0.0214,0.0206,0.0064
651.5,0.0250,0.0296,0.0157,0.0438,0.0272,0.0168,0.0054,0.0287,0.0219,0.0210,0.0064
652.0,0.0262,0.0302,0.0162,0.0455,0.0281,0.0169,0.0056,0.0298,0.0227,0.0215,0.0064
652.5,0.0272,0.0307,0.0167,0.0469,0.0287,0.0171,0.0058,0.0308,0.0233,0.0220,0.0063
653.0,0.0283,0.0312,0.0172,0.0484,0.0295,0.0172,0.0061,0.0319,0.0239,0.0224,0.0063
653.5,0.0296,0.0319,0.0178,0.0503,0.0304,0.0174,0.0064,0.0332,0.0248,0.0230,0.0064
654.0,0.0308,0.0325,0.0183,0.0519,0.0311,0.0176,0.0067,0.0344,0.0255,0.0235,0.0064
654.5,0.0320,0.0332,0.0188,0.0538,0.0320,0.0177,0.0072,0.0357,0.0262,0.0240,0.0063
655.0,0.0333,0.0340,0.0194,0.0556,0.0331,0.0178,0.0077,0.0369,0.0269,0.0246,0.0064
655.5,0.0346,0.0347,0.0200,0.0574,0.0340,0.0180,0.0081,0.0382,0.0277,0.0251,0.0064
656.0,0.0362,0.0355,0.0206,0.0595,0.0351,0.0181,0.0085,0.0398,0.0285,0.0257,0.0064
656.5,0.0375,0.0362,0.0212,0.0613,0.0360,0.0182,0.0088,0.0410,0.0292,0.0262,0.0063
657.0,0.0391,0.0369,0.0217,0.0634,0.0369,0.0183,0.0092,0.0425,0.0300,0.0267,0.0063
657.5,0.0404,0.0374,0.0223,0.0650,0.0376,0.0185,0.0093,0.0437,0.0307,0.0271,0.0063
658.0,0.0418,0.0380,0.0228,0.0668,0.0384,0.0185,0.0096,0.0450,0.0314,0.0275,0.0064
658.5,0.0435,0.0385,0.0233,0.0688,0.0392,0.0186,0.0098,0.0465,0.0322,0.0280,0.0063
659.0,0.0449,0.0390,0.0238,0.0705,0.0400,0.0187,0.0101,0.0478,0.0329,0.0285,0.0063
659.5,0.0463,0.0396,0.0242,0.0724,0.0408,0.0188,0.0103,0.0491,0.0336,0.0290,0.0063
660.0,0.0475,0.0400,0.0246,0.0738,0.0413,0.0189,0.0105,0.0501,0.0341,0.0294,0.0063
660.5,0.0486,0.0404,0.0249,0.0751,0.0418,0.0189,0.0107,0.0511,0.0346,0.0298,0.0063
661.0,0.0498,0.0408,0.0253,0.0767,0.0424,0.0191,0.0109,0.0521,0.0352,0.0302,0.0064
661.5,0.0507,0.0410,0.0257,0.0778,0.0428,0.0191,0.0111,0.0529,0.0356,0.0304,0.0063
662.0,0.0517,0.0413,0.0260,0.0791,0.0433,0.0192,0.0112,0.0538,0.0360,0.0307,0.0063
662.5,0.0524,0.0415,0.0263,0.0799,0.0435,0.0192,0.0112,0.0544,0.0363,0.0309,0.0063
663.0,0.0528,0.0417,0.0265,0.0805,0.0437,0.0192,0.0112,0.0548,0.0364,0.0310,0.0063
663.5,0.0533,0.0417,0.0267,0.0810,0.0436,0.0192,0.0112,0.0552,0.0366,0.0311,0.0063
664.0,0.0536,0.0418,0.0268,0.0813,0.0434,0.0192,0.0111,0.0555,0.0366,0.0312,0.0063
664.5,0.0538,0.0417,0.0268,0.0815,0.0433,0.0191,0.0110,0.0556,0.0366,0.0312,0.0063
665.0,0.0538,0.0416,0.0268,0.0814,0.0431,0.0191,0.0109,0.0556,0.0365,0.0311,0.0063
665.5,0.0537,0.0414,0.0267,0.0811,0.0428,0.0190,0.0107,0.0555,0.0364,0.0310,0.0063
666.0,0.0534,0.0412,0.0265,0.0806,0.0424,0.0190,0.0105,0.0551,0.0361,0.0308,0.0063
666.5,0.0530,0.0409,0.0262,0.0799,0.0419,0.0188,0.0102,0.0547,0.0357,0.0305,0.0062
667.0,0.0524,0.0405,0.0259,0.0788,0.0413,0.0187,0.0098,0.0540,0.0351,0.0301,0.0062
667.5,0.0517,0.0401,0.0256,0.0778,0.0408,0.0185,0.0096,0.0533,0.0346,0.0298,0.0063
668.0,0.0509,0.0395,0.0252,0.0765,0.0400,0.0184,0.0093,0.0524,0.0340,0.0293,0.0062
668.5,0.0498,0.0388,0.0247,0.0748,0.0391,0.0182,0.0089,0.0513,0.0333,0.0288,0.0062
669.0,0.0488,0.0383,0.0242,0.0732,0.0382,0.0180,0.0086,0.0502,0.0326,0.0283,0.0062
669.5,0.0473,0.0375,0.0235,0.0711,0.0372,0.0178,0.0083,0.0488,0.0317,0.0276,0.0062
670.0,0.0461,0.0368,0.0230,0.0693,0.0362,0.0177,0.0080,0.0476,0.0309,0.0270,0.0061
670.5,0.0446,0.0360,0.0223,0.0672,0.0352,0.0174,0.0077,0.0462,0.0299,0.0264,0.0061
671.0,0.0429,0.0351,0.0215,0.0646,0.0339,0.0172,0.0074,0.0445,0.0289,0.0256,0.0062
671.5,0.0416,0.0343,0.0209,0.0626,0.0329,0.0169,0.0071,0.0431,0.0281,0.0250,0.0061
672.0,0.0399,0.0334,0.0202,0.0602,0.0316,0.0167,0.0068,0.0414,0.0271,0.0242,0.0061
672.5,0.0384,0.0327,0.0195,0.0580,0.0305,0.0165,0.0065,0.0399,0.0262,0.0236,0.0062
673.0,0.0366,0.0317,0.0188,0.0555,0.0292,0.0162,0.0062,0.0381,0.0251,0.0228,0.0062
673.5,0.0349,0.0309,0.0181,0.0532,0.0281,0.0161,0.0059,0.0366,0.0242,0.0221,0.0062
674.0,0.0333,0.0301,0.0174,0.0509,0.0269,0.0159,0.0056,0.0350,0.0233,0.0214,0.0062
674.5,0.0316,0.0291,0.0167,0.0484,0.0257,0.0156,0.0053,0.0334,0.0223,0.0207,0.0062
675.0,0.0301,0.0284,0.0160,0.0463,0.0247,0.0154,0.0050,0.0320,0.0214,0.0200,0.0062
675.5,0.0285,0.0275,0.0153,0.0438,0.0235,0.0152,0.0047,0.0303,0.0204,0.0193,0.0062
676.0,0.0270,0.0266,0.0147,0.0417,0.0225,0.0149,0.0044,0.0289,0.0195,0.0186,0.0061
676.5,0.0257,0.0259,0.0141,0.0396,0.0215,0.0148,0.0041,0.0274,0.0187,0.0180,0.0061
677.0,0.0239,0.0249,0.0134,0.0372,0.0202,0.0146,0.0039,0.0257,0.0177,0.0173,0.0061
677.5,0.0227,0.0242,0.0129,0.0353,0.0192,0.0143,0.0036,0.0244,0.0169,0.0167,0.0061
678.0,0.0213,0.0233,0.0123,0.0333,0.0182,0.0141,0.0033,0.0231,0.0161,0.0161,0.0061
678.5,0.0200,0.0225,0.0118,0.0315,0.0173,0.0139,0.0031,0.0218,0.0154,0.0156,0.0061
679.0,0.0187,0.0217,0.0112,0.0295,0.0163,0.0137,0.0029,0.0205,0.0146,0.0150,0.0061
679.5,0.0176,0.0210,0.0108,0.0278,0.0156,0.0136,0.0026,0.0193,0.0140,0.0145,0.0061
680.0,0.0164,0.0203,0.0103,0.0262,0.0148,0.0134,0.0024,0.0181,0.0134,0.0140,0.0061
680.5,0.0152,0.0194,0.0097,0.0244,0.0140,0.0132,0.0022,0.0169,0.0127,0.0134,0.0062
681.0,0.0144,0.0189,0.0094,0.0231,0.0135,0.0131,0.0020,0.0160,0.0123,0.0130,0.0062
681.5,0.0132,0.0182,0.0089,0.0214,0.0127,0.0130,0.0018,0.0148,0.0116,0.0125,0.0061
682.0,0.0124,0.0177,0.0086,0.0202,0.0121,0.0129,0.0017,0.0139,0.0111,0.0121,0.0062
682.5,0.0115,0.0172,0.0082,0.0190,0.0115,0.0128,0.0015,0.0131,0.0107,0.0118,0.0061
683.0,0.0105,0.0166,0.0078,0.0176,0.0109,0.0126,0.0014,0.0121,0.0101,0.0114,0.0061
683.5,0.0098,0.0162,0.0075,0.0166,0.0104,0.0125,0.0012,0.0115,0.0097,0.0110,0.0061
684.0,0.0091,0.0158,0.0073,0.0156,0.0099,0.0124,0.0011,0.0108,0.0094,0.0107,0.0061
684.5,0.0085,0.0154,0.0070,0.0147,0.0094,0.0123,0.0010,0.0102,0.0090,0.0104,0.0061
685.0,0.0079,0.0151,0.0067,0.0138,0.0089,0.0122,0.0009,0.0095,0.0087,0.0102,0.0061
685.5,0.0074,0.0148,0.0065,0.0130,0.0084,0.0121,0.0008,0.0091,0.0084,0.0099,0.0061
686.0,0.0069,0.0145,0.0063,0.0123,0.0080,0.0120,0.0007,0.0086,0.0081,0.0097,0.0061
686.5,0.0064,0.0142,0.0061,0.0116,0.0077,0.0120,0.0006,0.0081,0.0079,0.0095,0.0061
687.0,0.0060,0.0140,0.0060,0.0111,0.0074,0.0119,0.0006,0.0077,0.0077,0.0094,0.0061
687.5,0.0055,0.0138,0.0058,0.0105,0.0070,0.0118,0.0006,0.0073,0.0075,0.0092,0.0061
688.0,0.0052,0.0136,0.0056,0.0100,0.0068,0.0117,0.0006,0.0070,0.0074,0.0090,0.0061
688.5,0.0047,0.0133,0.0054,0.0094,0.0065,0.0117,0.0006,0.0066,0.0073,0.0088,0.0061
689.0,0.0044,0.0132,0.0053,0.0091,0.0063,0.0117,0.0005,0.0063,0.0071,0.0086,0.0061
689.5,0.0041,0.0130,0.0051,0.0086,0.0061,0.0116,0.0005,0.0060,0.0071,0.0085,0.0061
690.0,0.0039,0.0129,0.0050,0.0083,0.0059,0.0116,0.0005,0.0058,0.0070,0.0084,0.0061
690.5,0.0037,0.0128,0.0049,0.0080,0.0056,0.0116,0.0005,0.0055,0.0069,0.0082,0.0060
691.0,0.0035,0.0126,0.0047,0.0076,0.0053,0.0115,0.0004,0.0052,0.0067,0.0080,0.0061
691.5,0.0033,0.0126,0.0046,0.0073,0.0051,0.0115,0.0002,0.0050,0.0066,0.0080,0.0061
692.0,0.0031,0.0125,0.0044,0.0071,0.0049,0.0114,0.0002,0.0048,0.0065,0.0078,0.0060
692.5,0.0030,0.0124,0.0044,0.0068,0.0047,0.0114,0.0001,0.0046,0.0064,0.0077,0.0060
693.0,0.0029,0.0123,0.0042,0.0066,0.0046,0.0114,0.0001,0.0044,0.0062,0.0076,0.0060
693.5,0.0027,0.0123,0.0041,0.0064,0.0044,0.0114,0.0001,0.0043,0.0061,0.0075,0.0060
694.0,0.0026,0.0122,0.0041,0.0062,0.0043,0.0113,0.0000,0.0041,0.0060,0.0074,0.0060
694.5,0.0025,0.0122,0.0040,0.0060,0.0041,0.0112,0.0000,0.0039,0.0060,0.0073,0.0060
695.0,0.0024,0.0122,0.0039,0.0058,0.0041,0.0112,-0.0000,0.0038,0.0058,0.0073,0.0060
695.5,0.0024,0.0121,0.0039,0.0057,0.0039,0.0112,-0.0001,0.0037,0.0057,0.0072,0.0060
696.0,0.0023,0.0122,0.0038,0.0056,0.0038,0.0112,-0.0001,0.0036,0.0056,0.0071,0.0060
696.5,0.0023,0.0120,0.0037,0.0054,0.0037,0.0111,-0.0001,0.0034,0.0055,0.0070,0.0059
697.0,0.0024,0.0120,0.0037,0.0053,0.0036,0.0111,-0.0001,0.0033,0.0054,0.0070,0.0060
697.5,0.0025,0.0120,0.0036,0.0051,0.0035,0.0111,-0.0001,0.0032,0.0053,0.0069,0.0060
698.0,0.0024,0.0120,0.0036,0.0050,0.0035,0.0111,-0.0002,0.0032,0.0051,0.0068,0.0059
698.5,0.0025,0.0120,0.0035,0.0050,0.0035,0.0111,-0.0002,0.0032,0.0051,0.0068,0.0060
699.0,0.0024,0.0119,0.0035,0.0048,0.0034,0.0110,-0.0003,0.0031,0.0049,0.0067,0.0060
699.5,0.0025,0.0118,0.0034,0.0047,0.0034,0.0110,-0.0003,0.0030,0.0047,0.0067,0.0060
700.0,0.0026,0.0118,0.0033,0.0046,0.0035,0.0109,-0.0003,0.0029,0.0046,0.0066,0.0060
700.5,0.0026,0.0118,0.0032,0.0045,0.0035,0.0109,-0.0003,0.0029,0.0045,0.0065,0.0059
701.0,0.0027,0.0117,0.0032,0.0044,0.0035,0.0109,-0.0003,0.0029,0.0044,0.0065,0.0060
701.5,0.0027,0.0116,0.0031,0.0043,0.0035,0.0109,-0.0003,0.0028,0.0043,0.0064,0.0059
702.0,0.0027,0.0116,0.0031,0.0043,0.0035,0.0108,-0.0003,0.0027,0.0042,0.0064,0.0060
702.5,0.0027,0.0115,0.0031,0.0041,0.0035,0.0108,-0.0003,0.0027,0.0042,0.0063,0.0060
703.0,0.0026,0.0114,0.0030,0.0040,0.0035,0.0107,-0.0003,0.0027,0.0041,0.0063,0.0060
703.5,0.0025,0.0113,0.0029,0.0039,0.0034,0.0107,-0.0003,0.0026,0.0040,0.0062,0.0060
704.0,0.0025,0.0112,0.0029,0.0038,0.0034,0.0107,-0.0003,0.0025,0.0040,0.0062,0.0059
704.5,0.0024,0.0111,0.0028,0.0037,0.0033,0.0105,-0.0004,0.0025,0.0040,0.0062,0.0059
705.0,0.0025,0.0110,0.0028,0.0036,0.0033,0.0106,-0.0003,0.0025,0.0040,0.0063,0.0059
705.5,0.0025,0.0110,0.0028,0.0035,0.0033,0.0106,-0.0003,0.0024,0.0040,0.0062,0.0060
706.0,0.0025,0.0109,0.0028,0.0034,0.0032,0.0106,-0.0004,0.0024,0.0040,0.0062,0.0059
706.5,0.0025,0.0108,0.0028,0.0034,0.0032,0.0105,-0.0003,0.0023,0.0039,0.0061,0.0060
707.0,0.0024,0.0107,0.0027,0.0033,0.0031,0.0105,-0.0004,0.0023,0.0039,0.0061,0.0059
707.5,0.0024,0.0107,0.0028,0.0032,0.0032,0.0105,-0.0003,0.0022,0.0038,0.0061,0.0059
708.0,0.0023,0.0106,0.0028,0.0031,0.0031,0.0104,-0.0004,0.0021,0.0038,0.0060,0.0059
708.5,0.0023,0.0106,0.0028,0.0030,0.0031,0.0104,-0.0004,0.0021,0.0038,0.0060,0.0059
