Wavelength Scan - Scanning

Instrument Name:,,,DU 800 Spectrophotometer
Serial Number:,,,8002850
Software Version:,,,"2.1,  Build 5"
Firmware Version:,,,2.0.102
Method Name:,,,LTER Chl
Organization:,,,
Department:,,,
Operator:,,,
Product Name:,,,
Component Name:,,,
Lot Number:,,,
Comment:,,,
Signature 1:,,,
Signature 2:,,,
Signature 3:,,,
Signature 4:,,,
Signature 5:,,,

#,Filename,Acquired
1,,"January 20, 2022 3:10 PM"

Scan Mode:,,,Abs
Start Wavelength:,,,600.0 nm
End Wavelength:,,,775.0 nm
Wavelength Interval:,,,0.5 nm
Scan Speed:,,,600 nm/min

,Sample Name,,Description
1,DCSW1_210701,,200
2,DOBA7_210629,,170
3,UM-ARB_210630,,150
4,DOBA5_210701,,100
5,DOBA8_210630,,200
6,HP_210629,,300
7,KP_210702,,100
8,CAP_210701,,300
9,ELV_210630,,300
10,OPP-E_210629,,100
11,BLA,,3000

nm,Abs 1,Abs 2,Abs 3,Abs 4,Abs 5,Abs 6,Abs 7,Abs 8,Abs 9,Abs 10,Abs 11
643.0,0.0119,0.0438,0.0349,0.0234,0.0124,0.0166,0.0292,0.0123,0.0180,0.0563,-0.0008
643.5,0.0122,0.0448,0.0357,0.0240,0.0127,0.0168,0.0295,0.0127,0.0184,0.0578,-0.0008
644.0,0.0125,0.0459,0.0366,0.0247,0.0129,0.0170,0.0299,0.0131,0.0189,0.0597,-0.0008
644.5,0.0128,0.0469,0.0374,0.0253,0.0131,0.0171,0.0303,0.0134,0.0193,0.0614,-0.0008
645.0,0.0131,0.0480,0.0382,0.0259,0.0133,0.0173,0.0307,0.0138,0.0198,0.0632,-0.0008
645.5,0.0134,0.0493,0.0394,0.0266,0.0136,0.0175,0.0313,0.0142,0.0203,0.0653,-0.0008
646.0,0.0138,0.0506,0.0404,0.0273,0.0139,0.0177,0.0319,0.0146,0.0208,0.0675,-0.0008
646.5,0.0142,0.0520,0.0416,0.0280,0.0142,0.0179,0.0325,0.0150,0.0213,0.0697,-0.0009
647.0,0.0147,0.0537,0.0432,0.0288,0.0145,0.0181,0.0332,0.0156,0.0220,0.0726,-0.0009
647.5,0.0152,0.0553,0.0445,0.0296,0.0148,0.0184,0.0339,0.0160,0.0226,0.0751,-0.0009
648.0,0.0158,0.0572,0.0464,0.0305,0.0153,0.0187,0.0348,0.0166,0.0234,0.0782,-0.0008
648.5,0.0163,0.0588,0.0478,0.0312,0.0157,0.0189,0.0356,0.0170,0.0240,0.0807,-0.0008
649.0,0.0168,0.0607,0.0496,0.0321,0.0160,0.0192,0.0364,0.0175,0.0247,0.0836,-0.0009
649.5,0.0175,0.0631,0.0519,0.0332,0.0166,0.0195,0.0376,0.0182,0.0256,0.0871,-0.0009
650.0,0.0182,0.0651,0.0539,0.0342,0.0170,0.0198,0.0386,0.0188,0.0264,0.0900,-0.0008
650.5,0.0189,0.0678,0.0565,0.0353,0.0176,0.0202,0.0398,0.0195,0.0274,0.0935,-0.0009
651.0,0.0196,0.0701,0.0587,0.0363,0.0181,0.0206,0.0409,0.0202,0.0282,0.0965,-0.0008
651.5,0.0202,0.0724,0.0609,0.0373,0.0186,0.0209,0.0420,0.0208,0.0291,0.0993,-0.0009
652.0,0.0211,0.0754,0.0640,0.0386,0.0192,0.0214,0.0434,0.0217,0.0303,0.1030,-0.0009
652.5,0.0218,0.0781,0.0667,0.0397,0.0198,0.0218,0.0447,0.0224,0.0313,0.1062,-0.0009
653.0,0.0226,0.0808,0.0694,0.0408,0.0204,0.0222,0.0460,0.0232,0.0323,0.1093,-0.0009
653.5,0.0235,0.0842,0.0729,0.0421,0.0211,0.0226,0.0476,0.0241,0.0336,0.1131,-0.0009
654.0,0.0243,0.0869,0.0758,0.0432,0.0217,0.0230,0.0490,0.0249,0.0346,0.1161,-0.0009
654.5,0.0251,0.0902,0.0795,0.0446,0.0225,0.0235,0.0506,0.0258,0.0358,0.1197,-0.0009
655.0,0.0259,0.0933,0.0828,0.0457,0.0231,0.0239,0.0520,0.0267,0.0370,0.1229,-0.0009
655.5,0.0268,0.0964,0.0863,0.0470,0.0239,0.0243,0.0536,0.0276,0.0382,0.1261,-0.0009
656.0,0.0278,0.1002,0.0905,0.0484,0.0247,0.0249,0.0554,0.0286,0.0397,0.1298,-0.0009
656.5,0.0286,0.1033,0.0940,0.0496,0.0253,0.0253,0.0568,0.0294,0.0408,0.1328,-0.0009
657.0,0.0296,0.1069,0.0981,0.0510,0.0262,0.0258,0.0586,0.0305,0.0423,0.1362,-0.0009
657.5,0.0303,0.1098,0.1014,0.0521,0.0268,0.0261,0.0599,0.0312,0.0433,0.1388,-0.0009
658.0,0.0312,0.1129,0.1049,0.0532,0.0275,0.0266,0.0613,0.0321,0.0446,0.1414,-0.0009
658.5,0.0321,0.1166,0.1090,0.0546,0.0283,0.0271,0.0630,0.0330,0.0460,0.1443,-0.0009
659.0,0.0329,0.1196,0.1123,0.0557,0.0290,0.0275,0.0643,0.0338,0.0471,0.1467,-0.0009
659.5,0.0337,0.1230,0.1161,0.0569,0.0297,0.0279,0.0658,0.0348,0.0484,0.1493,-0.0008
660.0,0.0344,0.1255,0.1190,0.0577,0.0302,0.0282,0.0670,0.0354,0.0494,0.1511,-0.0009
660.5,0.0349,0.1279,0.1217,0.0584,0.0307,0.0285,0.0680,0.0360,0.0503,0.1527,-0.0009
661.0,0.0357,0.1307,0.1249,0.0593,0.0313,0.0288,0.0693,0.0367,0.0514,0.1544,-0.0009
661.5,0.0362,0.1328,0.1275,0.0600,0.0318,0.0291,0.0701,0.0373,0.0522,0.1555,-0.0009
662.0,0.0367,0.1350,0.1303,0.0607,0.0323,0.0293,0.0711,0.0378,0.0531,0.1566,-0.0009
662.5,0.0371,0.1365,0.1321,0.0610,0.0326,0.0295,0.0717,0.0382,0.0536,0.1570,-0.0009
663.0,0.0374,0.1376,0.1337,0.0613,0.0328,0.0296,0.0722,0.0385,0.0541,0.1571,-0.0009
663.5,0.0377,0.1387,0.1352,0.0615,0.0330,0.0297,0.0726,0.0388,0.0545,0.1570,-0.0009
664.0,0.0378,0.1392,0.1361,0.0615,0.0331,0.0297,0.0728,0.0388,0.0546,0.1567,-0.0009
664.5,0.0379,0.1395,0.1367,0.0613,0.0332,0.0298,0.0728,0.0389,0.0548,0.1560,-0.0009
665.0,0.0378,0.1393,0.1369,0.0611,0.0331,0.0297,0.0727,0.0388,0.0547,0.1550,-0.0009
665.5,0.0378,0.1388,0.1367,0.0607,0.0330,0.0296,0.0725,0.0386,0.0545,0.1538,-0.0009
666.0,0.0375,0.1378,0.1361,0.0601,0.0328,0.0294,0.0720,0.0383,0.0541,0.1521,-0.0009
666.5,0.0372,0.1367,0.1352,0.0595,0.0326,0.0292,0.0714,0.0380,0.0536,0.1502,-0.0009
667.0,0.0367,0.1349,0.1338,0.0586,0.0322,0.0289,0.0705,0.0375,0.0529,0.1476,-0.0009
667.5,0.0362,0.1329,0.1320,0.0576,0.0317,0.0285,0.0695,0.0368,0.0521,0.1448,-0.0009
668.0,0.0355,0.1305,0.1299,0.0564,0.0312,0.0282,0.0684,0.0361,0.0511,0.1418,-0.0010
668.5,0.0348,0.1274,0.1272,0.0551,0.0305,0.0278,0.0669,0.0352,0.0500,0.1381,-0.0010
669.0,0.0341,0.1246,0.1245,0.0538,0.0299,0.0273,0.0656,0.0344,0.0489,0.1348,-0.0010
669.5,0.0331,0.1209,0.1210,0.0521,0.0291,0.0268,0.0638,0.0333,0.0475,0.1305,-0.0011
670.0,0.0323,0.1176,0.1179,0.0507,0.0284,0.0263,0.0622,0.0324,0.0462,0.1268,-0.0011
670.5,0.0314,0.1141,0.1144,0.0491,0.0276,0.0258,0.0605,0.0314,0.0448,0.1227,-0.0010
671.0,0.0302,0.1096,0.1101,0.0472,0.0266,0.0251,0.0583,0.0301,0.0431,0.1177,-0.0010
671.5,0.0294,0.1061,0.1067,0.0458,0.0259,0.0246,0.0567,0.0292,0.0419,0.1139,-0.0010
672.0,0.0283,0.1019,0.1025,0.0440,0.0250,0.0240,0.0547,0.0280,0.0402,0.1093,-0.0009
672.5,0.0274,0.0981,0.0987,0.0424,0.0242,0.0235,0.0529,0.0269,0.0388,0.1052,-0.0009
673.0,0.0263,0.0935,0.0942,0.0405,0.0233,0.0229,0.0508,0.0257,0.0371,0.1003,-0.0008
673.5,0.0252,0.0896,0.0903,0.0389,0.0225,0.0222,0.0489,0.0246,0.0356,0.0961,-0.0008
674.0,0.0242,0.0855,0.0862,0.0372,0.0216,0.0216,0.0470,0.0234,0.0340,0.0918,-0.0008
674.5,0.0230,0.0810,0.0818,0.0353,0.0205,0.0209,0.0448,0.0221,0.0323,0.0872,-0.0008
675.0,0.0221,0.0774,0.0782,0.0337,0.0197,0.0203,0.0431,0.0210,0.0309,0.0834,-0.0008
675.5,0.0208,0.0728,0.0735,0.0318,0.0187,0.0196,0.0409,0.0197,0.0291,0.0787,-0.0009
676.0,0.0198,0.0692,0.0698,0.0302,0.0178,0.0189,0.0391,0.0186,0.0276,0.0749,-0.0009
676.5,0.0188,0.0654,0.0660,0.0286,0.0169,0.0183,0.0373,0.0175,0.0261,0.0711,-0.0010
677.0,0.0177,0.0611,0.0614,0.0268,0.0159,0.0176,0.0351,0.0162,0.0244,0.0665,-0.0010
677.5,0.0168,0.0580,0.0582,0.0255,0.0152,0.0171,0.0337,0.0153,0.0232,0.0632,-0.0010
678.0,0.0159,0.0544,0.0544,0.0240,0.0143,0.0166,0.0320,0.0143,0.0218,0.0595,-0.0010
678.5,0.0151,0.0513,0.0512,0.0227,0.0136,0.0161,0.0305,0.0134,0.0206,0.0562,-0.0010
679.0,0.0143,0.0478,0.0477,0.0213,0.0129,0.0156,0.0288,0.0124,0.0192,0.0525,-0.0009
679.5,0.0137,0.0450,0.0448,0.0201,0.0123,0.0153,0.0275,0.0117,0.0181,0.0496,-0.0008
680.0,0.0130,0.0421,0.0419,0.0189,0.0117,0.0148,0.0262,0.0109,0.0170,0.0465,-0.0008
680.5,0.0122,0.0390,0.0388,0.0176,0.0110,0.0144,0.0247,0.0100,0.0158,0.0434,-0.0008
681.0,0.0116,0.0367,0.0366,0.0167,0.0105,0.0140,0.0236,0.0094,0.0150,0.0411,-0.0007
681.5,0.0109,0.0338,0.0336,0.0154,0.0098,0.0136,0.0223,0.0086,0.0138,0.0381,-0.0007
682.0,0.0102,0.0315,0.0314,0.0144,0.0092,0.0132,0.0212,0.0079,0.0128,0.0358,-0.0008
682.5,0.0097,0.0294,0.0292,0.0135,0.0087,0.0128,0.0202,0.0072,0.0119,0.0336,-0.0008
683.0,0.0090,0.0269,0.0267,0.0123,0.0081,0.0124,0.0190,0.0065,0.0109,0.0311,-0.0008
683.5,0.0085,0.0251,0.0249,0.0115,0.0076,0.0121,0.0181,0.0059,0.0101,0.0294,-0.0009
684.0,0.0079,0.0233,0.0230,0.0107,0.0072,0.0117,0.0173,0.0053,0.0093,0.0274,-0.0009
684.5,0.0075,0.0217,0.0215,0.0100,0.0068,0.0115,0.0165,0.0049,0.0087,0.0257,-0.0009
685.0,0.0071,0.0201,0.0198,0.0093,0.0064,0.0112,0.0158,0.0044,0.0080,0.0238,-0.0009
685.5,0.0067,0.0188,0.0185,0.0087,0.0061,0.0110,0.0152,0.0040,0.0075,0.0224,-0.0009
686.0,0.0063,0.0175,0.0173,0.0081,0.0058,0.0108,0.0146,0.0036,0.0070,0.0209,-0.0009
686.5,0.0060,0.0162,0.0160,0.0076,0.0056,0.0106,0.0140,0.0033,0.0065,0.0193,-0.0009
687.0,0.0056,0.0153,0.0151,0.0072,0.0053,0.0104,0.0135,0.0030,0.0061,0.0181,-0.0009
687.5,0.0053,0.0141,0.0140,0.0067,0.0051,0.0102,0.0130,0.0027,0.0057,0.0166,-0.0009
688.0,0.0051,0.0133,0.0131,0.0063,0.0048,0.0101,0.0125,0.0025,0.0053,0.0154,-0.0009
688.5,0.0049,0.0123,0.0122,0.0059,0.0046,0.0099,0.0121,0.0022,0.0049,0.0143,-0.0009
689.0,0.0046,0.0116,0.0114,0.0055,0.0044,0.0097,0.0117,0.0020,0.0045,0.0134,-0.0009
689.5,0.0045,0.0110,0.0108,0.0053,0.0042,0.0095,0.0114,0.0018,0.0043,0.0127,-0.0009
690.0,0.0042,0.0102,0.0101,0.0050,0.0041,0.0093,0.0111,0.0016,0.0039,0.0120,-0.0009
690.5,0.0040,0.0097,0.0096,0.0047,0.0039,0.0092,0.0108,0.0014,0.0037,0.0114,-0.0009
691.0,0.0038,0.0090,0.0090,0.0045,0.0037,0.0090,0.0105,0.0012,0.0035,0.0110,-0.0010
691.5,0.0037,0.0085,0.0087,0.0043,0.0036,0.0089,0.0103,0.0011,0.0033,0.0109,-0.0009
692.0,0.0035,0.0080,0.0085,0.0041,0.0035,0.0088,0.0101,0.0010,0.0031,0.0111,-0.0009
692.5,0.0034,0.0076,0.0082,0.0039,0.0034,0.0087,0.0098,0.0009,0.0029,0.0110,-0.0009
693.0,0.0032,0.0072,0.0080,0.0037,0.0033,0.0086,0.0096,0.0008,0.0028,0.0110,-0.0009
693.5,0.0031,0.0068,0.0078,0.0036,0.0032,0.0085,0.0095,0.0007,0.0027,0.0107,-0.0010
694.0,0.0029,0.0065,0.0076,0.0035,0.0032,0.0085,0.0093,0.0006,0.0027,0.0106,-0.0009
694.5,0.0028,0.0062,0.0073,0.0034,0.0031,0.0084,0.0092,0.0005,0.0026,0.0102,-0.0009
695.0,0.0027,0.0058,0.0071,0.0032,0.0030,0.0084,0.0090,0.0004,0.0026,0.0099,-0.0009
695.5,0.0026,0.0056,0.0068,0.0031,0.0029,0.0083,0.0089,0.0002,0.0024,0.0093,-0.0009
696.0,0.0026,0.0054,0.0066,0.0030,0.0028,0.0083,0.0087,0.0002,0.0023,0.0090,-0.0010
696.5,0.0025,0.0052,0.0063,0.0029,0.0028,0.0082,0.0086,0.0001,0.0022,0.0084,-0.0009
697.0,0.0025,0.0050,0.0061,0.0029,0.0027,0.0082,0.0085,0.0000,0.0021,0.0080,-0.0009
697.5,0.0024,0.0049,0.0058,0.0028,0.0027,0.0082,0.0084,-0.0001,0.0020,0.0077,-0.0010
698.0,0.0023,0.0046,0.0055,0.0027,0.0026,0.0081,0.0082,-0.0002,0.0019,0.0074,-0.0010
698.5,0.0023,0.0045,0.0053,0.0026,0.0026,0.0081,0.0082,-0.0003,0.0019,0.0071,-0.0009
699.0,0.0023,0.0043,0.0051,0.0025,0.0025,0.0080,0.0080,-0.0003,0.0019,0.0069,-0.0007
699.5,0.0023,0.0041,0.0050,0.0025,0.0025,0.0080,0.0079,-0.0004,0.0019,0.0066,-0.0006
700.0,0.0024,0.0040,0.0048,0.0024,0.0024,0.0080,0.0078,-0.0005,0.0019,0.0063,-0.0006
700.5,0.0024,0.0038,0.0046,0.0023,0.0024,0.0079,0.0077,-0.0006,0.0019,0.0061,-0.0007
701.0,0.0025,0.0037,0.0045,0.0022,0.0023,0.0079,0.0076,-0.0006,0.0019,0.0059,-0.0006
701.5,0.0024,0.0036,0.0044,0.0022,0.0023,0.0079,0.0074,-0.0007,0.0019,0.0059,-0.0006
702.0,0.0025,0.0035,0.0042,0.0021,0.0023,0.0079,0.0074,-0.0007,0.0019,0.0056,-0.0006
702.5,0.0025,0.0034,0.0041,0.0020,0.0022,0.0078,0.0073,-0.0008,0.0019,0.0053,-0.0007
703.0,0.0025,0.0033,0.0040,0.0019,0.0022,0.0078,0.0072,-0.0007,0.0020,0.0049,-0.0006
703.5,0.0024,0.0031,0.0037,0.0018,0.0022,0.0077,0.0071,-0.0009,0.0018,0.0043,-0.0008
704.0,0.0024,0.0030,0.0036,0.0017,0.0021,0.0077,0.0070,-0.0009,0.0016,0.0038,-0.0009
704.5,0.0024,0.0030,0.0035,0.0017,0.0022,0.0077,0.0070,-0.0009,0.0015,0.0035,-0.0009
705.0,0.0024,0.0029,0.0033,0.0017,0.0021,0.0077,0.0069,-0.0010,0.0014,0.0032,-0.0010
705.5,0.0023,0.0028,0.0032,0.0016,0.0021,0.0076,0.0068,-0.0010,0.0013,0.0031,-0.0010
706.0,0.0023,0.0027,0.0031,0.0016,0.0020,0.0076,0.0067,-0.0011,0.0011,0.0030,-0.0010
706.5,0.0023,0.0026,0.0030,0.0016,0.0020,0.0077,0.0066,-0.0011,0.0010,0.0029,-0.0010
