Wavelength Scan - Scanning

Instrument Name:,,,DU 800 Spectrophotometer
Serial Number:,,,8002850
Software Version:,,,"2.1,  Build 5"
Firmware Version:,,,2.0.102
Method Name:,,,LTER Chl
Organization:,,,
Department:,,,
Operator:,,,
Product Name:,,,
Component Name:,,,
Lot Number:,,,
Comment:,,,
Signature 1:,,,
Signature 2:,,,
Signature 3:,,,
Signature 4:,,,
Signature 5:,,,

#,Filename,Acquired
1,,"January 20, 2022 10:51 AM"

Scan Mode:,,,Abs
Start Wavelength:,,,600.0 nm
End Wavelength:,,,775.0 nm
Wavelength Interval:,,,0.5 nm
Scan Speed:,,,600 nm/min

,Sample Name,,Description
1,O-S_210611,,200
2,ELV_210608,,300
3,CAP_210607,,500
4,UM-ARB_210603,,100
5,LM-ARB_210603,,100
6,MDT_210610,,400
7,HP-UW_210610,,300
8,ALC_210608,,300
9,KP_210611,,100
10,L60_210611,,200
11,BLA,,3000

nm,Abs 1,Abs 2,Abs 3,Abs 4,Abs 5,Abs 6,Abs 7,Abs 8,Abs 9,Abs 10,Abs 11
654.5,0.0360,0.0235,0.0341,0.0440,0.0422,0.0310,0.0442,0.0161,0.0373,0.0068,-0.0008
655.0,0.0365,0.0245,0.0352,0.0458,0.0436,0.0315,0.0454,0.0168,0.0381,0.0070,-0.0008
655.5,0.0369,0.0253,0.0364,0.0477,0.0449,0.0320,0.0466,0.0174,0.0387,0.0072,-0.0008
656.0,0.0375,0.0263,0.0377,0.0499,0.0465,0.0327,0.0479,0.0181,0.0395,0.0073,-0.0008
656.5,0.0380,0.0272,0.0388,0.0517,0.0478,0.0332,0.0491,0.0188,0.0402,0.0075,-0.0008
657.0,0.0385,0.0282,0.0400,0.0539,0.0492,0.0337,0.0504,0.0195,0.0410,0.0077,-0.0008
657.5,0.0389,0.0289,0.0411,0.0556,0.0504,0.0342,0.0514,0.0201,0.0416,0.0079,-0.0007
658.0,0.0393,0.0297,0.0421,0.0573,0.0517,0.0347,0.0525,0.0206,0.0422,0.0080,-0.0008
658.5,0.0398,0.0308,0.0434,0.0594,0.0532,0.0353,0.0538,0.0213,0.0429,0.0081,-0.0008
659.0,0.0402,0.0316,0.0444,0.0611,0.0543,0.0357,0.0547,0.0219,0.0435,0.0083,-0.0007
659.5,0.0406,0.0324,0.0455,0.0629,0.0556,0.0362,0.0558,0.0225,0.0441,0.0084,-0.0007
660.0,0.0409,0.0331,0.0463,0.0643,0.0565,0.0367,0.0567,0.0230,0.0445,0.0085,-0.0007
660.5,0.0412,0.0337,0.0471,0.0656,0.0574,0.0370,0.0574,0.0234,0.0450,0.0086,-0.0007
661.0,0.0416,0.0344,0.0479,0.0671,0.0583,0.0374,0.0582,0.0239,0.0455,0.0087,-0.0007
661.5,0.0418,0.0349,0.0485,0.0681,0.0590,0.0377,0.0588,0.0242,0.0458,0.0087,-0.0008
662.0,0.0422,0.0354,0.0493,0.0694,0.0597,0.0381,0.0595,0.0246,0.0461,0.0088,-0.0007
662.5,0.0423,0.0358,0.0497,0.0700,0.0601,0.0383,0.0599,0.0249,0.0464,0.0088,-0.0007
663.0,0.0425,0.0360,0.0500,0.0706,0.0604,0.0384,0.0601,0.0250,0.0465,0.0088,-0.0007
663.5,0.0426,0.0363,0.0502,0.0710,0.0606,0.0385,0.0603,0.0252,0.0466,0.0088,-0.0008
664.0,0.0425,0.0363,0.0503,0.0711,0.0605,0.0386,0.0603,0.0252,0.0466,0.0088,-0.0008
664.5,0.0424,0.0363,0.0502,0.0710,0.0604,0.0386,0.0602,0.0252,0.0465,0.0087,-0.0008
665.0,0.0424,0.0361,0.0501,0.0707,0.0601,0.0385,0.0600,0.0251,0.0464,0.0087,-0.0008
665.5,0.0423,0.0360,0.0498,0.0703,0.0597,0.0384,0.0597,0.0250,0.0463,0.0086,-0.0007
666.0,0.0420,0.0356,0.0493,0.0694,0.0590,0.0381,0.0591,0.0246,0.0459,0.0085,-0.0008
666.5,0.0417,0.0352,0.0488,0.0686,0.0583,0.0379,0.0585,0.0243,0.0455,0.0084,-0.0008
667.0,0.0413,0.0347,0.0481,0.0672,0.0573,0.0375,0.0577,0.0239,0.0451,0.0082,-0.0008
667.5,0.0409,0.0341,0.0473,0.0659,0.0564,0.0372,0.0569,0.0234,0.0446,0.0081,-0.0008
668.0,0.0405,0.0334,0.0465,0.0644,0.0553,0.0368,0.0559,0.0229,0.0440,0.0079,-0.0008
668.5,0.0399,0.0325,0.0454,0.0625,0.0538,0.0362,0.0546,0.0222,0.0433,0.0077,-0.0008
669.0,0.0394,0.0318,0.0444,0.0607,0.0526,0.0357,0.0535,0.0216,0.0426,0.0075,-0.0008
669.5,0.0387,0.0307,0.0431,0.0584,0.0510,0.0351,0.0521,0.0209,0.0418,0.0072,-0.0009
670.0,0.0382,0.0298,0.0420,0.0565,0.0497,0.0346,0.0508,0.0202,0.0411,0.0071,-0.0008
670.5,0.0375,0.0288,0.0407,0.0543,0.0481,0.0339,0.0494,0.0194,0.0403,0.0068,-0.0008
671.0,0.0367,0.0276,0.0391,0.0517,0.0463,0.0332,0.0477,0.0185,0.0393,0.0066,-0.0009
671.5,0.0361,0.0267,0.0380,0.0497,0.0449,0.0326,0.0465,0.0178,0.0386,0.0064,-0.0008
672.0,0.0354,0.0256,0.0365,0.0473,0.0432,0.0319,0.0449,0.0170,0.0376,0.0061,-0.0008
672.5,0.0347,0.0246,0.0353,0.0452,0.0417,0.0313,0.0435,0.0162,0.0369,0.0059,-0.0008
673.0,0.0340,0.0235,0.0338,0.0428,0.0400,0.0306,0.0420,0.0154,0.0360,0.0057,-0.0008
673.5,0.0333,0.0225,0.0325,0.0407,0.0386,0.0300,0.0406,0.0147,0.0352,0.0055,-0.0007
674.0,0.0327,0.0215,0.0312,0.0386,0.0370,0.0294,0.0391,0.0139,0.0344,0.0053,-0.0008
674.5,0.0320,0.0204,0.0298,0.0363,0.0355,0.0287,0.0376,0.0131,0.0335,0.0050,-0.0008
675.0,0.0315,0.0195,0.0287,0.0345,0.0341,0.0283,0.0364,0.0124,0.0328,0.0048,-0.0008
675.5,0.0309,0.0185,0.0273,0.0322,0.0325,0.0276,0.0348,0.0116,0.0319,0.0046,-0.0008
676.0,0.0304,0.0176,0.0262,0.0304,0.0312,0.0271,0.0336,0.0109,0.0312,0.0044,-0.0008
676.5,0.0298,0.0167,0.0251,0.0287,0.0299,0.0266,0.0323,0.0103,0.0305,0.0042,-0.0008
677.0,0.0291,0.0157,0.0237,0.0266,0.0284,0.0260,0.0308,0.0095,0.0296,0.0039,-0.0008
677.5,0.0286,0.0150,0.0228,0.0252,0.0274,0.0256,0.0298,0.0090,0.0291,0.0038,-0.0008
678.0,0.0281,0.0142,0.0217,0.0235,0.0262,0.0250,0.0286,0.0083,0.0284,0.0035,-0.0009
678.5,0.0276,0.0135,0.0208,0.0222,0.0252,0.0246,0.0276,0.0078,0.0278,0.0034,-0.0008
679.0,0.0272,0.0127,0.0198,0.0206,0.0241,0.0242,0.0265,0.0073,0.0271,0.0032,-0.0008
679.5,0.0268,0.0121,0.0190,0.0194,0.0232,0.0238,0.0256,0.0068,0.0266,0.0031,-0.0008
680.0,0.0262,0.0115,0.0182,0.0182,0.0222,0.0234,0.0246,0.0064,0.0261,0.0029,-0.0008
680.5,0.0257,0.0109,0.0173,0.0169,0.0213,0.0230,0.0237,0.0059,0.0255,0.0028,-0.0008
681.0,0.0253,0.0103,0.0166,0.0160,0.0206,0.0226,0.0229,0.0055,0.0251,0.0027,-0.0008
681.5,0.0248,0.0097,0.0158,0.0147,0.0197,0.0223,0.0220,0.0050,0.0246,0.0025,-0.0008
682.0,0.0246,0.0093,0.0152,0.0138,0.0190,0.0220,0.0213,0.0047,0.0242,0.0024,-0.0008
682.5,0.0244,0.0088,0.0146,0.0130,0.0184,0.0218,0.0206,0.0044,0.0238,0.0022,-0.0008
683.0,0.0241,0.0083,0.0139,0.0120,0.0177,0.0215,0.0199,0.0040,0.0234,0.0021,-0.0007
683.5,0.0238,0.0080,0.0135,0.0113,0.0171,0.0213,0.0193,0.0037,0.0230,0.0020,-0.0008
684.0,0.0236,0.0076,0.0129,0.0106,0.0166,0.0211,0.0187,0.0034,0.0226,0.0019,-0.0008
684.5,0.0233,0.0072,0.0125,0.0100,0.0161,0.0210,0.0182,0.0032,0.0223,0.0019,-0.0008
685.0,0.0232,0.0069,0.0120,0.0094,0.0156,0.0208,0.0176,0.0029,0.0220,0.0018,-0.0008
685.5,0.0231,0.0066,0.0116,0.0089,0.0152,0.0207,0.0172,0.0027,0.0217,0.0017,-0.0008
686.0,0.0229,0.0063,0.0113,0.0084,0.0148,0.0205,0.0168,0.0025,0.0214,0.0016,-0.0008
686.5,0.0228,0.0060,0.0109,0.0079,0.0144,0.0204,0.0164,0.0023,0.0212,0.0015,-0.0009
687.0,0.0226,0.0058,0.0107,0.0076,0.0142,0.0203,0.0161,0.0022,0.0210,0.0015,-0.0008
687.5,0.0224,0.0056,0.0103,0.0071,0.0138,0.0201,0.0157,0.0020,0.0207,0.0014,-0.0008
688.0,0.0223,0.0054,0.0100,0.0068,0.0135,0.0200,0.0154,0.0019,0.0205,0.0014,-0.0008
688.5,0.0222,0.0052,0.0098,0.0064,0.0132,0.0198,0.0150,0.0017,0.0202,0.0013,-0.0008
689.0,0.0220,0.0050,0.0095,0.0061,0.0130,0.0197,0.0147,0.0016,0.0200,0.0013,-0.0008
689.5,0.0219,0.0049,0.0093,0.0059,0.0127,0.0196,0.0145,0.0015,0.0199,0.0012,-0.0008
690.0,0.0216,0.0047,0.0090,0.0056,0.0125,0.0195,0.0142,0.0013,0.0196,0.0011,-0.0008
690.5,0.0215,0.0046,0.0089,0.0053,0.0123,0.0194,0.0140,0.0013,0.0195,0.0011,-0.0008
691.0,0.0214,0.0044,0.0086,0.0051,0.0120,0.0193,0.0137,0.0011,0.0192,0.0010,-0.0009
691.5,0.0213,0.0043,0.0085,0.0049,0.0118,0.0193,0.0135,0.0011,0.0191,0.0010,-0.0009
692.0,0.0213,0.0042,0.0083,0.0047,0.0116,0.0192,0.0133,0.0010,0.0189,0.0010,-0.0008
692.5,0.0213,0.0042,0.0082,0.0046,0.0115,0.0192,0.0132,0.0009,0.0188,0.0009,-0.0008
693.0,0.0213,0.0040,0.0080,0.0043,0.0113,0.0192,0.0129,0.0009,0.0186,0.0009,-0.0008
693.5,0.0213,0.0039,0.0078,0.0043,0.0111,0.0192,0.0128,0.0008,0.0185,0.0008,-0.0008
694.0,0.0212,0.0039,0.0078,0.0041,0.0110,0.0191,0.0126,0.0008,0.0184,0.0008,-0.0008
694.5,0.0211,0.0038,0.0076,0.0039,0.0108,0.0190,0.0124,0.0007,0.0182,0.0008,-0.0008
695.0,0.0210,0.0037,0.0075,0.0038,0.0106,0.0190,0.0123,0.0007,0.0180,0.0007,-0.0008
695.5,0.0208,0.0036,0.0073,0.0036,0.0105,0.0189,0.0121,0.0006,0.0179,0.0007,-0.0009
696.0,0.0207,0.0035,0.0072,0.0036,0.0104,0.0188,0.0120,0.0005,0.0178,0.0007,-0.0009
696.5,0.0205,0.0034,0.0070,0.0035,0.0102,0.0187,0.0118,0.0005,0.0176,0.0006,-0.0009
697.0,0.0204,0.0034,0.0070,0.0034,0.0101,0.0186,0.0117,0.0004,0.0175,0.0006,-0.0009
697.5,0.0203,0.0033,0.0068,0.0033,0.0100,0.0186,0.0116,0.0004,0.0174,0.0006,-0.0009
698.0,0.0202,0.0032,0.0067,0.0032,0.0099,0.0185,0.0115,0.0003,0.0173,0.0006,-0.0009
698.5,0.0201,0.0031,0.0066,0.0030,0.0099,0.0185,0.0113,0.0003,0.0171,0.0005,-0.0009
699.0,0.0199,0.0030,0.0065,0.0029,0.0097,0.0184,0.0112,0.0002,0.0170,0.0005,-0.0009
699.5,0.0198,0.0030,0.0064,0.0028,0.0097,0.0184,0.0111,0.0002,0.0169,0.0005,-0.0009
700.0,0.0196,0.0029,0.0063,0.0027,0.0095,0.0184,0.0110,0.0002,0.0168,0.0004,-0.0009
700.5,0.0195,0.0029,0.0062,0.0027,0.0094,0.0183,0.0109,0.0001,0.0167,0.0004,-0.0009
701.0,0.0193,0.0028,0.0061,0.0025,0.0093,0.0183,0.0107,0.0000,0.0166,0.0004,-0.0009
701.5,0.0192,0.0028,0.0060,0.0025,0.0093,0.0184,0.0106,0.0000,0.0166,0.0004,-0.0009
702.0,0.0192,0.0028,0.0060,0.0025,0.0092,0.0184,0.0106,0.0000,0.0165,0.0004,-0.0009
702.5,0.0191,0.0027,0.0059,0.0024,0.0091,0.0183,0.0105,-0.0000,0.0163,0.0004,-0.0009
703.0,0.0190,0.0027,0.0058,0.0022,0.0090,0.0183,0.0104,-0.0001,0.0162,0.0003,-0.0009
703.5,0.0190,0.0026,0.0057,0.0022,0.0089,0.0182,0.0103,-0.0001,0.0161,0.0003,-0.0009
704.0,0.0188,0.0026,0.0056,0.0022,0.0088,0.0182,0.0102,-0.0001,0.0161,0.0003,-0.0009
704.5,0.0187,0.0025,0.0056,0.0021,0.0088,0.0181,0.0101,-0.0002,0.0160,0.0002,-0.0009
705.0,0.0186,0.0024,0.0055,0.0020,0.0087,0.0181,0.0101,-0.0002,0.0159,0.0002,-0.0009
705.5,0.0186,0.0024,0.0054,0.0019,0.0086,0.0181,0.0100,-0.0002,0.0159,0.0002,-0.0009
706.0,0.0186,0.0024,0.0053,0.0019,0.0086,0.0180,0.0099,-0.0002,0.0158,0.0002,-0.0009
706.5,0.0185,0.0023,0.0052,0.0018,0.0085,0.0180,0.0098,-0.0003,0.0157,0.0002,-0.0010
707.0,0.0185,0.0023,0.0052,0.0018,0.0084,0.0180,0.0097,-0.0003,0.0157,0.0002,-0.0009
